"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"MARINETTE CO PK LK NOQUEBAY BATHHOUSE","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","LAKE TN","Marinette"
"MARINETTE CO PK LK NOQUEBAY PICNIC","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","LAKE TN","Marinette"
"MARINETTE CO PK MCCLINTOCK CMPGD","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","SILVER CLIFF TN","Marinette"
"MARINETTE CO PK MCCLINTOCK PICNIC","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","SILVER CLIFF TN","Marinette"
"MARINETTE CO PK MENOMINEE RIVER","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","WAGNER TN","Marinette"
"MARINETTE CO PK MORGAN CMPGD SHOWER BLDG","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","NIAGARA TN","Marinette"
"MARINETTE CO PK MORGAN CMPGD SHOWER BUILDING","","","","50","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","NIAGARA TN","Marinette"
"MARINETTE CO PK MORGAN LODGE","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","NIAGARA TN","Marinette"
"MARINETTE CO PK THUNDER MT","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","STEPHENSON TN","Marinette"
"MARINETTE CO PK TWELVE FT FALLS","","","","25","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","DUNBAR TN","Marinette"
"MARINETTE CO PK TWIN BRIDGE CMPGD","","","","50","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","STEPHENSON TN","Marinette"
"MARINETTE CO PK TWIN BRIDGE PICNIC","","","","50","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","MARINETTE","Marinette"
"MARINETTE CO PK VETERANS MEM CMPGD","","","","50","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","STEPHENSON TN","Marinette"
"MARINETTE CO PK VETERANS MEM PIC","","","","50","Ground water","ADMIN PETE VILLAS
1926 HALL AVE
MARINETTE, WI 54143","","STEPHENSON TN","Marinette"
"MARINETTE MOOSE LODGE","","","","25","Ground water","N5233 E Nettleton Ln
Marinette, WI 54143","","PORTERFIELD TN","Marinette"
"MARINETTE SHELL","","","","25","Ground water","W1390 OLD PESHTIGO RD
PESHTIGO, WI 54143","","PESHTIGO TN","Marinette"
"MARINETTE WATERWORKS","","","","10,968","Surface water","1905 HALL AVE
MARINETTE, WI 54143-1716","","MARINETTE","Marinette"
"MARION WATERWORKS","","","","1,293","Ground water","217 N MAIN ST
PO BOX 127
MARION, WI 54950","","MARION","Waupaca"
"MARKESAN CITY OF SOLDIERS & SAILORS PARK","","","","25","Ground water","PO BOX 352
MARKESAN, WI 53946-0076","","MARKESAN","Green Lake"
"MARKESAN WATERWORKS","","","","1,496","Ground water","ELIZABETH AMEND
150 SOUTH BRIDGE ST
MARKESAN, WI 53946","","MARKESAN","Green Lake"
"MARKET THE","","","","25","Ground water","5305 STEVES CHEESE RD
Denmark, WI 54208-9803","","DENMARK","Brown"
"MARKS BAR","","","","50","Ground water","9338 Evergreen Rd
Elderon, WI 54429-0078","","ELDERON","Marathon"
"MARKS SHERIDAN COUNTRY CLUB","","","","25","Ground water","E755 SHERIDAN DR
WAUPACA, WI 54981","","WAUPACA","Waupaca"
"MARLAN MEADOWS HOMEOWNERS ASSOC","","","","210","Ground water","S68 W17607 East Drive
Muskego, WI 53150","","MUSKEGO","Waukesha"
"MARLIS BAR","","","","50","Ground water","2530 HWY 155
ST. GERMAIN, WI 54558","","SAINT GERMAIN","Vilas"
"MAROHLS BRULE RIVER TAP","","","","25","Ground water","18036 HWY 55
ALVIN, WI 54542","","ALVIN","Forest"
"MARQ BANQUET & CATERING THE","","","","550","Ground water","3177 French Rd
De Pere, WI 54115","","DE PERE","Brown"
"MARS CHEESE CASTLE - NEW BLDG","","","","25","Ground water","2800 W FRONTAGE ROAD
Kenosha, WI 53144-7531","","KENOSHA","Kenosha"
"MARS RESTAURANT & RESORT","","","","125","Ground water","W4098 S SHORE DR
LAKE GENEVA, WI 53147","","LAKE GENEVA","Walworth"
"MARSH HAVEN NATURE CENTER INC","","","","25","Ground water","W10145 STATE ROAD 49
WAUPUN, WI 53963","","WAUPUN","Fond du Lac"
"MARSH INN","","","","97","Ground water","23 COUNTY ROAD Y N
MAYVILLE, WI 53050-9802","","MAYVILLE","Dodge"
"MARSH INN BAR","","","","25","Ground water","TODD ROEHRIG
W860 DEERVIEW RD
BRILLION, WI 54110","","REEDSVILLE","Manitowoc"
"MARSHALL WATERWORKS","","","","3,862","Ground water","130 S PARDEE ST
PO BOX 45
MARSHALL, WI 53559-0045","","MARSHALL","Dane"
"MARSHALLS COUNTRY CORNER","","","","720","Ground water","302 MADISON AVENUE
PO BOX 228
CASCADE, WI 53011","","KEWASKUM","Washington"
"MARSHFIELD CLINIC WOODRUFF CENTER","","","","260","Ground water","1446 FIRST AVE
WOODRUFF, WI 54568","","WOODRUFF","Oneida"
"MARSHFIELD COUNTRY CLUB","","","","150","Ground water","11426 CTH B
P.O. BOX 531
MARSHFIELD, WI 54449","","MARSHFIELD","Wood"
"MARSHFIELD SCHOOL FOREST","","","","25","Ground water","Attn: Administrator
1010 E 4TH ST
MARSHFIELD, WI 54449","","MARSHFIELD","Wood"
"MARSHFIELD SPEEDWAY","","","","100","Ground water","PO BOX 515
MARSHFIELD, WI 54741","","MARSHFIELD","Wood"
"MARSHFIELD UTILITIES","","","","18,708","Ground water","PO BOX 670
Marshfield, WI 54449-0670","","MARSHFIELD","Wood"
"MARSHVIEW TERRACE","","","","40","Ground water","PRESIDENT STEVE HASSELBERGER
PO BOX 327
PARDEEVILLE, WI 53954","","WAUPUN","Dodge"
"MARTIN FORD","","","","72","Ground water","19215 Spring Street
Union Grove, WI 53182-9602","","UNION GROVE","Racine"
"MARTINTOWN COMMUNITY CHURCH","","","","142","Ground water","W8996 LENA
MARTINTOWN, WI 53522","","MARTINTOWN","Green"
"MARTY AND GINAS BAR","","","","25","Ground water","7641 S STATE RD 35
FOXBORO, WI 54836","","FOXBORO","Douglas"
"MARTYS PLACE NORTH","","","","175","Ground water","2721 Hwy 51 N
Arbor Vitae, WI 54568","","ARBOR VITAE","Vilas"
"MARVELOUS MIKES MINI GOLF","","","","30","Ground water","W10692 HWY 8
LADYSMITH, WI 54848","","BRUCE","Rusk"
"MARY HILL PARK SANITARY DIST","","","","50","Ground water","W4470 MARY HILL PARK DR
FOND DU LAC, WI 54937","","FOND DU LAC","Fond du Lac"
"MARY MOES","","","","30","Ground water","W358 Bluff Siding Rd
Fountain City, WI 54629","","FOUNTAIN CITY","Buffalo"
"MARYS COUNTRY GROVE","","","","27","Ground water","808 S MAIN ST
CEDAR GROVE, WI 53013","","CEDAR GROVE","Sheboygan"
"MARYS ERIN CORNERS","","","","35","Ground water","1797 CTY RD G
New Richmond, WI 54017","","NEW RICHMOND","St. Croix"
"MARYTOWN COMMUNITY ATHLETIC CLUB","","","","25","Ground water","W942 SUNSET LANE
New Holstein, WI 53061","","NEW HOLSTEIN","Fond du Lac"
"MARYTOWN TAP","","","","25","Ground water","W904 Kiel Rd
New Holstein, WI 53061","","NEW HOLSTEIN","Fond du Lac"
"MARYVILLE SD 2","","","","100","Ground water","687 MARYVILLE DRIVE
HAZEL GREEN, WI 53811","","KIELER","Grant"
"MARYWOOD FRANCISCAN SPIRITUALITY CENTER EMMAUS LODGE","","","","25","Ground water","3560 HWY 51 N
ARBOR VITAE, WI 54568","","ARBOR VITAE","Vilas"
"MAS IRVINGTON CAMPGROUND AND RENTALS LLC","","","","25","Ground water","1265 280TH ST
GLENWOOD CITY, WI 54013","","MENOMONIE","Dunn"
"MAS PLACE","","","","25","Ground water","N5375 HWY 17
GLEASON, WI 54435","","GLEASON","Lincoln"
"MASCOUTIN COUNTRY CLUB CLUBHOUSE","","","","124","Ground water","PO BOX 125
BERLIN, WI 54923","","BERLIN","Green Lake"
"MASCOUTIN COUNTRY CLUB ICE MACHINE","","","","100","Ground water","PO BOX 125
BERLIN, WI 54923","","BERLIN","Green Lake"
"MASLOWSKI BEACH-BATHROOMS","","","","25","Ground water","400 4TH AVE W
ASHLAND, WI 54806","","ASHLAND","Ashland"
"MASLOWSKI BEACH-EAST","","","","25","Ground water","400 4TH AVE W
ASHLAND, WI 54806","","ASHLAND","Ashland"
"MASLOWSKI BEACH-WISHING WELL","","","","25","Ground water","400 4TH AVE W
ASHLAND, WI 54806","","ASHLAND","Ashland"
"MASON STATION","","","","50","Ground water","N405 CTH A
Briggsville, WI 53920","","BRIGGSVILLE","Marquette"
"MATEROS PUB & PIZZERIA","","","","25","Ground water","7335 HWY 66
CUSTER, WI 54423","","CUSTER","Portage"
"MATHER LANES","","","","27","Ground water","W180 S7881 Pioneer Dr.
Muskego, WI 53150","","MUSKEGO","Waukesha"
"MATSCHE FARMS INC","","","","79","Ground water","MATSCHE FARMS INC
W16518 COUNTY RD N
BIRNAMWOOD, WI 54414","","BIRNAMWOOD","Shawano"
"MATTOON CH OF THE NAZARENE","","","","25","Ground water","W15916 WOODLAWN RD
BIRNAMWOOD, WI 54414","","MATTOON","Shawano"
"MATTOON SPORTSMAN CLUB PARK","","","","25","Ground water","PO BOX 225
MATTOON, WI 54450","","MATTOON","Shawano"
"MATTOON WATERWORKS","","","","450","Ground water","PO BOX 225
MATTOON, WI 54450","","MATTOON","Shawano"
"MATTYS BAR AND GRILL","","","","50","Ground water","14460 W COLLEGE AVENUE
NEW BERLIN, WI 53151","","NEW BERLIN","Waukesha"
"MAUSTON GREEN ACRES","","","","60","Ground water","301 BREMER AVE
COLFAX, WI 54730","","MAUSTON","Juneau"
"MAUSTON WATERWORKS","","","","4,456","Ground water","303 MANSION ST
MAUSTON, WI 53948-1329","","MAUSTON","Juneau"
"MAXI ONE MINI-MART","","","","25","Ground water","514 HWY 50
Delavan, WI 53115","","DELAVAN","Walworth"
"MAXS RESORT","","","","25","Ground water","30069 152ND ST
New Auburn, WI 54757","","NEW AUBURN","Chippewa"
"MAXWELTON BRAES RESORT","","","","33","Ground water","7680 BONNIE BRAE DR
PO BOX 155
BAILEYS HARBOR, WI 54202","","BAILEYS HARBOR","Door"
"MAYFLOWER LAKE RESORT","","","","30","Ground water","N731 SUMAC LN
BIRNAMWOOD, WI 54414","","BIRNAMWOOD","Marathon"
"MAYVILLE CITY ZIEGLER PARK","","","","50","Ground water","15 S SCHOOL ST
MAYVILLE, WI 53050-1636","","MAYVILLE","Dodge"
"MAYVILLE LIMESTONE INC","","","","40","Ground water","PO BOX 25
Mayville, WI 53050-0025","","MAYVILLE","Dodge"
"MAYVILLE WATERWORKS","","","","5,061","Ground water","15 S SCHOOL ST
PO BOX 273
MAYVILLE, WI 53050-0273","","MAYVILLE","Dodge"
"MAZATLAN","","","","52","Ground water","C/O TIM NEWBERGE
PO BOX 180201
DELAFIELD, WI 53018","","DELAFIELD","Waukesha"
"MAZOMANIE MHP","","","","85","Ground water","UNKNOWN
PO BOX 457
CEDAREDGE, CO 81413","","MAZOMANIE","Dane"
"MAZOMANIE WATERWORKS","","","","1,578","Ground water","133 CRESCENT ST
PO BOX 26
MAZOMANIE, WI 53560-0026","","MAZOMANIE","Dane"
"MBE CPAS","","","","61","Ground water","10890 PENNY LN
BARABOO, WI 53913","","BARABOO","Sauk"
"MC ZS BREW PUB","","","","30","Ground water","P.O. BOX 113
ROSHOLT, WI 54473","","ROSHOLT","Portage"
"MCB BAR & GRILL","","","","25","Ground water","9141 ST HWY 27
CADOTT, WI 54727","","CADOTT","Chippewa"
"MCCAIN FOODS  USA","","","","800","Ground water","MARC KILFOIL - PLANT MGR
10973 HWY 54 EAST
WISCONSIN RAPIDS, WI 54494","","WISCONSIN RAPIDS","Portage"
"MCCARTNEY CORNERS","","","","52","Ground water","8193 HWY N
CASSVILLE, WI 53806","","CASSVILLE","Grant"
"MCCASLIN MOUNTAIN CMPGD HILL","","","","25","Ground water","W15720 CTH F
ATHELSTANE, WI 54104","","SILVER CLIFF  TN","Marinette"
"MCCASLIN MOUNTAIN CMPGD SITE 209","","","","25","Ground water","W15720 CTH F
ATHELSTANE, WI 54104","","SILVER CLIFF TN","Marinette"
"MCCASLIN MOUNTAIN CMPGD SITE 28","","","","25","Ground water","W15720 CTH F
ATHELSTANE, WI 54104","","SILVER CLIFF TN","Marinette"
"MCCASLIN MOUNTAIN CMPGD TENT","","","","25","Ground water","W15720 CTH F
ATHELSTANE, WI 54104","","SILVER CLIFF TN","Marinette"
"MCCAUSLIN BROOK GOLF COURSE BACK 9","","","","25","Ground water","17067 Club House Rd
Lakewood, WI 54138","","LAKEWOOD TN","Oconto"
"MCCAUSLIN BROOK GOLF COURSE FRONT 9","","","","25","Ground water","17067 Club House Rd
Lakewood, WI 54138","","LAKEWOOD TN","Oconto"
"MCCORMICKS BAR & GRILL","","","","52","Ground water","16463 STORE RD
SOLDIERS GROVE, WI 54655","","SOLDIERS GROVE","Crawford"
"MCCOY PARK","","","","25","Ground water","2000 N. CALHOUN ROAD
BROOKFIELD, WI 53005","","BROOKFIELD","Waukesha"
"MCDONALDS BP ABRAMS","","","","25","Ground water","Kilian Mgt Services
1722 CLARENCE CT
West Bend, WI 53095","","ABRAMS TN","Oconto"
"MCDONALDS MEQUON","","","","1,524","Ground water","N3250 CTY HWY J
POYNETTE, WI 53955","","MEQUON","Ozaukee"
"MCDONALDS MILW ST","","","","1,940","Ground water","N3250 CTY HWY J
POYNETTE, WI 53955","","MADISON","Dane"
"MCDONALDS NEWVILLE","","","","1,085","Ground water","MCDONALDS USA LLC
711 JORIE BLVD, THIRD FLOOR
OAK BROOK, IL 60523","","EDGERTON","Rock"
"MCDONALDS RESTAURANT","","","","200","Ground water","2700 National Dr
Onalaska, WI 54650","","EAU CLAIRE","Eau Claire"
"MCDONALDS RESTAURANT POYNETTE","","","","845","Ground water","N3250 CTY HWY J
POYNETTE, WI 53955","","POYNETTE","Columbia"
"MCDONALDS VERNON","","","","1,250","Ground water","W225S4885 GUTHRIE RD
WAUKESHA, WI 53189","","BIG BEND","Waukesha"
"MCDONALDS WESTFIELD","","","","1,040","Ground water","2700 NATIONAL DR
STE 100
ONALASKA, WI 54650","","WESTFIELD","Marquette"
"MCFARLAND WATERWORKS","","","","8,527","Ground water","5115 TERMINAL DR
MCFARLAND, WI 53558","","MC FARLAND","Dane"
"MCGANNS CAFE AND WINE BAR","","","","25","Ground water","P.O. BOX 282
BOULDER JUNCTION, WI 54512","","BOULDER JUNCTION","Vilas"
"MCGAW PARK","","","","60","Ground water","5520 Lacy Rd
Fitchburg, WI 53711-5318","","FITCHBURG","Dane"
"MCGREGORS BLINK BONNIE SUPPER CLB INC","","","","50","Ground water","8997 Hwy 70 E
P O Box 9
ST GERMAIN, WI 54558-0009","","ST GERMAIN","Vilas"
"MCKAY CENTER","","","","250","Ground water","333 EAST CAMPUS MALL-BOX 8104
MADISON, WI 53715","","MADISON","Dane"
"MCKAY NURSERY - CORPORATE HDQTRS","","","","55","Ground water","750 S MONROE ST
PO BOX 185
WATERLOO, WI 53594","","WATERLOO","Jefferson"
"MCKAY NURSERY CAMP 573 - VEITH DORMS","","","","50","Ground water","750 S MONROE ST
PO BOX 185
WATERLOO, WI 53594","","WATERLOO","Jefferson"
"MCKENZIE LANDING","","","","25","Ground water","1350 CNTY RD E
Spooner, WI 54801","","SPOONER","Burnett"
"MCNABB & RISLEY","","","","36","Ground water","215 N MAIN ST
THIENSVILLE, WI 53092-1617","","THIENSVILLE","Ozaukee"
"MCNAMARAS PUB","","","","25","Ground water","14633 SE MAIL ROAD
GORDON, WI 54838","","WASCOTT","Douglas"
"MCS SPORTS BAR & GRILL","","","","106","Ground water","11050 CTY V
GLEN HAVEN, WI 53810","","GLEN HAVEN","Grant"
"MCSWEETS IRISH PUB","","","","60","Ground water","MCSWEETS IRISH PUB
N6600 RIVERVIEW DR
BLACK RIVER FALLS, WI 54758","","BLACK RIVER FALLS","Jackson"
"ME & MOMS","","","","25","Ground water","8213 Hwy 186
Arpin, WI 54410","","ARPIN","Wood"
"MEADOW RIDGE POOL","","","","30","Ground water","8385 MAPLE VALLEY RD
FISH CREEK, WI 54212","","EGG HARBOR","Door"
"MEADOWBROOK COUNTRY CLUB GOLF COURSE BUBBLER","","","","150","Ground water","2149 N GREEN BAY ROAD
RACINE, WI 53405","","RACINE","Racine"
"MEADOWBROOK COUNTRY CLUB MAINTENANCE SHED","","","","166","Ground water","2149 N GREEN BAY ROAD
RACINE, WI 53405","","RACINE","Racine"
"MEADOWBROOK MOBILE HOME PARK","","","","39","Ground water","5678 FISK AVE
OSHKOSH, WI 54904","","WESTFIELD","Marquette"
"MEADOWS CONDOMINIUMS ASSOC LTD","","","","50","Ground water","PO BOX 320033
FRANKLIN, WI 53132","","FRANKLIN","Milwaukee"
"MEADOWS FAMILY RESTAURANT","","","","63","Ground water","P O BOX 213
Franksville, WI 53126","","FRANKSVILLE","Racine"
"MEADOWS OF THE GROVE","","","","66","Ground water","12775 MEADOW DR
ELM GROVE, WI 53122-2625","","ELM GROVE","Waukesha"
"MEADOWVIEW SCHOOL","","","","75","Ground water","641 E FOREST ST
OCONOMOWOC, WI 53066-1197","","OCONOMOWOC","Waukesha"
"MEADOWVIEW VILLAGE APTS","","","","46","Ground water","224 N 6TH ST
LACROSSE, WI 54601","","TWIN LAKES","Kenosha"
"MECAN RIVER INN","","","","25","Ground water","N1264 CTH B
Coloma, WI 54930","","COLOMA","Waushara"
"MECAN RIVER OUTFITTERS & LODGE","","","","105","Ground water","W720 STH 23 E
Princeton, WI 54968","","PRINCETON","Marquette"
"MEDFORD MHP LLC","","","","48","Ground water","PO BOX 128
MARSHFIELD, WI 54449","","MEDFORD","Taylor"
"MEDFORD SCHOOL SOFTBALL FIELD WELL","","","","25","Ground water","ATTN: ANN FLEEGEL
124 WEST STATE STREET
MEDFORD, WI 54451","","MEDFORD","Taylor"
"MEDFORD WATERWORKS","","","","4,318","Ground water","639 S 2ND ST
MEDFORD, WI 54451-2058","","MEDFORD","Taylor"
"MEE KWON PARK BARN","","","","25","Ground water","121 W MAIN STREET
PORT WASHINGTON, WI 53074","","MEQUON","Ozaukee"
"MEE KWON PARK CLUBHOUSE","","","","154","Ground water","121 W MAIN STREET
PORT WASHINGTON, WI 53074","","MEQUON","Ozaukee"
"MEGA HOLIDAY / BURGER KING","","","","100","Ground water","PO BOX 3155
Eau Claire, WI 54702","","EAU CLAIRE","Eau Claire"
"MEINEKE CAR CARE CENTER","","","","46","Ground water","4008 MILWAUKEE ST
MADISON, WI 53714","","MADISON","Dane"
"MEISTERS CEDAR LAKE","","","","75","Ground water","1176 CTH H
New Richmond, WI 54017-9802","","NEW RICHMOND","St. Croix"
"MEISTERS PLACE BAR & GRILL","","","","25","Ground water","1402 CTH A
New Richmond, WI 54017","","NEW RICHMOND","St. Croix"
"MELLEN COUNTRY CLUB","","","","25","Ground water","BOX 618 HWY 13 & CTH C
Mellen, WI 54846","","MELLEN","Ashland"
"MELLEN WATER UTILITY","","","","731","Ground water","c/o Mellen City Hall
102 East Bennett Ave
Mellen, WI 54546","","MELLEN","Ashland"
"MELNIK UN PRESBYTERIAN CH","","","","25","Ground water","12320 Melnik Rd
Whitelaw, WI 54247","","WHITELAW","Manitowoc"
"MELODY MILL","","","","25","Ground water","PO BOX 44
ANIWA, WI 54408","","ANIWA","Shawano"
"MELODY PARK CAMPGROUND CAMP WELL","","","","152","Ground water","2154 Lake Shore Drive
Twin Lakes, WI 53181","","TWIN LAKES","Kenosha"
"MELODY PARK CAMPGROUND POOL WELL","","","","156","Ground water","2154 Lake Shore Drive
Twin Lakes, WI 53181","","TWIN LAKES","Kenosha"
"MELROSE MINDORO UNITED CAMPUS","","","","220","Ground water","N181 STATE RD 108
MELROSE, WI 54642","","MELROSE","Jackson"
"MELROSE MINDORO VOCATIONAL SCHOOL","","","","200","Ground water","N181 STATE RD 108
MELROSE, WI 54642","","MELROSE","Jackson"
"MELROSE WATERWORKS","","","","524","Ground water","112 NORTH WASHINGTON ST
PO BOX 117
Melrose, WI 54642","","MELROSE","Jackson"
"MELS MICRO BREWERY","","","","77","Ground water","21733 HWY 14
RICHLAND CENTER, WI 53581","","RICHLAND CENTER","Richland"
"MEMORIES","","","","50","Ground water","1077 LAKE DR
PORT WASHINGTON, WI 53074","","PORT WASHINGTON","Ozaukee"
"MENARDS DIST CENTER NORTH","","","","100","Ground water","4777 Menard Dr
Eau Claire, WI 54703-9802","","EAU CLAIRE","Eau Claire"
"MENARDS DISTRIBUTION CENTER OFFICE","","","","200","Ground water","4777 Menard Dr
Eau Claire, WI 54703-9802","","EAU CLAIRE","Eau Claire"
"MENARDS GENERAL OFFICE","","","","50","Ground water","4777 Menard Dr
Eau Claire, WI 54703-9802","","EAU CLAIRE","Eau Claire"
"MENARDS OLD MILL CENTER","","","","730","Ground water","4777 Menard Dr
Eau Claire, WI 54703-9802","","EAU CLAIRE","Eau Claire"
"MENASHA ELEC & WATER UTIL","","","","14,728","Surface water","321 MILWAUKEE ST
PO BOX 340
MENASHA, WI 54952-0340","","MENASHA","Winnebago"
"MENDOTA MENTAL HEALTH INST","","","","2,787","Ground water","301 TROY DR
MADISON, WI 53704","","MADISON","Dane"
"MENOMONEE FALLS WW - GROUNDWATER","","","","1,796","Ground water","W156 N8480 PILGRIM RD
MENOMONEE FALLS, WI 53051","","MENOMONEE FALLS","Waukesha"
"MENOMONEE FALLS WW - SURFACE WATER","","","","23,867","Surface water purchased","W156 N8480 PILGRIM RD
MENOMONEE FALLS, WI 53051","","MENOMONEE FALLS","Waukesha"
"MENOMONEE PARK 2 BEACH HOUSE","","","","100","Ground water","515 W MORELAND BLV
RM AC 230
WAUKESHA, WI 53188","","MENOMONEE FALLS","Waukesha"
"MENOMONEE PARK 3 FAMILY CAMP GROUND","","","","300","Ground water","515 W MORELAND BLV
RM AC 230
WAUKESHA, WI 53188","","MENOMONEE FALLS","Waukesha"
"MENOMONEE PARK 4 CAMP POW WOW","","","","50","Ground water","515 W MORELAND BLV
RM AC 230
WAUKESHA, WI 53188","","MENOMONEE FALLS","Waukesha"
"MENOMONEE PARK NEW OFFICE BLDG","","","","202","Ground water","515 W MORELAND BLVD - RM AC230
WAUKESHA, WI 53188","","MENOMONEE FALLS","Waukesha"
"MENOMONEE PARK PICNIC SHELTER 1","","","","25","Ground water","515 W MORELAND BLVD - RM AC230
WAUKESHA, WI 53188","","MENOMONEE FALLS","Waukesha"
"MENOMONEE PARK PICNIC SHELTER 2 & 3","","","","25","Ground water","515 W MORELAND BLVD - RM AC230
WAUKESHA, WI 53188","","MENOMONEE FALLS","Waukesha"
"MENOMONEE RIVER PARKWAY COMFORT HOUSE","","","","30","Ground water","1150 N 68TH ST
WAUWATOSA, WI 53213","","MILWAUKEE","Milwaukee"
"MENOMONIE WATERWORKS","","","","15,950","Ground water","CITY CLERK- CALLY LAUERSDORF
800 Wilson Ave
Menomonie, WI 54751-2795","","MENOMONIE","Dunn"
"MEQUON COLONY ESTATES","","","","75","Ground water","12925 N COLONY DRIVE
MEQUON, WI 53097-2303","","MEQUON","Ozaukee"
"MEQUON MARKETPLACE WELLS FARGO","","","","46","Ground water","11350 N PORT WASHINGTON ROAD
MEQUON, WI 53092","","MEQUON","Ozaukee"
"MEQUON MONTESSORI","","","","43","Ground water","2505 WEST MEQUON ROAD
MEQUON, WI 53092","","MEQUON","Ozaukee"
"MEQUON NATURE PRESERVE","","","","29","Ground water","11333 N CEDARBURG RD 60W
MEQUON, WI 53092","","MEQUON","Ozaukee"
"MEQUON OFFICE COMPLEX 11514 BLDG","","","","100","Ground water","1025 W GLEN OAKS LN STE 202
MEQUON, WI 53092-3363","","MEQUON","Ozaukee"
"MEQUON OFFICE COMPLEX 11516 BLDG","","","","100","Ground water","1025 W GLEN OAKS LN STE 202
MEQUON, WI 53092-3363","","MEQUON","Ozaukee"
"MEQUON ON THE SQUARE CONDOMINIUM OWNERS ASSOCIATION INC","","","","110","Ground water","7521 W MEQUON SQUARE DR
MEQUON, WI 53092","","MEQUON","Ozaukee"
"MEQUON PARC APARTMENTS LLC","","","","60","Ground water","PO BOX 526
MEQUON, WI 53092-0526","","MEQUON","Ozaukee"
"MEQUON ROTARY PARK","","","","25","Ground water","11333 CEDARBURG ROAD
MEQUON, WI 53092","","MEQUON","Ozaukee"
