"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"DISCOUNT II PLUS DELI","","","","100","Ground water","88 LEROY RD
WILLISTON, VT 05495","","ALBANY","Carroll"
"DOCKHAM SHORES ESTATES","","","","152","Ground water","PO BOX 389
MOULTONBOROUGH, NH 03254","","GILFORD","Belknap"
"DODGES STORE","","","","50","Ground water","94 FOXBERRY DR
NEW BOSTON, NH 03070","","NEW BOSTON","Hillsborough"
"DOLLAR GENERAL STORE 13234","","","","100","Ground water","PO BOX 7244
GILFORD, NH 03249","","TILTON","Belknap"
"DOLLAR GENERAL STORE 14968","","","","100","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","MOULTONBOROUGH","Carroll"
"DOLLAR GENERAL STORE 15394","","","","100","Ground water","PO BOX 7244
GILFORD, NH 03249","","TAMWORTH","Carroll"
"DOLLAR GENERAL STORE 16444","","","","100","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","BARNSTEAD","Belknap"
"DOLLAR GENERAL STORE 16772","","","","50","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","CANAAN","Grafton"
"DOLLAR GENERAL STORE 17058","","","","100","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","ALTON","Belknap"
"DOLLAR GENERAL STORE 17171","","","","150","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","NEW IPSWICH","Hillsborough"
"DOLLAR GENERAL STORE 17389","","","","100","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","HENNIKER","Merrimack"
"DOLLAR GENERAL STORE 17668","","","","50","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","TROY","Cheshire"
"DOLLAR GENERAL STORE 18270","","","","75","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","BENNINGTON","Hillsborough"
"DOLLAR GENERAL STORE 18748","","","","100","Ground water","PO BOX 7244
GILFORD, NH 03249","","LOUDON","Merrimack"
"DOLLAR GENERAL STORE 19482","","","","35","Ground water","100 MISSION RIDGE
GOODLETTSVILLE, TN 37072","","WENTWORTH","Grafton"
"DOLLY COPP CAMPGROUND","","","","600","Ground water","105 FLETCHER FARM RD
ALEXANDRIA, NH 03222","","MARTINS LOCATION","Coos"
"DOLLY COPP PICNIC AREA","","","","35","Ground water","ANDROSCOGGIN DIST
300 GLEN RD
GORHAM, NH 03581","","MARTINS LOCATION","Coos"
"DOMINICKS PIZZA PASTA/THINGS","","","","75","Ground water","58 POINTE TRINITY DR
STRAFFORD, NH 03884","","CHICHESTER","Merrimack"
"DOVER WATER DEPT","","","","28,000","Ground water","COMMUNITY SERVICES DEPARTMENT
288 CENTRAL AVE
DOVER, NH 03820","","DOVER","Strafford"
"DOWDS COUNTRY INN","","","","199","Ground water","PO BOX 58
LYME, NH 03768","","LYME","Grafton"
"DR BRENNER/52 HIGH ST","","","","55","Ground water","52 HIGH ST
NEW BOSTON, NH 03070","","NEW BOSTON","Hillsborough"
"DREW WOODS","","","","1,400","Surface water purchased","PO BOX 1947
MERRIMACK, NH 03054","","DERRY","Rockingham"
"DREWSVILLE CARRIAGE HOUSE","","","","31","Ground water","27 BROOK ST
KEENE, NH 03431","","WALPOLE","Cheshire"
"DUBLIN CHRISTIAN ACADEMY","","","","155","Ground water","106 PAGE RD
DUBLIN, NH 03444","","DUBLIN","Cheshire"
"DUBLIN CONSOLIDATED SCH","","","","80","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","DUBLIN","Cheshire"
"DUBLIN GENERAL STORE","","","","50","Ground water","1257 MAIN ST
DUBLIN, NH 03444","","DUBLIN","Cheshire"
"DUBLIN LAKE CLUB","","","","25","Ground water","PO BOX 291
DUBLIN, NH 03444","","DUBLIN","Cheshire"
"DUBLIN SCHOOL","","","","215","Ground water","PO BOX 522
DUBLIN, NH 03444","","DUBLIN","Cheshire"
"DUBLIN VILLAGE PARK","","","","44","Ground water","PO BOX 68
DUBLIN, NH 03444","","DUBLIN","Cheshire"
"DUCKS ON THE POND REALTY","","","","25","Ground water","80 RTE 125
KINGSTON, NH 03848","","KINGSTON","Rockingham"
"DUKES STATE LINE STORE","","","","40","Ground water","85 S MAIN ST
NEWTON, NH 03858","","NEWTON","Rockingham"
"DUNBAR PROPERTIES","","","","40","Ground water","6 MORGAN ST
BELLOWS FALLS, VT 05101","","RINDGE","Cheshire"
"DUNBARTON ELEMENTARY SCH","","","","245","Ground water","20 ROBERT ROGERS RD
DUNBARTON, NH 03045","","DUNBARTON","Merrimack"
"DUNBARTON FAMILY DENTAL CARE","","","","25","Ground water","345 VILLAGE ST
PENACOOK, NH 03303","","DUNBARTON","Merrimack"
"DUNKIN DONUTS","","","","700","Ground water","3 PLUFF AVE
NORTH READING, MA 01864","","DERRY","Rockingham"
"DUNKIN DONUTS","","","","600","Ground water","384 TENNY MTN HWY
PLYMOUTH, NH 03264","","TILTON","Belknap"
"DUNKIN DONUTS","","","","25","Ground water","552 ADAMS ST
MILTON, MA 02186","","TAMWORTH","Carroll"
"DUNKIN DONUTS","","","","100","Ground water","PO BOX 367
MERRIMACK, NH 03054","","BROOKLINE","Hillsborough"
"DUNKIN DONUTS","","","","700","Ground water","384 TENNEY MTN HWY
PLYMOUTH, NH 03264","","PLYMOUTH","Grafton"
"DUNKIN DONUTS","","","","600","Ground water","280 MERRIMACK ST
METHUEN, MA 01844","","PITTSFIELD","Merrimack"
"DUNKIN DONUTS","","","","200","Ground water","15 SOUTH BROADWAY
SALEM, NH 03079","","ATKINSON","Rockingham"
"DUNKIN DONUTS","","","","500","Ground water","214 RTE 106S
LOUDON, NH 03307","","LOUDON","Merrimack"
"DUNKIN DONUTS","","","","250","Ground water","369 LAFAYETTE RD
HAMPTON, NH 03842","","NEWFIELDS","Rockingham"
"DUNKIN DONUTS","","","","450","Ground water","PO BOX 930
HOLLIS, NH 03049","","HOLLIS","Hillsborough"
"DUNKIN DONUTS","","","","250","Ground water","32 GRANITE VALLEY
HOPKINTON, NH 03229","","HENNIKER","Merrimack"
"DUNKIN DONUTS","","","","999","Ground water","780 PORTSMOUTH AVE
GREENLAND, NH 03870","","EPPING","Rockingham"
"DUNKIN DONUTS /PC 346676","","","","200","Ground water","1000 OSGOOD ST
NORTH ANDOVER, MA 01845","","WINDHAM","Rockingham"
"DUNKIN DONUTS /PC 350662","","","","150","Ground water","280 MERRIMACK ST
METHUEN, MA 01844","","WINDHAM","Rockingham"
"DUNKIN DONUTS MILFORD","","","","950","Ground water","146 EDDY RD
MANCHESTER, NH 03102","","MILFORD","Hillsborough"
"DUNKIN DONUTS PLAZA","","","","999","Ground water","DBA PLAISTOW DONUTS LLC
1000 OSGOOD ST
N ANDOVER, MA 01845","","PLAISTOW","Rockingham"
"DUNKIN DONUTS/BASKIN ROBBINS","","","","775","Ground water","123 BRIDGE ST
PELHAM, NH 03076","","PELHAM","Hillsborough"
"DUNKIN DONUTS/LEE MOBIL","","","","560","Ground water","18 CHENEL DR
CONCORD, NH 03301","","LEE","Strafford"
"DUNKIN DONUTS/NEW HAMPTON","","","","150","Ground water","BOBCO NEW HAMPTON LLC
55 RTE 25
MEREDITH, NH 03253","","NEW HAMPTON","Belknap"
"DURHAM EVANGELICAL CHURCH","","","","75","Ground water","114 DOVER RD
DURHAM, NH 03824","","DURHAM","Strafford"
"DURHAM PUBLIC WORKS","","","","43","Ground water","100 STONE QUARRY DR
DURHAM, NH 03824","","DURHAM","Strafford"
"DUSTIN HOMESTEAD","","","","150","Ground water","29 DUSTIN HOMESTEAD
ROCHESTER, NH 03867","","ROCHESTER","Strafford"
"DUSTON COUNTRY CLUB","","","","40","Ground water","40 COUNTRY CLUB RD
HOPKINTON, NH 03229","","HOPKINTON","Merrimack"
"DYNAMIC FOUNDATION FOR CHLDREN","","","","60","Ground water","PO BOX 700
PELHAM, NH 03076","","PELHAM","Hillsborough"
"E DERRY MEMORIAL ELEM SCH","","","","488","Ground water","18 S MAIN ST
DERRY, NH 03038","","DERRY","Rockingham"
"E KINGSTON ELEMENTARY SCH","","","","197","Ground water","5 ANDREWS LN
E KINGSTON, NH 03827","","EAST KINGSTON","Rockingham"
"EAGLE BROOK","","","","65","Ground water","PO BOX 531
JACKSON, NH 03846","","JACKSON","Carroll"
"EAGLE MOUNTAIN HOUSE","","","","125","Ground water","PO BOX 804
JACKSON, NH 03846","","JACKSON","Carroll"
"EAGLE RIDGE RESORT","","","","270","Ground water","C/O EG CHANDLER INC
PO BOX 646
GLEN, NH 03838","","BARTLETT","Carroll"
"EAGLES REST MHP","","","","138","Ground water","57 EAGLES WAY
ALTON, NH 03809","","ALTON","Belknap"
"EARLY CHILDHOOD LEARNING CTR","","","","179","Ground water","572 CALEF HWY
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"EARLY START LEARNING ACADEMY","","","","79","Ground water","141 KIMBALL HILL RD
HUDSON, NH 03051","","HUDSON","Hillsborough"
"EAST BLUFF HIGHLANDS CONDOS","","","","48","Ground water","5 EAST BLUFF HIGHLANDS
MEREDITH, NH 03253","","MEREDITH","Belknap"
"EAST KINGSTON PUBLIC LIBRARY","","","","50","Ground water","47 MAPLEVALE RD
EAST KINGSTON, NH 03827","","EAST KINGSTON","Rockingham"
"EAST OF SUEZ RESTAURANT","","","","50","Ground water","775 S MAIN ST
WOLFEBORO, NH 03894","","WOLFEBORO","Carroll"
"EAST PINE POINT WATER","","","","50","Ground water","531 HOOKSETT RD
AUBURN, NH 03032","","NORTHWOOD","Rockingham"
"EASTBLUFF VILLAGE CONDOS","","","","48","Ground water","74 BENNETT ST
HUDSON, MA 01749","","MEREDITH","Belknap"
"EASTER SEALS YOUTH RESDNCE SVS","","","","48","Ground water","525 PROSPECT ST
PO BOX 311
LANCASTER, NH 03584","","LANCASTER","Coos"
"EASTERN PROPANE AND OIL","","","","37","Ground water","5 WEST RD
PO BOX 38
HUDSON, NH 03051","","HUDSON","Hillsborough"
"EASTERN SLOPE CAMPING AREA","","","","780","Ground water","584 WHITE MTN HWY /RTE 16
PO BOX 1127
CONWAY, NH 03818","","CONWAY","Carroll"
"EASTFIELD CROSSING","","","","113","Ground water","20 BARDEN CIR
SWANZEY, NH 03446","","SWANZEY","Cheshire"
"EASTGATE PARK","","","","40","Ground water","PO BOX 625
BELMONT, NH 03220","","BELMONT","Belknap"
"EATON VILLAGE STORE","","","","25","Ground water","PO BOX 246
EATON, NH 03832","","EATON","Carroll"
"ECHO LAKE STATE PARK","","","","150","Ground water","PO BOX 41
WEST OSSIPEE, NH 03890","","CONWAY","Carroll"
"ECHO LAKE WOODS","","","","110","Ground water","PO BOX 389
MOULTONBOROUGH, NH 03254","","CONWAY","Carroll"
"ECONO LODGE","","","","75","Ground water","2365 WHITE MOUNTAIN HWY
WEST OSSIPEE, NH 03890","","OSSIPEE","Carroll"
"ECONO LODGE/WINNI GRILLE","","","","312","Ground water","650 LACONIA RD
TILTON, NH 03276","","TILTON","Belknap"
"EDGE O LAKE VILLAGE","","","","105","Ground water","383 HOWE ST
METHUEN, MA 01844","","TUFTONBORO","Carroll"
"EDGE OF WOODS","","","","123","Ground water","344 OLD LAKESHORE RD  UT 27
GILFORD, NH 03249","","GILFORD","Belknap"
"EDGE OF WOODS CAMPGROUND","","","","50","Ground water","366 OLD LAKE SHORE RD
GILFORD, NH 03249","","GILFORD","Belknap"
"EDWARD C GARVEY REC BLDG","","","","200","Ground water","PO BOX 1756
SANDOWN, NH 03873","","SANDOWN","Rockingham"
"EDWARD MACDOWELL PARK","","","","25","Ground water","2097 MAPLE ST
HOPKINTON, NH 03229","","PETERBOROUGH","Hillsborough"
"EFFINGHAM ELEMENTARY SCH","","","","128","Ground water","PO BOX 190
WOLFEBORO FALLS, NH 03896","","EFFINGHAM","Carroll"
"EL MARIACHI","","","","25","Ground water","PO BOX 728
LINCOLN, NH 03251","","MOULTONBOROUGH","Carroll"
"ELLACOYA STATE PARK","","","","250","Ground water","PO BOX 41
WEST OSSIPEE, NH 03890","","GILFORD","Belknap"
"ELLIS RIVER VILLAGE","","","","35","Ground water","PO BOX 315
NORTH CONWAY, NH 03860","","JACKSON","Carroll"
"ELLIS SCHOOL","","","","460","Ground water","432 MAIN ST
FREMONT, NH 03044","","FREMONT","Rockingham"
"ELLISON FARM APTS","","","","45","Ground water","39 FREETOWN RD  UT 1
RAYMOND, NH 03077","","BARRINGTON","Strafford"
"ELM BROOK PARK","","","","500","Ground water","HOPKINTON LAKE
2097 MAPLE ST
CONTOOCOOK, NH 03229","","HOPKINTON","Merrimack"
"ELM BROOK VILLAGE","","","","90","Ground water","135 TUCKER DR
CONTOOCOOK, NH 03229","","HOPKINTON","Merrimack"
"EMERALD ACRES","","","","250","Ground water","104 EMERALD DR
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"EMERALD LAKE","","","","1,300","Ground water","PO BOX 68
HENNIKER, NH 03242","","HILLSBOROUGH","Hillsborough"
"EMMAS 321 PUB AND KITCHEN","","","","50","Ground water","PO BOX 802
RINDGE, NH 03461","","RINDGE","Cheshire"
"ENCHANTED BAKERY AND CAFE","","","","50","Ground water","436 RTE 63
WESTMORELAND, NH 03467","","CHESTERFIELD","Cheshire"
"ENFIELD WATER DEPT","","","","1,345","Ground water","PO BOX 373
ENFIELD, NH 03748","","ENFIELD","Grafton"
"ENGEN II","","","","100","Ground water","22 MANCHESTER RD UT 2
DERRY, NH 03038","","WINDHAM","Rockingham"
"ENGLISH WOODS","","","","50","Ground water","PO BOX 1947
MERRIMACK, NH 03054","","BEDFORD","Hillsborough"
"EPPING MOBIL","","","","30","Ground water","88 LEROY RD
WILLISTON, VT 05495","","EPPING","Rockingham"
"EPPING WATER AND SEWER DEPT","","","","1,240","Ground water","WATER AND SEWER DEPT
157 MAIN ST
EPPING, NH 03042","","EPPING","Rockingham"
"EPSOM CIRCLE MARKET","","","","100","Ground water","1921 DOVER RD
EPSOM, NH 03234","","EPSOM","Merrimack"
"EPSOM HEALTHCARE CTR","","","","226","Ground water","901 SUNCOOK VALLEY HWY
EPSOM, NH 03234","","EPSOM","Merrimack"
"EPSOM MEDICAL CENTER","","","","25","Ground water","11 COURT ST STE 100
EXETER, NH 03833","","EPSOM","Merrimack"
"EPSOM SHOPPES","","","","25","Ground water","PO BOX 2456
TEATICKET, MA 02536","","EPSOM","Merrimack"
"EPSOM VALLEY CAMPGROUND","","","","150","Ground water","990 SUNCOOK VALLEY HWY
EPSOM, NH 03234","","EPSOM","Merrimack"
"EPSOM VILLAGE DIST","","","","750","Ground water","PO BOX 5
EPSOM, NH 03234","","EPSOM","Merrimack"
"ERROL WATER WORKS/WEST","","","","183","Ground water","ERROL WATER WORKS
PO BOX 100
ERROL, NH 03579","","ERROL","Coos"
"ETHAN ALLEN PLAZA","","","","32","Ground water","10 INDUSTRIAL WAY
AMESBURY, MA 01913","","PLAISTOW","Rockingham"
"ETNA GENERAL STORE","","","","70","Ground water","72 ETNA RD
PO BOX 192
ETNA, NH 03750","","HANOVER","Grafton"
"EVANS EXPRESSMART","","","","100","Ground water","PO BOX 246
LEBANON, NH 03766","","WARNER","Merrimack"
"EVANS MOTOR FUELS","","","","50","Ground water","PO BOX 246
LEBANON, NH 03766","","ENFIELD","Grafton"
"EVANS TRAILER PARK","","","","50","Ground water","11 COURT ST  STE 100
EXETER, NH 03833","","EPPING","Rockingham"
"EVERGREEN DRIVE WATER","","","","80","Ground water","95 QUAKER ST
WEARE, NH 03281","","BOW","Merrimack"
"EVERGREEN MOTEL","","","","45","Ground water","537 PRESIDENTIAL HWY
JEFFERSON, NH 03583","","JEFFERSON","Coos"
"EVERGREEN SPORTS CENTER","","","","50","Ground water","2572 RTE 302
LISBON, NH 03585","","LISBON","Grafton"
"EVERGREEN TERRACE","","","","45","Ground water","17 CANAAN RD
STRAFFORD, NH 03884","","LEE","Strafford"
"EVERSOURCE ENERGY BEDFORD AWC","","","","30","Ground water","735 EAST INDUSTRIAL PARK DR
MANCHESTER, NH 03109","","BEDFORD","Hillsborough"
"EVERSOURCE ENERGY TILTON AWC","","","","52","Ground water","735 EAST INDUSTRIAL PARK DR
MANCHESTER, NH 03109","","TILTON","Belknap"
"EXETER ELMS CAMPGROUND","","","","300","Ground water","190 COURT ST
EXETER, NH 03833","","EXETER","Rockingham"
"EXETER HIGH SCH","","","","1,890","Ground water","30 LINDEN ST
EXETER, NH 03833","","EXETER","Rockingham"
"EXETER HIGHLANDS","","","","50","Ground water","1 OAK HILL LN
EXETER, NH 03833","","EXETER","Rockingham"
"EXETER RIVER MOBILE HOME PARK","","","","980","Ground water","8 LILAC ST
EXETER, NH 03833","","EXETER","Rockingham"
"EXETER SUBARU","","","","25","Ground water","37 PORTSMOUTH AVE
STRATHAM, NH 03885","","STRATHAM","Rockingham"
"EXETER UNITED METHODIST CHURCH","","","","50","Ground water","307 EPPING RD
EXETER, NH 03833","","EXETER","Rockingham"
"EXETER WATER DEPT","","","","12,200","Surface water","WATER/SEWER DEPT
13 NEWFIELDS RD
EXETER, NH 03833","","EXETER","Rockingham"
"EXIT 16 MOBIL","","","","500","Ground water","786 METHODIST HILL RD
ENFIELD, NH 03748","","ENFIELD","Grafton"
"EXIT 23 PLAZA","","","","225","Ground water","10 MEMORIAL BLVD  STE 101
PROVIDENCE, RI 02903","","NEW HAMPTON","Belknap"
"FAIRFIELD","","","","57","Ground water","54 SAWYER AVE
ATKINSON, NH 03811","","SANDOWN","Rockingham"
"FAIRHAVEN MOBILE HOME PARK","","","","63","Ground water","2005 MASS AVE
LUNENBURG, MA 01462","","MILFORD","Hillsborough"
"FAIRWAY MOTEL","","","","36","Ground water","344 ANDOVER RD
NEW LONDON, NH 03257","","NEW LONDON","Merrimack"
"FALL MOUNTAIN REGIONAL HS","","","","850","Ground water","FACILITIES DEPT
PO BOX 440
ALSTEAD, NH 03602","","LANGDON","Sullivan"
"FALL MOUNTAIN SHOPPING PLAZA","","","","80","Ground water","PO BOX 303
ALSTEAD, NH 03602","","ALSTEAD","Cheshire"
"FAMILY MEDICAL CENTER","","","","35","Ground water","12 ASPEN LN
BEDFORD, NH 03110","","BEDFORD","Hillsborough"
"FAR ECHO HARBOR","","","","213","Ground water","PO BOX 389
MOULTONBOROUGH, NH 03254","","MOULTONBOROUGH","Carroll"
"FARM DESIGN","","","","45","Ground water","PO BOX 1260
HOLLIS, NH 03049","","HOLLIS","Hillsborough"
"FARMERS KITCHEN","","","","130","Ground water","444 RTE 11
FARMINGTON, NH 03835","","FARMINGTON","Strafford"
"FARMINGTON WATER DEPT","","","","3,250","Ground water","356 MAIN ST
FARMINGTON, NH 03835","","FARMINGTON","Strafford"
"FEDEX FACILITY","","","","29","Ground water","6637 CASTLEBROOK WAY SW
OCEAN ISLE BEACH, NC 28469","","CHESTERFIELD","Cheshire"
"FELLOWSHIP BIBLE CHURCH","","","","200","Ground water","48 ROD AND GUN CLUB RD
PO BOX 339
CHESTER, NH 03036","","CHESTER","Rockingham"
"FELLS GATEHOUSE","","","","50","Ground water","PO BOX 276
NEWBURY, NH 03255","","NEWBURY","Merrimack"
"FELLS MAINHOUSE","","","","50","Ground water","PO BOX 276
NEWBURY, NH 03255","","NEWBURY","Merrimack"
"FERNDALE ACRES CAMPGROUND","","","","450","Ground water","PO BOX 6281
MANCHESTER, NH 03108","","LEE","Strafford"
"FIELD AND STREAM TRAVEL PARK","","","","60","Ground water","5 DUPAW GOULD RD
BROOKLINE, NH 03033","","BROOKLINE","Hillsborough"
"FIELDHOUSE SPORTS","","","","500","Ground water","12 TALLWOOD DR
BOW, NH 03304","","BOW","Merrimack"
"FIELDSTONE INDUSTRIAL PARK","","","","75","Ground water","106 WEST BROADWAY STE 3 C
DERRY, NH 03038","","PLAISTOW","Rockingham"
"FIRESIDE INN AND SUITES","","","","60","Ground water","17 HARRIS SHORE RD
GILFORD, NH 03249","","GILFORD","Belknap"
"FIRESIDE INN AND SUITES HOTEL ","","","","90","Ground water","17 HARRIS SHORE RD
GILFORD, NH 03249","","GILFORD","Belknap"
"FIRST CONGREGATIONAL CHURCH","","","","25","Ground water","581 HALL RD
BARRINGTON, NH 03825","","BARRINGTON","Strafford"
"FIRST CONGREGATIONAL CHURCH","","","","150","Ground water","81A MAIN ST
KINGSTON, NH 03848","","KINGSTON","Rockingham"
"FISHERFIELD TOWNHOUSES","","","","40","Ground water","1372 HANCOCK ST STE 301
QUINCY, MA 02169","","BRADFORD","Merrimack"
"FITZGERALD SAFETY COMPLEX","","","","70","Ground water","145 MAIN ST
PLAISTOW, NH 03865","","PLAISTOW","Rockingham"
"FITZWILLIAM INN","","","","100","Ground water","PO BOX 432
FITZWILLIAM, NH 03447","","FITZWILLIAM","Cheshire"
"FITZWILLIAM VILLAGE/LAUGHNER","","","","65","Ground water","PO BOX 12
FITZWILLIAM, NH 03447","","FITZWILLIAM","Cheshire"
"FITZWILLIAM VILLAGE/MASSIN","","","","53","Ground water","PO BOX 12
FITZWILLIAM, NH 03447","","FITZWILLIAM","Cheshire"
"FITZWILLIAM VILLAGE/PRIGGE","","","","43","Ground water","PO BOX 12
FITZWILLIAM, NH 03447","","FITZWILLIAM","Cheshire"
"FIVE INDUSTRIAL DR","","","","49","Ground water","PO BOX 1182
LONDONDERRY, NH 03053","","WINDHAM","Rockingham"
"FLAG HILL WINERY AND DISTILERY","","","","296","Ground water","297 N RIVER RD
LEE, NH 03861","","LEE","Strafford"
"FLEUR DE LIS CAMP","","","","146","Ground water","120 HOWEVILLE RD
FITZWILLIAM, NH 03447","","FITZWILLIAM","Cheshire"
"FLINTLOCK APTS","","","","30","Ground water","55 NELSON ST 2ND FL
MANCHESTER, NH 03103","","LOUDON","Merrimack"
"FNSP CANNON MTN PEABODY SLOPE","","","","1,000","Ground water","NH DIV OF PARKS AND RECREATION
260 TRAMWAY DR
FRANCONIA, NH 03580","","FRANCONIA","Grafton"
"FNSP LAFAYETTE PLACE CPGD","","","","275","Ground water","NH DIV OF PARKS AND RECREATION
260 TRAMWAY DR
FRANCONIA, NH 03580","","FRANCONIA","Grafton"
"FNSP THE FLUME","","","","1,000","Ground water","NH DIV OF PARKS AND RECREATION
260 TRAMWAY DR
FRANCONIA, NH 03580","","LINCOLN","Grafton"
"FNSP TRAM SUMMIT STATION","","","","1,000","Ground water","NH DIV OF PARKS AND RECREATION
172 PEMBROKE RD
CONCORD, NH 03301","","FRANCONIA","Grafton"
"FNSP TRAM VALLEY STATION","","","","900","Ground water","NH DIV OF PARKS AND RECREATION
260 TRAMWAY DR
FRANCONIA, NH 03580","","FRANCONIA","Grafton"
"FODYS TAVERN","","","","100","Ground water","PO BOX 634
WINDHAM, NH 03087","","DERRY","Rockingham"
"FOLLANSBEE INN","","","","35","Ground water","PO BOX 92
SUTTON, NH 03260","","SUTTON","Merrimack"
"FOODSTOP","","","","150","Ground water","89 MAIN ST STE 3
WEST LEBANON, NH 03784","","ANDOVER","Merrimack"
"FOOTHILLS FAMILY CAMPGROUND","","","","175","Ground water","111 WAKEFIELD RD
KENNEBUNK, ME 04043","","TAMWORTH","Carroll"
"FORBES HILL NOTCH VIEW RESORT","","","","36","Ground water","54 FORBES HILL RD
COLEBROOK, NH 03576","","COLEBROOK","Coos"
"FOREST EDGE","","","","118","Ground water","PO BOX 280
INTERVALE, NH 03845","","CONWAY","Carroll"
"FOREST GLEN CAMPGROUND","","","","250","Ground water","62 CALEF HWY
LEE, NH 03861","","LEE","Strafford"
"FOREST GLEN CONDOS","","","","70","Ground water","PO BOX 623
PLAISTOW, NH 03865","","PLAISTOW","Rockingham"
"FOREST GLEN RECREATION HALL","","","","200","Ground water","62 CALEF HWY
LEE, NH 03861","","LEE","Strafford"
"FOREST LAKE STATE PARK","","","","50","Ground water","435 RIVER RD
PITTSBURG, NH 03592","","DALTON","Coos"
"FOREST PARK VILLAGE","","","","45","Ground water","PO BOX 372
MADISON, NH 03849","","CONWAY","Carroll"
"FOREST VIEW ESTATES","","","","180","Ground water","160 EMERALD ST
KEENE, NH 03431","","SWANZEY","Cheshire"
"FORESTVIEW MANOR","","","","131","Ground water","153 PARADE RD
MEREDITH, NH 03253","","MEREDITH","Belknap"
"FOUR CORNERS FARM","","","","50","Ground water","195 ISAAC FRYE HWY
WILTON, NH 03083","","WILTON","Hillsborough"
"FOUR CORNERS GENERAL STORE","","","","100","Ground water","144 RTE 10
PIERMONT, NH 03779","","PIERMONT","Grafton"
