,NAME,state,place,PCT023003,PCT023001,% White
8594,"Hudson Falls village, New York",36,35980,7021,7281,0.964290619
8595,"Hunter village, New York",36,36167,470,502,0.93625498
8596,"Huntington CDP, New York",36,36233,16820,18046,0.932062507
8597,"Huntington Bay village, New York",36,37022,1373,1425,0.963508772
8598,"Huntington Station CDP, New York",36,37044,21130,33029,0.639740834
8599,"Hurley CDP, New York",36,37132,3247,3458,0.938982071
8600,"Hyde Park CDP, New York",36,37198,1760,1908,0.922431866
8601,"Ilion village, New York",36,37275,7731,8053,0.960014901
8602,"Irvington village, New York",36,37803,5595,6420,0.871495327
8603,"Interlaken village, New York",36,37528,573,602,0.951827243
8604,"Irondequoit CDP, New York",36,37737,44883,51692,0.86827749
8605,"Islandia village, New York",36,37840,2093,3335,0.627586207
8606,"Island Park village, New York",36,37847,3883,4655,0.834156821
8607,"Islip CDP, New York",36,37869,16151,18689,0.864198191
8608,"Islip Terrace CDP, New York",36,38022,4986,5389,0.925218037
8609,"Ithaca city, New York",36,38077,21172,30014,0.705404145
8610,"Jamesport CDP, New York",36,38253,1637,1710,0.957309942
8611,"Jeffersonville village, New York",36,38506,305,359,0.849582173
8612,"Inwood CDP, New York",36,37583,4702,9792,0.480187908
8613,"Jamestown city, New York",36,38264,27547,31146,0.884447441
8614,"Jamestown West CDP, New York",36,38275,2347,2408,0.974667774
8615,"Jefferson Heights CDP, New York",36,38451,1009,1094,0.922303473
8616,"Jefferson Valley-Yorktown CDP, New York",36,38500,12619,14142,0.892306604
8617,"East Bend town, North Carolina",37,19320,571,612,0.933006536
8618,"East Flat Rock CDP, North Carolina",37,19420,4026,4995,0.806006006
8619,"East Laurinburg town, North Carolina",37,19620,180,300,0.6
8620,"Eastover town, North Carolina",37,19740,2718,3628,0.749173098
8621,"City of Creede town, Colorado",8,14765,282,290,0.972413793
8622,"Clifton CDP, Colorado",8,15165,16784,19889,0.843883554
8623,"Coal Creek CDP, Colorado",8,15302,2296,2400,0.956666667
8624,"Coal Creek town, Colorado",8,15330,324,343,0.944606414
8625,"Coaldale CDP, Colorado",8,15440,242,255,0.949019608
8626,"Cokedale town, Colorado",8,15550,118,129,0.914728682
8627,"Collbran town, Colorado",8,15605,613,708,0.865819209
8628,"Columbine CDP, Colorado",8,16110,22466,24280,0.925288303
8629,"Colona CDP, Colorado",8,15825,30,30,1
8630,"Colorado City CDP, Colorado",8,15935,2036,2193,0.928408573
8631,"Colorado Springs city, Colorado",8,16000,328326,416427,0.788435908
8632,"Columbine Valley town, Colorado",8,16385,1197,1256,0.953025478
8633,"Comanche Creek CDP, Colorado",8,16465,337,369,0.913279133
8634,"Commerce City city, Colorado",8,16495,31704,45913,0.690523381
8635,"Golden Beach town, Florida",12,26250,899,919,0.978237214
8636,"Golden Gate CDP, Florida",12,26300,15821,23961,0.66028129
8637,"Golden Glades CDP, Florida",12,26375,6418,33145,0.193634032
8638,"Goldenrod CDP, Florida",12,26475,9340,12039,0.775811945
8639,"Graceville city, Florida",12,27000,1606,2278,0.70500439
8640,"Golf village, Florida",12,26550,251,252,0.996031746
8641,"Gonzalez CDP, Florida",12,26700,11133,13273,0.838770436
8642,"Goodland CDP, Florida",12,26775,264,267,0.988764045
8643,"Gotha CDP, Florida",12,26900,1500,1915,0.783289817
8644,"Goulding CDP, Florida",12,26925,1352,4102,0.329595319
8645,"Goulds CDP, Florida",12,26950,3949,10103,0.390873998
8646,"Grand Ridge town, Florida",12,27175,810,892,0.908071749
8647,"Grant-Valkaria town, Florida",12,27256,3518,3850,0.913766234
8648,"Greensboro town, Florida",12,27550,236,602,0.392026578
8649,"Greenacres city, Florida",12,27322,25166,37573,0.669789476
8650,"Greenbriar CDP, Florida",12,27360,2301,2502,0.919664269
8651,"Green Cove Springs city, Florida",12,27400,5170,6908,0.748407643
8652,"Greenville town, Florida",12,27575,223,843,0.264531435
8653,"Greenwood town, Florida",12,27600,457,686,0.666180758
8654,"Grenelefe CDP, Florida",12,27635,1504,1752,0.858447489
8655,"Gretna city, Florida",12,27650,67,1460,0.045890411
8656,"Grove City CDP, Florida",12,27775,1764,1804,0.977827051
8657,"Groveland city, Florida",12,27800,5730,8729,0.656432581
8658,"Gulf Stream town, Florida",12,28275,774,786,0.984732824
8659,"Gulf Breeze city, Florida",12,28000,5518,5763,0.95748742
8660,"Gulf Gate Estates CDP, Florida",12,28050,10172,10911,0.932270186
8661,"Gulfport city, Florida",12,28175,10356,12029,0.860919445
8662,"Gun Club Estates CDP, Florida",12,28305,622,776,0.801546392
8663,"Haines City city, Florida",12,28400,10969,20535,0.534161188
8664,"Hallandale Beach city, Florida",12,28452,27343,37113,0.736749926
8665,"Hampton city, Florida",12,28575,435,500,0.87
8666,"Harbor Bluffs CDP, Florida",12,28650,2756,2860,0.963636364
8667,"Harbour Heights CDP, Florida",12,28800,2691,2987,0.900903917
8668,"Havana town, Florida",12,29150,783,1754,0.44640821
8669,"Harlem Heights CDP, Florida",12,28937,791,1975,0.400506329
8670,"Harold CDP, Florida",12,29000,782,823,0.95018226
8671,"Hastings town, Florida",12,29100,279,580,0.481034483
8672,"Haverhill town, Florida",12,29200,1201,1873,0.641217298
8673,"Hawthorne city, Florida",12,29275,742,1417,0.523641496
8674,"Heathrow CDP, Florida",12,29320,4892,5896,0.829715061
8675,"Heritage Pines CDP, Florida",12,29385,2101,2136,0.983614232
8676,"Hernando CDP, Florida",12,29425,8583,9054,0.947978794
8677,"Highland Beach town, Florida",12,30200,3459,3539,0.977394744
8678,"Hernando Beach CDP, Florida",12,29437,2230,2299,0.969986951
8679,"Hialeah city, Florida",12,30000,208050,224669,0.926028958
8680,"Hialeah Gardens city, Florida",12,30025,20195,21744,0.928761957
8681,"Highland City CDP, Florida",12,30225,8778,10834,0.810227063
8682,"Highland Park village, Florida",12,30325,210,230,0.913043478
8683,"High Point CDP, Florida",12,30494,3564,3686,0.966901791
8684,"High Springs city, Florida",12,30525,4396,5350,0.821682243
8685,"Hillcrest Heights town, Florida",12,30700,244,254,0.960629921
8686,"Hillsboro Pines CDP, Florida",12,30858,419,446,0.939461883
8687,"Wakita town, Oklahoma",40,77950,323,344,0.938953488
8688,"Wapanucka town, Oklahoma",40,78300,332,438,0.757990868
8689,"Walters city, Oklahoma",40,78150,1989,2551,0.779694238
8690,"Wanette town, Oklahoma",40,78200,289,350,0.825714286
8691,"Wann town, Oklahoma",40,78250,87,125,0.696
8692,"Warner town, Oklahoma",40,78400,1093,1641,0.666057282
8693,"Warr Acres city, Oklahoma",40,78500,6751,10043,0.672209499
8694,"Warwick town, Oklahoma",40,78650,131,148,0.885135135
8695,"Washington town, Oklahoma",40,78700,528,618,0.854368932
8696,"Watonga city, Oklahoma",40,78950,3829,5111,0.74916846
8697,"Waurika city, Oklahoma",40,79250,1776,2064,0.860465116
8698,"Watts town, Oklahoma",40,79100,190,324,0.586419753
8699,"Wauhillau CDP, Oklahoma",40,79150,97,345,0.28115942
8700,"Waukomis town, Oklahoma",40,79200,1215,1286,0.944790047
8701,"Wayne town, Oklahoma",40,79300,541,688,0.786337209
8702,"Waynoka city, Oklahoma",40,79350,818,927,0.882416397
8703,"Weatherford city, Oklahoma",40,79450,8930,10833,0.824333056
8704,"Webb City town, Oklahoma",40,79600,50,62,0.806451613
8705,"Webbers Falls town, Oklahoma",40,79650,413,616,0.670454545
8706,"Welch town, Oklahoma",40,79750,420,619,0.678513732
8707,"West Peavine CDP, Oklahoma",40,80230,89,218,0.408256881
8708,"Weleetka town, Oklahoma",40,79800,540,998,0.541082164
8709,"Welling CDP, Oklahoma",40,79850,368,771,0.477302205
8710,"Wellston town, Oklahoma",40,79900,686,788,0.870558376
8711,"Westport town, Oklahoma",40,80250,279,298,0.936241611
8712,"West Siloam Springs town, Oklahoma",40,80350,605,846,0.715130024
8713,"Westville town, Oklahoma",40,80450,893,1639,0.544844417
8714,"Elrama CDP, Pennsylvania",42,23392,305,307,0.993485342
8715,"Elverson borough, Pennsylvania",42,23440,1202,1225,0.98122449
8716,"Elysburg CDP, Pennsylvania",42,23472,2151,2194,0.980401094
8717,"Emerald Lakes CDP, Pennsylvania",42,23540,1745,2886,0.604643105
8718,"Emigsville CDP, Pennsylvania",42,23560,2426,2672,0.907934132
8719,"Emlenton borough, Pennsylvania",42,23568,619,625,0.9904
8720,"Englewood CDP, Pennsylvania",42,23688,528,532,0.992481203
8721,"Emmaus borough, Pennsylvania",42,23584,10472,11211,0.934082597
8722,"Emporium borough, Pennsylvania",42,23600,2034,2073,0.981186686
8723,"Emsworth borough, Pennsylvania",42,23616,2248,2449,0.917925684
8724,"Enhaut CDP, Pennsylvania",42,23704,788,1007,0.782522344
8725,"Enlow CDP, Pennsylvania",42,23720,975,1013,0.96248766
8726,"Enola CDP, Pennsylvania",42,23744,5491,6111,0.89854361
8727,"Enon Valley borough, Pennsylvania",42,23768,305,306,0.996732026
8728,"Ephrata borough, Pennsylvania",42,23832,12590,13394,0.939973122
8729,"Erie city, Pennsylvania",42,24000,76327,101786,0.749877193
8730,"Evansburg CDP, Pennsylvania",42,24240,1763,2129,0.828088304
8731,"Ernest borough, Pennsylvania",42,24040,451,462,0.976190476
8732,"Espy CDP, Pennsylvania",42,24088,1584,1642,0.964677223
8733,"Etna borough, Pennsylvania",42,24160,3304,3451,0.957403651
8734,"Evans City borough, Pennsylvania",42,24248,1803,1833,0.983633388
8735,"Everett borough, Pennsylvania",42,24304,1778,1834,0.969465649
8736,"Everson borough, Pennsylvania",42,24336,757,793,0.954602774
8737,"Exeter borough, Pennsylvania",42,24392,5496,5652,0.972399151
8738,"Export borough, Pennsylvania",42,24432,901,917,0.982551799
8739,"Fairdale CDP, Pennsylvania",42,24544,2037,2059,0.989315202
8740,"Eyers Grove CDP, Pennsylvania",42,24448,104,105,0.99047619
8741,"Factoryville borough, Pennsylvania",42,24488,1071,1158,0.924870466
8742,"Fairchance borough, Pennsylvania",42,24536,1894,1975,0.958987342
8743,"Fairfield borough, Pennsylvania",42,24560,484,507,0.954635108
8744,"Fairhope CDP, Pennsylvania",42,24664,1139,1151,0.989574283
8745,"Fairview borough, Pennsylvania",42,24832,190,198,0.95959596
8746,"Fairview-Ferndale CDP, Pennsylvania",42,24948,2108,2139,0.985507246
8747,"Exton CDP, Pennsylvania",42,24440,3667,4842,0.757331681
8748,"Fairless Hills CDP, Pennsylvania",42,24712,7394,8466,0.873375856
8749,"Fairview CDP, Pennsylvania",42,24856,2299,2348,0.979131175
8750,"Falls Creek borough, Pennsylvania",42,25136,1016,1037,0.979749277
8751,"Farmersville CDP, Pennsylvania",42,25248,982,991,0.990918264
8752,"Fawn Grove borough, Pennsylvania",42,25416,448,452,0.991150442
8753,"Blencoe city, Iowa",19,6940,217,224,0.96875
8754,"Welton city, Iowa",19,83370,159,165,0.963636364
8755,"Wesley city, Iowa",19,83415,388,390,0.994871795
8756,"West Branch city, Iowa",19,83595,2252,2322,0.969853575
8757,"Blockton city, Iowa",19,6985,191,192,0.994791667
8758,"Bloomfield city, Iowa",19,7030,2594,2640,0.982575758
8759,"Blue Grass city, Iowa",19,7075,1409,1452,0.970385675
8760,"West Amana CDP, Iowa",19,83505,121,135,0.896296296
8761,"West Bend city, Iowa",19,83550,778,785,0.991082803
8762,"West Burlington city, Iowa",19,83685,2693,2968,0.907345013
8763,"West Chester city, Iowa",19,83775,139,146,0.952054795
8764,"West Des Moines city, Iowa",19,83910,50020,56609,0.88360508
8765,"Westfield city, Iowa",19,84090,115,132,0.871212121
8766,"Westgate city, Iowa",19,84180,208,211,0.985781991
8767,"West Liberty city, Iowa",19,84315,2659,3736,0.711723769
8768,"West Okoboji city, Iowa",19,84450,285,289,0.98615917
8769,"Westside city, Iowa",19,84630,297,299,0.993311037
8770,"Weston CDP, Iowa",19,84495,92,92,1
8771,"Westphalia city, Iowa",19,84540,127,127,1
8772,"West Point city, Iowa",19,84585,957,966,0.99068323
8773,"West Union city, Iowa",19,84765,2396,2486,0.963797265
8774,"Westwood city, Iowa",19,84835,112,112,1
8775,"Whittemore city, Iowa",19,85260,494,504,0.98015873
8776,"What Cheer city, Iowa",19,84900,637,646,0.986068111
8777,"Wheatland city, Iowa",19,84945,754,764,0.986910995
8778,"Whiting city, Iowa",19,85215,737,762,0.967191601
8779,"Whitten city, Iowa",19,85305,142,149,0.953020134
8780,"Williamson city, Iowa",19,85935,146,152,0.960526316
8781,"Willey city, Iowa",19,85710,83,88,0.943181818
8782,"Williams city, Iowa",19,85800,340,344,0.988372093
8783,"Williamsburg city, Iowa",19,85845,3016,3068,0.983050847
8784,"Wilton city, Iowa",19,86070,2733,2802,0.975374732
8785,"Windsor Heights city, Iowa",19,86250,4429,4860,0.911316872
8786,"Winfield city, Iowa",19,86385,1098,1134,0.968253968
8787,"Winterset city, Iowa",19,86520,5090,5190,0.980732177
8788,"Winthrop city, Iowa",19,86565,839,850,0.987058824
8789,"Woodburn city, Iowa",19,86880,200,202,0.99009901
8790,"Wiota city, Iowa",19,86610,115,116,0.99137931
8791,"Woden city, Iowa",19,86700,220,229,0.96069869
8792,"Woodbine city, Iowa",19,86835,1441,1459,0.987662783
8793,"Woodward city, Iowa",19,86970,976,1024,0.953125
8794,"Woolstock city, Iowa",19,87015,162,168,0.964285714
8795,"Worthington city, Iowa",19,87060,395,401,0.985037406
8796,"Wyoming city, Iowa",19,87240,510,515,0.990291262
8797,"Yale city, Iowa",19,87285,243,246,0.987804878
8798,"Yetter city, Iowa",19,87375,33,34,0.970588235
8799,"Abbyville city, Kansas",20,100,84,87,0.965517241
8800,"Yorktown city, Iowa",19,87420,74,85,0.870588235
8801,"Zearing city, Iowa",19,87555,552,554,0.996389892
8802,"Zwingle city, Iowa",19,87690,91,91,1
8803,"Andale city, Kansas",20,1775,916,928,0.987068966
8804,"Arcadia city, Kansas",20,2175,285,310,0.919354839
8805,"Abilene city, Kansas",20,125,6494,6844,0.948860316
8806,"Andover city, Kansas",20,1800,10971,11791,0.930455432
8807,"Ada CDP, Kansas",20,225,95,100,0.95
8808,"Admire city, Kansas",20,325,149,156,0.955128205
8809,"Alta Vista city, Kansas",20,1575,436,444,0.981981982
8810,"Alton city, Kansas",20,1600,100,103,0.970873786
8811,"Allen city, Kansas",20,1275,170,177,0.960451977
8812,"Alma city, Kansas",20,1350,802,832,0.963942308
8813,"Americus city, Kansas",20,1675,860,894,0.96196868
8814,"Anthony city, Kansas",20,1975,2133,2269,0.940061701
8815,"Hanson city, Kentucky",21,34390,724,742,0.97574124
8816,"Harlan city, Kentucky",21,34732,1618,1745,0.92722063
8817,"Hardin city, Kentucky",21,34534,599,615,0.97398374
8818,"Hardinsburg city, Kentucky",21,34552,2110,2343,0.900554844
8819,"Hardyville CDP, Kentucky",21,34660,150,156,0.961538462
8820,"Harrodsburg city, Kentucky",21,34966,7200,8340,0.863309353
8821,"Hartford city, Kentucky",21,35020,2527,2672,0.945733533
8822,"Hawesville city, Kentucky",21,35200,910,945,0.962962963
8823,"Pecos city, Texas",48,56516,6806,8780,0.775170843
8824,"Pecan Grove CDP, Texas",48,56482,13752,15963,0.861492201
8825,"Pecan Hill city, Texas",48,56485,554,626,0.884984026
8826,"Pecan Plantation CDP, Texas",48,56498,5167,5294,0.976010578
8827,"Pelican Bay city, Texas",48,56640,1430,1547,0.924369748
8828,"Pena CDP, Texas",48,56644,116,118,0.983050847
8829,"Penelope town, Texas",48,56672,167,198,0.843434343
8830,"Penitas city, Texas",48,56696,4376,4403,0.993867817
8831,"Perezville CDP, Texas",48,56804,5315,5376,0.988653274
8832,"Perrin CDP, Texas",48,56864,379,398,0.952261307
8833,"Perryton city, Texas",48,56912,7454,8802,0.846852988
8834,"Petronila city, Texas",48,57056,91,113,0.805309735
8835,"Petersburg city, Texas",48,56996,839,1202,0.698003328
8836,"Pflugerville city, Texas",48,57176,30085,46936,0.640979206
8837,"Petrolia city, Texas",48,57044,639,686,0.93148688
8838,"Pettus CDP, Texas",48,57116,438,558,0.784946237
8839,"Pharr city, Texas",48,57200,59876,70400,0.850511364
8840,"Pilot Point city, Texas",48,57476,2914,3856,0.755705394
8841,"Pine Forest city, Texas",48,57524,465,487,0.954825462
8842,"Pine Harbor CDP, Texas",48,57566,727,810,0.897530864
8843,"Pinehurst CDP, Texas",48,57596,3770,4624,0.815311419
8844,"Pinewood Estates CDP, Texas",48,57752,1595,1678,0.950536353
8845,"Pinehurst city, Texas",48,57608,1676,2097,0.799237005
8846,"Pine Island town, Texas",48,57615,601,988,0.608299595
8847,"Pineland city, Texas",48,57644,624,850,0.734117647
8848,"Piney Point Village city, Texas",48,57800,2659,3125,0.85088
8849,"Pittsburg city, Texas",48,57908,2303,4497,0.512119191
8850,"Placedo CDP, Texas",48,57932,482,692,0.696531792
8851,"Plains town, Texas",48,57968,1117,1481,0.754220122
8852,"Plainview city, Texas",48,57980,15212,22194,0.685410471
8853,"Benson CDP, Vermont",50,5125,304,308,0.987012987
8854,"Bethel CDP, Vermont",50,5725,547,569,0.961335677
8855,"Bradford CDP, Vermont",50,7225,752,788,0.954314721
8856,"Burlington city, Vermont",50,10675,37727,42417,0.889431124
8857,"Brandon CDP, Vermont",50,7675,1609,1648,0.976334951
8858,"Brattleboro CDP, Vermont",50,7975,6735,7414,0.908416509
8859,"Bristol CDP, Vermont",50,8950,1945,2030,0.958128079
8860,"Cabot village, Vermont",50,11050,223,233,0.957081545
8861,"Cambridge village, Vermont",50,11425,225,236,0.953389831
8862,"Canaan CDP, Vermont",50,11725,387,392,0.987244898
8863,"Castleton CDP, Vermont",50,11875,1439,1485,0.969023569
8864,"Cavendish CDP, Vermont",50,12175,168,179,0.938547486
8865,"Chester CDP, Vermont",50,13600,981,1005,0.976119403
8866,"Concord CDP, Vermont",50,15175,265,271,0.977859779
8867,"Coventry CDP, Vermont",50,16075,95,97,0.979381443
8868,"Derby Line village, Vermont",50,17500,647,673,0.961367013
8869,"East Barre CDP, Vermont",50,19075,807,826,0.976997579
8870,"Danville CDP, Vermont",50,17050,373,383,0.973890339
8871,"Derby Center village, Vermont",50,17425,591,597,0.989949749
8872,"Dorset CDP, Vermont",50,17650,249,249,1
8873,"East Burke CDP, Vermont",50,19600,130,132,0.984848485
8874,"East Middlebury CDP, Vermont",50,21700,413,425,0.971764706
8875,"East Montpelier CDP, Vermont",50,21850,76,80,0.95
8876,"Enosburg Falls village, Vermont",50,24025,1294,1329,0.973664409
8877,"Essex Junction village, Vermont",50,24400,8486,9271,0.915327365
8878,"Fair Haven CDP, Vermont",50,25450,2203,2269,0.970912296
8879,"Fairlee CDP, Vermont",50,25600,186,189,0.984126984
8880,"Glover CDP, Vermont",50,28000,290,303,0.95709571
8881,"Groton CDP, Vermont",50,30475,430,437,0.983981693
8882,"Graniteville CDP, Vermont",50,29425,758,784,0.966836735
8883,"Greensboro CDP, Vermont",50,30100,109,109,1
8884,"Greensboro Bend CDP, Vermont",50,30325,227,232,0.978448276
8885,"Hardwick CDP, Vermont",50,31750,1285,1345,0.955390335
8886,"Hartland CDP, Vermont",50,32350,371,380,0.976315789
8887,"Hinesburg CDP, Vermont",50,33550,629,658,0.955927052
8888,"Hyde Park village, Vermont",50,34975,439,462,0.95021645
8889,"Irasburg CDP, Vermont",50,35500,156,163,0.957055215
8890,"Island Pond CDP, Vermont",50,35725,789,821,0.961023143
8891,"Leonidas city, Minnesota",27,36530,50,52,0.961538462
8892,"Le Sueur city, Minnesota",27,36746,3677,4058,0.906111385
8893,"Leota CDP, Minnesota",27,36548,202,209,0.966507177
8894,"Le Roy city, Minnesota",27,36620,922,929,0.992465016
8895,"Lester Prairie city, Minnesota",27,36728,1624,1730,0.938728324
8896,"Lewiston city, Minnesota",27,36800,1571,1620,0.969753086
8897,"Lewisville city, Minnesota",27,36818,236,250,0.944
8898,"Lexington city, Minnesota",27,36836,1800,2049,0.878477306
8899,"Lilydale city, Minnesota",27,37016,595,623,0.95505618
8900,"Lindstrom city, Minnesota",27,37304,4309,4442,0.970058532
