,NAME,state,place,PCT023003,PCT023001,% White
15963,"Udell city, Iowa",19,79410,45,47,0.957446809
15964,"Underwood city, Iowa",19,79500,897,917,0.978189749
15965,"Union city, Iowa",19,79545,381,397,0.959697733
15966,"University Heights city, Iowa",19,79770,983,1051,0.935299715
15967,"University Park city, Iowa",19,79815,468,487,0.960985626
15968,"Urbana city, Iowa",19,79905,1421,1458,0.974622771
15969,"Urbandale city, Iowa",19,79950,35950,39463,0.910979905
15970,"Ute city, Iowa",19,79995,369,374,0.986631016
15971,"Vail city, Iowa",19,80130,389,436,0.892201835
15972,"Van Wert city, Iowa",19,80490,221,230,0.960869565
15973,"Van Meter city, Iowa",19,80445,995,1016,0.979330709
15974,"Valeria city, Iowa",19,80175,55,57,0.964912281
15975,"Van Horne city, Iowa",19,80400,675,682,0.98973607
15976,"Varina city, Iowa",19,80535,69,71,0.971830986
15977,"Ventura city, Iowa",19,80580,705,717,0.983263598
15978,"Victor city, Iowa",19,80805,876,893,0.980963046
15979,"Villisca city, Iowa",19,80985,1220,1252,0.974440895
15980,"Vincent city, Iowa",19,81075,164,174,0.942528736
15981,"Vining city, Iowa",19,81120,45,50,0.9
15982,"Wahpeton city, Iowa",19,81615,336,341,0.985337243
15983,"Vinton city, Iowa",19,81210,5142,5257,0.978124406
15984,"Volga city, Iowa",19,81345,202,208,0.971153846
15985,"Wadena city, Iowa",19,81570,260,262,0.992366412
15986,"Walcott city, Iowa",19,81705,1589,1629,0.975445058
15987,"Walford city, Iowa",19,81840,1443,1463,0.98632946
15988,"North Escobares CDP, Texas",48,52068,118,118,1
15989,"Northlake town, Texas",48,52212,1457,1724,0.84512761
15990,"North Pearsall CDP, Texas",48,52302,524,614,0.853420195
15991,"North Richland Hills city, Texas",48,52356,53076,63343,0.837914213
15992,"Oak Grove town, Texas",48,52902,576,603,0.955223881
15993,"Northridge CDP, Texas",48,52362,78,78,1
15994,"North San Pedro CDP, Texas",48,52404,676,895,0.755307263
15995,"Novice city, Texas",48,52668,134,139,0.964028777
15996,"Oakhurst CDP, Texas",48,52992,196,233,0.841201717
15997,"Oak Island CDP, Texas",48,53004,236,363,0.650137741
15998,"Oak Ridge town (Kaufman County), Texas",48,53160,411,495,0.83030303
15999,"Oak Leaf city, Texas",48,53115,1072,1298,0.825885978
16000,"Oak Point city, Texas",48,53130,2496,2786,0.895908112
16001,"Oak Ridge town (Cooke County), Texas",48,53154,133,141,0.943262411
16002,"Oak Ridge North city, Texas",48,53190,2859,3049,0.937684487
16003,"O'Brien city, Texas",48,53304,73,106,0.688679245
16004,"Oak Trail Shores CDP, Texas",48,53212,2250,2755,0.816696915
16005,"Oak Valley town, Texas",48,53217,340,368,0.923913043
16006,"Oakwood town, Texas",48,53232,332,510,0.650980392
16007,"Odem city, Texas",48,53376,2104,2389,0.880703223
16008,"Odessa city, Texas",48,53388,75320,99940,0.753652191
16009,"O'Donnell city, Texas",48,53436,610,831,0.734055355
16010,"Oglesby city, Texas",48,53520,421,484,0.869834711
16011,"Oilton CDP, Texas",48,53556,288,353,0.815864023
16012,"Old Escobares CDP, Texas",48,53718,97,97,1
16013,"Olmito CDP, Texas",48,53964,760,1210,0.628099174
16014,"Old River-Winfree city, Texas",48,53824,1108,1245,0.889959839
16015,"Olivarez CDP, Texas",48,53934,3451,3827,0.901750719
16016,"Olivia Lopez de Gutierrez CDP, Texas",48,53946,92,93,0.989247312
16017,"Olmito and Olmito CDP, Texas",48,53970,271,271,1
16018,"Olmos Park city, Texas",48,53988,2105,2237,0.940992401
16019,"Olney city, Texas",48,54000,2920,3285,0.888888889
16020,"Olton city, Texas",48,54012,1432,2215,0.646501129
16021,"Omaha city, Texas",48,54024,788,1021,0.77179236
16022,"Onalaska city, Texas",48,54048,1604,1764,0.909297052
16023,"Opdyke West town, Texas",48,54075,133,174,0.764367816
16024,"Orchard city, Texas",48,54192,296,352,0.840909091
16025,"Orange city, Texas",48,54132,11332,18595,0.609411132
16026,"Orange Grove city, Texas",48,54168,1152,1318,0.874051593
16027,"Orason CDP, Texas",48,54186,107,129,0.829457364
16028,"Ore City city, Texas",48,54216,972,1144,0.84965035
16029,"Overton city, Texas",48,54432,2042,2554,0.799530149
16030,"Ovilla city, Texas",48,54444,3024,3492,0.865979381
16031,"Owl Ranch CDP, Texas",48,54509,182,225,0.808888889
16032,"Oyster Creek city, Texas",48,54528,928,1111,0.835283528
16033,"Ozona CDP, Texas",48,54552,2647,3225,0.820775194
16034,"Paisano Park CDP, Texas",48,54666,122,130,0.938461538
16035,"Pablo Pena CDP, Texas",48,54558,63,63,1
16036,"Paducah town, Texas",48,54600,945,1186,0.796795953
16037,"Paint Rock town, Texas",48,54636,223,273,0.816849817
16038,"Palacios city, Texas",48,54684,3172,4718,0.672318779
16039,"Sunset city, Utah",49,74480,4268,5122,0.833268255
16040,"Sutherland CDP, Utah",49,74590,158,165,0.957575758
16041,"Syracuse city, Utah",49,74810,22443,24331,0.922403518
16042,"Tabiona town, Utah",49,74920,166,171,0.970760234
16043,"Taylorsville city, Utah",49,75360,45889,58652,0.782394462
16044,"Timber Lakes CDP, Utah",49,76280,590,607,0.97199341
16045,"Teasdale CDP, Utah",49,75470,182,191,0.952879581
16046,"Thatcher CDP, Utah",49,75800,757,789,0.959442332
16047,"Thompson Springs CDP, Utah",49,76180,37,39,0.948717949
16048,"Tooele city, Utah",49,76680,28330,31605,0.896377156
16049,"Toquerville town, Utah",49,76900,1315,1370,0.959854015
16050,"Torrey town, Utah",49,77010,165,182,0.906593407
16051,"Tremonton city, Utah",49,77120,6898,7647,0.902053093
16052,"Trenton town, Utah",49,77230,405,464,0.872844828
16053,"Tropic town, Utah",49,77560,508,530,0.958490566
16054,"Tselakai Dezza CDP, Utah",49,77697,0,109,0
16055,"Stansbury Park CDP, Utah",49,72720,4799,5145,0.932750243
16056,"Vernon town, Utah",49,80200,231,243,0.950617284
16057,"Kandiyohi city, Minnesota",27,32372,454,491,0.924643585
16058,"Karlstad city, Minnesota",27,32444,753,760,0.990789474
16059,"Kasota city, Minnesota",27,32462,639,675,0.946666667
16060,"Kellogg city, Minnesota",27,32642,452,456,0.99122807
16061,"Kasson city, Minnesota",27,32498,5696,5931,0.960377677
16062,"Keewatin city, Minnesota",27,32570,1023,1068,0.957865169
16063,"Kelliher city, Minnesota",27,32606,243,262,0.927480916
16064,"Kent city, Minnesota",27,32786,81,81,1
16065,"Kennedy city, Minnesota",27,32732,190,193,0.984455959
16066,"Kenneth city, Minnesota",27,32750,68,68,1
16067,"Kensington city, Minnesota",27,32768,283,292,0.969178082
16068,"Kenyon city, Minnesota",27,32840,1722,1815,0.948760331
16069,"Kerkhoven city, Minnesota",27,32876,737,759,0.971014493
16070,"Kilkenny city, Minnesota",27,33110,133,134,0.992537313
16071,"Kerrick city, Minnesota",27,32912,62,65,0.953846154
16072,"Kettle River city, Minnesota",27,32966,166,180,0.922222222
16073,"Kiester city, Minnesota",27,33056,487,501,0.972055888
16074,"Kimball city, Minnesota",27,33164,738,762,0.968503937
16075,"Kinbrae city, Minnesota",27,33236,12,12,1
16076,"Kingston city, Minnesota",27,33344,156,161,0.968944099
16077,"Kinney city, Minnesota",27,33416,165,169,0.976331361
16078,"Bismarck city, Missouri",29,5878,1509,1546,0.97606727
16079,"Blackburn city, Missouri",29,5950,229,249,0.919678715
16080,"Blanchard CDP, Missouri",29,6247,22,22,1
16081,"Black Jack city, Missouri",29,6004,1129,6929,0.162938375
16082,"Blackwater city, Missouri",29,6148,154,162,0.950617284
16083,"Blairstown city, Missouri",29,6238,87,97,0.896907216
16084,"Bland city, Missouri",29,6256,526,539,0.975881262
16085,"Blodgett village, Missouri",29,6346,198,213,0.929577465
16086,"Bloomfield city, Missouri",29,6382,1910,1933,0.988101397
16087,"Bloomsdale city, Missouri",29,6454,514,521,0.986564299
16088,"Blue Eye town, Missouri",29,6526,162,167,0.97005988
16089,"Blue Springs city, Missouri",29,6652,46051,52575,0.875910604
16090,"Biehle CDP, Missouri",29,5320,48,48,1
16091,"Blythedale village, Missouri",29,6742,193,193,1
16092,"Bolivar city, Missouri",29,6976,9790,10325,0.948184019
16093,"Bonne Terre city, Missouri",29,7102,5464,6864,0.796037296
16094,"Bogard city, Missouri",29,6832,164,164,1
16095,"Bolckow city, Missouri",29,6922,184,187,0.983957219
16096,"Boonville city, Missouri",29,7318,6915,8319,0.831229715
16097,"Bosworth city, Missouri",29,7426,301,305,0.986885246
16098,"Bourbon city, Missouri",29,7534,1611,1632,0.987132353
16099,"Bowling Green city, Missouri",29,7660,4236,5334,0.794150731
16100,"Bragg City town, Missouri",29,7876,131,149,0.879194631
16101,"Braymer city, Missouri",29,8038,861,878,0.980637813
16102,"Branson city, Missouri",29,7966,9358,10520,0.889543726
16103,"Branson West city, Missouri",29,7989,437,478,0.914225941
16104,"Brashear city, Missouri",29,8002,261,273,0.956043956
16105,"Breckenridge city, Missouri",29,8128,354,383,0.924281984
16106,"Breckenridge Hills city, Missouri",29,8164,2540,4746,0.535187526
16107,"Brentwood city, Missouri",29,8236,7047,8055,0.874860335
16108,"Brewer CDP, Missouri",29,8272,371,374,0.99197861
16109,"Bridgeton city, Missouri",29,8398,8362,11550,0.723982684
16110,"Browning city, Missouri",29,8884,255,265,0.962264151
16111,"Brimson village, Missouri",29,8470,63,63,1
16112,"Brookfield city, Missouri",29,8650,4334,4542,0.954205196
16113,"Brooklyn Heights town, Missouri",29,8776,96,100,0.96
16114,"Brownington town, Missouri",29,8902,102,107,0.953271028
16115,"Brumley town, Missouri",29,8974,71,91,0.78021978
16116,"Brunswick city, Missouri",29,9046,762,858,0.888111888
16117,"Bucklin city, Missouri",29,9388,464,467,0.993576017
16118,"Buckner city, Missouri",29,9424,2940,3076,0.955786736
16119,"Bunker city, Missouri",29,9694,404,407,0.992628993
16120,"Buffalo city, Missouri",29,9514,2953,3084,0.957522698
16121,"Bull Creek village, Missouri",29,9642,535,603,0.887230514
16122,"Bunceton city, Missouri",29,9658,331,354,0.935028249
16123,"Burgess town, Missouri",29,9802,56,57,0.98245614
16124,"Butler city, Missouri",29,10054,3985,4219,0.94453662
16125,"Russian Mission city, Alaska",2,65700,10,312,0.032051282
16126,"St. George city, Alaska",2,65800,10,102,0.098039216
16127,"St. Mary's city, Alaska",2,66140,19,507,0.037475345
16128,"St. Michael city, Alaska",2,66360,22,401,0.054862843
16129,"St. Paul city, Alaska",2,66470,53,479,0.110647182
16130,"Salamatof CDP, Alaska",2,66510,693,980,0.707142857
16131,"Saxman city, Alaska",2,67570,125,411,0.304136253
16132,"Salcha CDP, Alaska",2,66550,980,1095,0.894977169
16133,"Sand Point city, Alaska",2,67020,166,976,0.170081967
16134,"Savoonga city, Alaska",2,67460,33,671,0.049180328
16135,"Scammon Bay city, Alaska",2,67680,2,474,0.004219409
16136,"Selawik city, Alaska",2,68230,33,829,0.039806996
16137,"Seldovia city, Alaska",2,68340,185,255,0.725490196
16138,"Seldovia Village CDP, Alaska",2,68370,96,165,0.581818182
16139,"Seward city, Alaska",2,68560,1844,2693,0.68473821
16140,"Shageluk city, Alaska",2,68670,3,83,0.036144578
16141,"Silver Springs CDP, Alaska",2,70320,99,114,0.868421053
16142,"Shaktoolik city, Alaska",2,68890,9,251,0.035856574
16143,"Shishmaref city, Alaska",2,69770,20,563,0.035523979
16144,"Shungnak city, Alaska",2,70100,15,262,0.057251908
16145,"Sitka city and borough, Alaska",2,70540,5798,8881,0.652854408
16146,"Skagway CDP, Alaska",2,70760,837,920,0.909782609
16147,"Skwentna CDP, Alaska",2,70870,37,37,1
16148,"Slana CDP, Alaska",2,70930,122,147,0.829931973
16149,"Sleetmute CDP, Alaska",2,71090,20,86,0.23255814
16150,"Soldotna city, Alaska",2,71640,3574,4163,0.858515494
16151,"Steele Creek CDP, Alaska",2,72985,5822,6662,0.873911738
16152,"South Naknek CDP, Alaska",2,72190,10,79,0.126582278
16153,"South Van Horn CDP, Alaska",2,72230,425,558,0.761648746
16154,"Stebbins city, Alaska",2,72960,24,556,0.043165468
16155,"Sterling CDP, Alaska",2,73070,5044,5617,0.89798825
16156,"Stevens Village CDP, Alaska",2,73290,5,78,0.064102564
16157,"Stony River CDP, Alaska",2,73400,3,54,0.055555556
16158,"Sunrise CDP, Alaska",2,73950,17,18,0.944444444
16159,"Susitna CDP, Alaska",2,74340,18,18,1
16160,"Susitna North CDP, Alaska",2,74350,1103,1260,0.875396825
16161,"Middleville village, New York",36,47108,500,512,0.9765625
16162,"Millbrook village, New York",36,47273,1345,1452,0.92630854
16163,"Miller Place CDP, New York",36,47306,11532,12339,0.934597617
16164,"Millerton village, New York",36,47361,776,958,0.810020877
16165,"Mill Neck village, New York",36,47405,894,997,0.89669007
16166,"Millport village, New York",36,47427,300,312,0.961538462
16167,"Milton CDP (Saratoga County), New York",36,47548,2968,3087,0.961451247
16168,"Mineville CDP, New York",36,47702,1173,1269,0.924349882
16169,"Milton CDP (Ulster County), New York",36,47554,1265,1403,0.901639344
16170,"Mineola village, New York",36,47636,15367,18799,0.817437098
16171,"Minetto CDP, New York",36,47680,1042,1069,0.97474275
16172,"Minoa village, New York",36,47757,3289,3449,0.953609742
16173,"Mohawk village, New York",36,47823,2642,2731,0.967411205
16174,"Monroe village, New York",36,47988,6901,8364,0.825083692
16175,"Monsey CDP, New York",36,48010,17508,18412,0.950901586
16176,"Montauk CDP, New York",36,48054,3003,3326,0.90288635
16177,"Montour Falls village, New York",36,48197,1660,1711,0.97019287
16178,"Montebello village, New York",36,48090,3996,4526,0.882898807
16179,"Montgomery village, New York",36,48142,3243,3814,0.850288411
16180,"Monticello village, New York",36,48175,3322,6726,0.493904252
16181,"Montrose CDP, New York",36,48208,2427,2731,0.888685463
16182,"Mooers CDP, New York",36,48241,440,442,0.995475113
16183,"Moravia village, New York",36,48296,1254,1282,0.978159126
16184,"Moriches CDP, New York",36,48450,2549,2838,0.898167724
16185,"Morris village, New York",36,48483,563,583,0.965694683
16186,"Morrisonville CDP, New York",36,48538,1498,1545,0.969579288
16187,"Morristown village, New York",36,48571,388,395,0.982278481
16188,"Mount Kisco village, New York",36,48890,7561,10877,0.695136527
16189,"Morrisville village, New York",36,48593,1605,2199,0.729877217
16190,"Mountain Lodge Park CDP, New York",36,48750,1329,1588,0.836901763
16191,"Mount Ivy CDP, New York",36,48879,4509,6878,0.655568479
16192,"Mount Morris village, New York",36,48945,2762,2986,0.924983255
16193,"Mount Sinai CDP, New York",36,49066,11157,12118,0.920696485
16194,"Mount Vernon city, New York",36,49121,16371,67292,0.243283005
16195,"Munnsville village, New York",36,49220,459,474,0.96835443
16196,"Munsey Park village, New York",36,49231,2456,2693,0.911994059
16197,"Munsons Corners CDP, New York",36,49242,2484,2728,0.910557185
16198,"Napanoch CDP, New York",36,49418,1050,1174,0.894378194
16199,"Muttontown village, New York",36,49330,2565,3497,0.733485845
16200,"Myers Corner CDP, New York",36,49363,5663,6790,0.834020619
16201,"Nanuet CDP, New York",36,49407,11807,17882,0.6602729
16202,"La Grange town, North Carolina",37,36400,1164,2873,0.40515141
16203,"Lake Park village, North Carolina",37,36512,2970,3422,0.867913501
16204,"Lake Junaluska CDP, North Carolina",37,36480,2675,2734,0.978419898
16205,"Lake Lure town, North Carolina",37,36500,1148,1192,0.963087248
16206,"Lake Norman of Catawba CDP, North Carolina",37,36511,7037,7411,0.949534476
16207,"Lake Royale CDP, North Carolina",37,36513,2058,2506,0.82122905
16208,"Lake Santeetlah town, North Carolina",37,36514,41,45,0.911111111
16209,"Lake Waccamaw town, North Carolina",37,36640,1197,1480,0.808783784
16210,"Landis town, North Carolina",37,36860,2857,3109,0.918944998
16211,"Lansing town, North Carolina",37,36960,149,158,0.943037975
16212,"Lasker town, North Carolina",37,37000,93,122,0.762295082
16213,"Laurinburg city, North Carolina",37,37220,6861,15962,0.429833354
16214,"Laurel Park town, North Carolina",37,37160,2097,2180,0.961926606
16215,"Lattimore town, North Carolina",37,37040,462,488,0.946721311
16216,"Laurel Hill CDP, North Carolina",37,37120,817,1254,0.651515152
16217,"Lawndale town, North Carolina",37,37260,480,606,0.792079208
16218,"Leggett town, North Carolina",37,37640,40,60,0.666666667
16219,"Leland town, North Carolina",37,37680,11343,13527,0.838545132
16220,"Lenoir city, North Carolina",37,37760,14282,18228,0.78351986
16221,"Lewiston Woodville town, North Carolina",37,38030,77,549,0.140255009
16222,"Lewisville town, North Carolina",37,38040,11408,12639,0.902603054
16223,"Lilesville town, North Carolina",37,38200,257,536,0.479477612
16224,"Lexington city, North Carolina",37,38060,10358,18931,0.547144895
16225,"Longboat Key town, Florida",12,41150,6781,6888,0.984465738
16226,"Longwood city, Florida",12,41250,11672,13657,0.854653291
16227,"Lutz CDP, Florida",12,41775,17172,19344,0.887717122
16228,"Loughman CDP, Florida",12,41400,2070,2680,0.77238806
16229,"Lower Grand Lagoon CDP, Florida",12,41562,3572,3881,0.920381345
16230,"Loxahatchee Groves town, Florida",12,41577,2773,3180,0.872012579
16231,"Lynn Haven city, Florida",12,41825,15379,18493,0.831611961
16232,"Macclenny city, Florida",12,41950,4970,6374,0.779730154
16233,"McGregor CDP, Florida",12,42090,7014,7406,0.947069943
16234,"McIntosh town, Florida",12,42150,428,452,0.946902655
16235,"Madeira Beach city, Florida",12,42400,4066,4263,0.953788412
16236,"Madison city, Florida",12,42425,877,2843,0.308476961
16237,"Manalapan town, Florida",12,42700,375,406,0.92364532
16238,"Maitland city, Florida",12,42575,12693,15751,0.805853597
16239,"Malabar town, Florida",12,42625,2527,2757,0.916575988
16240,"Malone town, Florida",12,42650,980,2088,0.469348659
16241,"Manasota Key CDP, Florida",12,42750,1207,1229,0.982099268
16242,"Manatee Road CDP, Florida",12,42787,2132,2244,0.950089127
16243,"Mango CDP, Florida",12,42850,8066,11313,0.712985061
16244,"Mangonia Park town, Florida",12,42900,180,1888,0.095338983
16245,"Marathon city, Florida",12,43000,7505,8297,0.904543811
16246,"Marco Island city, Florida",12,43083,15736,16413,0.958752209
16247,"Mary Esther city, Florida",12,43375,3114,3851,0.808621137
16248,"Margate city, Florida",12,43125,33037,53284,0.620017266
16249,"Marianna city, Florida",12,43175,3254,6102,0.533267781
16250,"Marineland town, Florida",12,43250,16,16,1
16251,"Masaryktown CDP, Florida",12,43400,971,1040,0.933653846
16252,"Mascotte city, Florida",12,43425,3081,5101,0.603999216
16253,"Matlacha CDP, Florida",12,43475,668,677,0.986706056
16254,"Matlacha Isles-Matlacha Shores CDP, Florida",12,43484,225,229,0.982532751
16255,"Mayo town, Florida",12,43575,750,1237,0.606305578
16256,"Meadow Oaks CDP, Florida",12,43785,2326,2442,0.952497952
16257,"Medulla CDP, Florida",12,43925,7015,8892,0.788911381
16258,"Meadow Woods CDP, Florida",12,43800,15644,25558,0.612097973
16259,"Melbourne Beach town, Florida",12,44000,3003,3101,0.968397291
16260,"Medley town, Florida",12,43900,780,838,0.930787589
16261,"Pineview town, Georgia",13,61320,172,523,0.328871893
16262,"Plains city, Georgia",13,61628,399,776,0.514175258
16263,"Porterdale city, Georgia",13,62244,950,1429,0.66480056
16264,"Plainville city, Georgia",13,61684,300,313,0.958466454
16265,"Pooler city, Georgia",13,62104,12525,19140,0.654388715
16266,"Portal town, Georgia",13,62216,521,638,0.81661442
16267,"Port Wentworth city, Georgia",13,62328,3274,5359,0.610934876
16268,"Poulan city, Georgia",13,62496,651,851,0.764982374
16269,"Powder Springs city, Georgia",13,62524,5802,13940,0.416212339
16270,"Pulaski town, Georgia",13,63000,177,266,0.665413534
16271,"Putney CDP, Georgia",13,63084,1488,2898,0.513457557
16272,"Quitman city, Georgia",13,63224,1040,3850,0.27012987
16273,"Rayle town, Georgia",13,63756,94,199,0.472361809
16274,"Ranger town, Georgia",13,63560,131,131,1
16275,"Raoul CDP, Georgia",13,63588,1709,2558,0.668100078
16276,"Ray City city, Georgia",13,63728,779,1090,0.714678899
16277,"Rebecca town, Georgia",13,63840,176,187,0.941176471
16278,"Redan CDP, Georgia",13,63952,990,33015,0.02998637
16279,"Reed Creek CDP, Georgia",13,64288,2444,2604,0.938556068
16280,"Register town, Georgia",13,64372,157,175,0.897142857
16281,"Reidsville city, Georgia",13,64512,2436,4944,0.492718447
16282,"Remerton city, Georgia",13,64596,726,1123,0.646482636
16283,"Reynolds city, Georgia",13,64876,594,1086,0.546961326
16284,"Rentz city, Georgia",13,64680,257,295,0.871186441
16285,"Resaca town, Georgia",13,64736,420,544,0.772058824
16286,"Rest Haven town, Georgia",13,64792,55,62,0.887096774
16287,"Rhine town, Georgia",13,64932,265,394,0.672588832
16288,"Riceboro city, Georgia",13,64960,49,809,0.060568603
16289,"Richland city, Georgia",13,65016,413,1473,0.280380177
16290,"Richmond Hill city, Georgia",13,65044,6888,9281,0.742161405
16291,"Riddleville town, Georgia",13,65156,78,96,0.8125
16292,"Rincon town, Georgia",13,65296,6346,8836,0.71819828
16293,"Harmony borough, Pennsylvania",42,32688,871,890,0.978651685
16294,"Hartstown CDP, Pennsylvania",42,32976,199,201,0.990049751
16295,"Holley CDP, Oregon",41,34650,357,378,0.944444444
16296,"Harrisburg city, Pennsylvania",42,32800,15181,49528,0.306513487
16297,"Harrison City CDP, Pennsylvania",42,32864,133,134,0.992537313
16298,"Harrisville borough, Pennsylvania",42,32896,869,897,0.968784838
16299,"Hartleton borough, Pennsylvania",42,32936,279,283,0.985865724
16300,"Harveys Lake borough, Pennsylvania",42,33000,2728,2791,0.977427445
16301,"Harwick CDP, Pennsylvania",42,33024,894,899,0.994438265
16302,"Hasson Heights CDP, Pennsylvania",42,33072,1326,1351,0.981495189
16303,"Hastings borough, Pennsylvania",42,33080,1263,1278,0.988262911
16304,"Hatboro borough, Pennsylvania",42,33088,6798,7360,0.923641304
16305,"Hawley borough, Pennsylvania",42,33200,1167,1211,0.963666391
16306,"Hatfield borough, Pennsylvania",42,33112,2190,3290,0.665653495
16307,"Haverford College CDP, Pennsylvania",42,33154,1030,1331,0.773854245
16308,"Hawk Run CDP, Pennsylvania",42,33184,526,534,0.985018727
16309,"Hawthorn borough, Pennsylvania",42,33216,493,494,0.997975709
16310,"Haysville borough, Pennsylvania",42,33312,66,70,0.942857143
16311,"Hazleton city, Pennsylvania",42,33408,17592,25340,0.694238358
16312,"Hebron CDP, Pennsylvania",42,33504,1106,1305,0.847509579
16313,"Heckscherville CDP, Pennsylvania",42,33528,218,220,0.990909091
16314,"Hegins CDP, Pennsylvania",42,33576,799,812,0.983990148
16315,"Heidelberg borough, Pennsylvania",42,33592,1193,1244,0.959003215
16316,"Hemlock Farms CDP, Pennsylvania",42,33772,3058,3271,0.934882299
16317,"Heidlersburg CDP, Pennsylvania",42,33632,647,707,0.915134371
16318,"Heilwood CDP, Pennsylvania",42,33672,703,711,0.988748242
16319,"Hellertown borough, Pennsylvania",42,33744,5622,5898,0.953204476
16320,"Hendersonville CDP, Pennsylvania",42,33840,295,325,0.907692308
16321,"Hereford CDP, Pennsylvania",42,34008,856,930,0.920430108
16322,"Herminie CDP, Pennsylvania",42,34048,778,789,0.986058302
16323,"Hermitage city, Pennsylvania",42,34064,15135,16220,0.933107275
16324,"Herndon borough, Pennsylvania",42,34080,309,324,0.953703704
16325,"Hershey CDP, Pennsylvania",42,34144,11909,14257,0.835308971
16326,"Hickory CDP, Pennsylvania",42,34256,729,740,0.985135135
16327,"Hickory Hills CDP, Pennsylvania",42,34308,536,562,0.953736655
16328,"Highland Park CDP, Pennsylvania",42,34592,1345,1380,0.974637681
16329,"Hokendauqua CDP, Pennsylvania",42,35120,3126,3378,0.925399645
16330,"Highspire borough, Pennsylvania",42,34664,1931,2399,0.804918716
16331,"Hilldale CDP, Pennsylvania",42,34776,1220,1246,0.979133226
16332,"Hiller CDP, Pennsylvania",42,34784,1070,1155,0.926406926
16333,"Holiday Pocono CDP, Pennsylvania",42,35172,457,476,0.960084034
16334,"Hollidaysburg borough, Pennsylvania",42,35224,5579,5791,0.96339147
16335,"Homeacre-Lyndora CDP, Pennsylvania",42,35364,6679,6906,0.967130032
16336,"Homer City borough, Pennsylvania",42,35408,1675,1707,0.981253661
16337,"Homestead borough, Pennsylvania",42,35424,1037,3165,0.32764613
16338,"Hometown CDP, Pennsylvania",42,35448,1328,1349,0.984432913
16339,"Hookstown borough, Pennsylvania",42,35576,141,147,0.959183673
16340,"Homewood borough, Pennsylvania",42,35488,107,109,0.981651376
16341,"Honesdale borough, Pennsylvania",42,35520,4338,4480,0.968303571
16342,"Honey Brook borough, Pennsylvania",42,35528,1619,1713,0.945125511
16343,"Hopwood CDP, Pennsylvania",42,35728,2041,2090,0.976555024
16344,"Hallstead borough, Pennsylvania",42,32080,1270,1303,0.97467383
16345,"Thompsontown borough, Pennsylvania",42,76536,688,697,0.987087518
16346,"Thompsonville CDP, Pennsylvania",42,76552,3420,3520,0.971590909
16347,"Thornburg borough, Pennsylvania",42,76560,446,455,0.98021978
16348,"Thorndale CDP, Pennsylvania",42,76584,2893,3407,0.849134136
16349,"Three Springs borough, Pennsylvania",42,76632,437,444,0.984234234
16350,"Throop borough, Pennsylvania",42,76648,3926,4088,0.96037182
16351,"Tidioute borough, Pennsylvania",42,76696,683,688,0.992732558
16352,"Tionesta borough, Pennsylvania",42,76848,477,483,0.98757764
16353,"Timber Hills CDP, Pennsylvania",42,76724,354,360,0.983333333
16354,"Timblin borough, Pennsylvania",42,76744,154,157,0.98089172
16355,"Tioga borough, Pennsylvania",42,76808,654,666,0.981981982
16356,"Derby city, Kansas",20,17800,20301,22158,0.916192797
16357,"Dighton city, Kansas",20,18050,992,1038,0.955684008
16358,"De Soto city, Kansas",20,17850,5133,5720,0.897377622
16359,"Detroit CDP, Kansas",20,17875,106,114,0.929824561
16360,"Dexter city, Kansas",20,17925,265,278,0.95323741
16361,"Dodge City city, Kansas",20,18250,19817,27340,0.724835406
16362,"Dorrance city, Kansas",20,18325,179,185,0.967567568
16363,"Douglass city, Kansas",20,18400,1643,1700,0.966470588
16364,"Downs city, Kansas",20,18500,878,900,0.975555556
16365,"Dunlap city, Kansas",20,18950,29,30,0.966666667
16366,"Cherokee city, Kansas",20,12825,685,714,0.959383754
16367,"Clyde city, Kansas",20,14475,700,716,0.977653631
16368,"Concordia city, Kansas",20,15200,5142,5395,0.953104727
16369,"Dresden city, Kansas",20,18600,41,41,1
16370,"Earlton city, Kansas",20,19275,53,55,0.963636364
16371,"Edgerton city, Kansas",20,19825,1565,1671,0.936564931
16372,"Durham city, Kansas",20,19050,111,112,0.991071429
16373,"Dwight city, Kansas",20,19125,253,272,0.930147059
16374,"Eastborough city, Kansas",20,19300,748,773,0.967658473
16375,"Easton city, Kansas",20,19600,250,253,0.988142292
16376,"Edmond city, Kansas",20,19875,48,49,0.979591837
16377,"Edna city, Kansas",20,19900,392,442,0.886877828
16378,"Edwardsville city, Kansas",20,20000,3760,4340,0.866359447
16379,"Effingham city, Kansas",20,20025,524,546,0.95970696
16380,"Elk City city, Kansas",20,20250,304,325,0.935384615
16381,"Elbing city, Kansas",20,20050,228,229,0.995633188
16382,"El Dorado city, Kansas",20,20075,11950,13021,0.917748253
16383,"Elgin city, Kansas",20,20125,79,89,0.887640449
16384,"Elk Falls city, Kansas",20,20300,99,107,0.925233645
16385,"Elkhart city, Kansas",20,20350,1934,2205,0.877097506
16386,"Ellinwood city, Kansas",20,20425,2057,2131,0.965274519
16387,"Ellis city, Kansas",20,20450,2018,2062,0.978661494
16388,"Elmdale city, Kansas",20,20675,53,55,0.963636364
16389,"Emporia city, Kansas",20,21275,19738,24916,0.792181731
16390,"Elsmore city, Kansas",20,20875,77,77,1
16391,"Elwood city, Kansas",20,20950,1066,1224,0.870915033
16392,"Emmett city, Kansas",20,21100,170,191,0.890052356
