,NAME,state,place,H011001,H011004,% Renters
445,"Johnson Creek village, Wisconsin",55,38350,2727,736,0.269893656
446,"Jump River CDP, Wisconsin",55,38625,52,6,0.115384615
447,"Junction City village, Wisconsin",55,38650,439,104,0.23690205
448,"Kennan village, Wisconsin",55,39175,135,3,0.022222222
449,"Juda CDP, Wisconsin",55,38600,357,55,0.154061625
450,"Juneau city, Wisconsin",55,38675,2093,545,0.260391782
451,"Kaukauna city, Wisconsin",55,38800,15352,3932,0.256122981
452,"Kekoskee village, Wisconsin",55,38900,161,25,0.155279503
453,"Jim Falls CDP, Wisconsin",55,38225,237,73,0.308016878
454,"Kellnersville village, Wisconsin",55,39000,332,69,0.207831325
455,"Kendall village, Wisconsin",55,39150,472,102,0.216101695
456,"Kenosha city, Wisconsin",55,39225,95730,36442,0.380674815
457,"Keshena CDP, Wisconsin",55,39250,1219,795,0.652173913
458,"Kewaskum village, Wisconsin",55,39300,3992,998,0.25
459,"Kewaunee city, Wisconsin",55,39350,2863,776,0.271044359
460,"Kiel city, Wisconsin",55,39525,3738,739,0.197699304
461,"Kieler CDP, Wisconsin",55,39550,497,41,0.08249497
462,"Kimberly village, Wisconsin",55,39650,6438,1484,0.230506368
463,"Knowlton CDP, Wisconsin",55,40125,120,9,0.075
464,"King CDP, Wisconsin",55,39700,1049,248,0.236415634
465,"Kingston village, Wisconsin",55,39750,326,56,0.171779141
466,"Kohler village, Wisconsin",55,40275,2120,146,0.068867925
467,"Krakow CDP, Wisconsin",55,40450,354,27,0.076271186
468,"Kronenwetter village, Wisconsin",55,40550,7180,1000,0.139275766
469,"Lac du Flambeau CDP, Wisconsin",55,40675,1969,1012,0.51396648
470,"Lac La Belle village, Wisconsin",55,40750,290,6,0.020689655
471,"La Crosse city, Wisconsin",55,40775,46639,22446,0.481271039
472,"Lake Hallie village, Wisconsin",55,41525,6419,1823,0.284000623
473,"Knapp village, Wisconsin",55,39975,463,120,0.259179266
474,"Ladysmith city, Wisconsin",55,40850,3271,1452,0.443900948
475,"La Farge village, Wisconsin",55,40875,719,213,0.296244784
476,"Lake Arrowhead CDP, Wisconsin",55,41160,838,64,0.076372315
477,"Lake Camelot CDP, Wisconsin",55,41210,826,54,0.065375303
478,"Lake Delton village, Wisconsin",55,41300,2810,1426,0.50747331
479,"Lake Geneva city, Wisconsin",55,41450,7568,3739,0.494053911
480,"Lake Ivanhoe CDP, Wisconsin",55,41560,431,56,0.129930394
481,"Lake Koshkonong CDP, Wisconsin",55,41583,1204,102,0.084717608
482,"Lake Lorraine CDP, Wisconsin",55,41645,324,38,0.117283951
483,"Lake Mills city, Wisconsin",55,41675,5623,1557,0.276898453
484,"Lake Nebagamon village, Wisconsin",55,41725,1069,174,0.162768943
485,"Lake Ripley CDP, Wisconsin",55,41765,1779,210,0.118043845
486,"Lake Shangrila CDP, Wisconsin",55,41770,823,86,0.104495747
487,"Lake Sherwood CDP, Wisconsin",55,41772,372,18,0.048387097
488,"Lake Tomahawk CDP, Wisconsin",55,41875,228,75,0.328947368
489,"Lake Wisconsin CDP, Wisconsin",55,42012,4189,287,0.068512772
490,"Lake Wissota CDP, Wisconsin",55,42025,2735,565,0.206581353
491,"Lakewood CDP, Wisconsin",55,42050,323,81,0.250773994
492,"Lancaster city, Wisconsin",55,42250,3772,955,0.253181336
493,"Lannon village, Wisconsin",55,42450,1107,155,0.140018067
494,"Laona CDP, Wisconsin",55,42475,583,157,0.269296741
495,"Lauderdale Lakes CDP, Wisconsin",55,42805,1172,97,0.082764505
496,"La Valle village, Wisconsin",55,42825,367,97,0.264305177
497,"Lebanon CDP, Wisconsin",55,43025,204,52,0.254901961
498,"Lake Wazeecha CDP, Wisconsin",55,41975,2649,174,0.065685164
499,"Legend Lake CDP, Wisconsin",55,43207,1525,114,0.074754098
500,"Lena village, Wisconsin",55,43325,564,198,0.35106383
501,"Beulah CDP, Wyoming",56,6480,73,39,0.534246575
502,"Big Piney town, Wyoming",56,7060,552,230,0.416666667
503,"Boulder CDP, Wyoming",56,9235,170,43,0.252941176
504,"Bondurant CDP, Wyoming",56,8365,93,32,0.344086022
505,"Bedford CDP, Wyoming",56,6045,201,52,0.258706468
506,"Bessemer Bend CDP, Wyoming",56,6407,199,18,0.090452261
507,"Big Horn CDP, Wyoming",56,6770,490,141,0.287755102
508,"Bear River town, Wyoming",56,5625,518,38,0.073359073
509,"Boulder Flats CDP, Wyoming",56,9307,408,69,0.169117647
510,"Brookhurst CDP, Wyoming",56,10175,185,11,0.059459459
511,"Webster city, Florida",12,75600,785,344,0.438216561
512,"Wausau town, Florida",12,75450,383,112,0.292428198
513,"Waverly CDP, Florida",12,75475,767,244,0.318122555
514,"Weeki Wachee Gardens CDP, Florida",12,75641,1146,192,0.167539267
515,"Wellington village, Florida",12,75812,56506,12678,0.224365554
516,"Wahneta CDP, Florida",12,74775,5091,2293,0.450402671
517,"Wesley Chapel CDP, Florida",12,75875,44073,9900,0.224627323
518,"Westgate CDP, Florida",12,76290,7932,4785,0.603252648
519,"West Bradenton CDP, Florida",12,76050,4185,695,0.166069295
520,"Westchester CDP, Florida",12,76075,29604,9464,0.319686529
521,"West DeLand CDP, Florida",12,76087,3526,808,0.22915485
522,"West Little River CDP, Florida",12,76487,34567,12654,0.366071687
523,"West Melbourne city, Florida",12,76500,18046,4826,0.267427685
524,"West Park city, Florida",12,76658,14117,4383,0.31047673
525,"Westchase CDP, Florida",12,76062,21704,6684,0.307961666
526,"West Lealman CDP, Florida",12,76481,15591,4761,0.305368482
527,"West Miami city, Florida",12,76525,5965,2313,0.387761945
528,"Weston city, Florida",12,76582,65333,15827,0.242251236
529,"West Palm Beach city, Florida",12,76600,96976,48492,0.500041247
530,"West Pensacola CDP, Florida",12,76675,21261,10510,0.494332346
531,"West Perrine CDP, Florida",12,76700,9434,4309,0.456752173
532,"West Samoset CDP, Florida",12,76740,5561,3524,0.633698975
533,"West Vero Corridor CDP, Florida",12,76937,7041,2027,0.287885244
534,"Westview CDP, Florida",12,76950,9633,3230,0.33530572
535,"Westville town, Florida",12,76975,289,74,0.256055363
536,"White City CDP, Florida",12,77275,3640,647,0.177747253
537,"Westwood Lakes CDP, Florida",12,77075,11760,2664,0.226530612
538,"Wewahitchka city, Florida",12,77100,1981,588,0.296819788
539,"Whiskey Creek CDP, Florida",12,77137,4655,636,0.136627282
540,"White Springs town, Florida",12,77400,777,262,0.337194337
541,"Whitfield CDP (Manatee County), Florida",12,77467,2882,570,0.19777932
542,"Whitfield CDP (Santa Rosa County), Florida",12,77470,295,37,0.125423729
543,"Wildwood city, Florida",12,77675,6515,1761,0.270299309
544,"Williamsburg CDP, Florida",12,77735,7646,1885,0.246534135
545,"Williston city, Florida",12,77825,2608,1101,0.422162577
546,"Wimauma CDP, Florida",12,78025,6342,3022,0.476505834
547,"Williston Highlands CDP, Florida",12,77837,2275,365,0.16043956
548,"Willow Oak CDP, Florida",12,77862,6732,3105,0.461229947
549,"Wilton Manors city, Florida",12,78000,11341,5245,0.462481263
550,"Windermere town, Florida",12,78050,2462,267,0.108448416
551,"Windsor CDP, Florida",12,78110,256,5,0.01953125
552,"Winter Beach CDP, Florida",12,78225,2067,420,0.203193033
553,"Winter Garden city, Florida",12,78250,34071,9953,0.292125268
554,"Genesee city, Idaho",16,30160,955,160,0.167539267
555,"Georgetown city, Idaho",16,30340,476,78,0.163865546
556,"Hagerman city, Idaho",16,34300,872,302,0.346330275
557,"Gooding city, Idaho",16,32140,3532,1268,0.359003398
558,"Glenns Ferry city, Idaho",16,31690,1319,451,0.341925701
559,"Grace city, Idaho",16,32500,915,141,0.154098361
560,"Grand View city, Idaho",16,32770,444,141,0.317567568
561,"Grangeville city, Idaho",16,32950,3075,981,0.31902439
562,"Greenleaf city, Idaho",16,33490,846,170,0.200945626
563,"Groveland CDP, Idaho",16,34030,877,285,0.324971494
564,"Hailey city, Idaho",16,34390,7894,3162,0.400557385
565,"Hamer city, Idaho",16,34570,48,7,0.145833333
566,"Hansen city, Idaho",16,34930,1144,287,0.250874126
567,"Harrison city, Idaho",16,35200,203,65,0.320197044
568,"Hauser city, Idaho",16,35830,678,145,0.213864307
569,"Hollister city, Idaho",16,38080,272,80,0.294117647
570,"Hazelton city, Idaho",16,36730,753,273,0.362549801
571,"Heyburn city, Idaho",16,37360,3089,833,0.269666559
572,"Hidden Spring CDP, Idaho",16,37500,2280,207,0.090789474
573,"Homedale city, Idaho",16,38170,2599,908,0.34936514
574,"Hope city, Idaho",16,38440,86,28,0.325581395
575,"Horseshoe Bend city, Idaho",16,38620,707,173,0.244695898
576,"Huetter city, Idaho",16,39070,90,54,0.6
577,"Garden City city, Idaho",16,29620,10846,4258,0.392587129
578,"Bridgewater borough, Pennsylvania",42,8632,704,212,0.301136364
579,"Brisbin borough, Pennsylvania",42,8744,411,84,0.204379562
580,"Bristol borough, Pennsylvania",42,8760,9692,3761,0.388052002
581,"Berwyn CDP, Pennsylvania",42,5904,3604,777,0.215593785
582,"Bird-in-Hand CDP, Pennsylvania",42,6496,402,166,0.412935323
583,"Blue Ball CDP, Pennsylvania",42,7208,1031,363,0.352085354
584,"Mountville borough, Pennsylvania",42,52016,2711,757,0.279232755
585,"Mount Wolf borough, Pennsylvania",42,52056,1393,397,0.284996411
586,"Muhlenberg Park CDP, Pennsylvania",42,52216,1420,77,0.054225352
587,"Muir CDP, Pennsylvania",42,52224,451,54,0.119733925
588,"Muncy borough, Pennsylvania",42,52264,2475,790,0.319191919
589,"Mundys Corner CDP, Pennsylvania",42,52312,1651,237,0.143549364
590,"Munhall borough, Pennsylvania",42,52320,11359,3617,0.318425918
591,"Murrysville municipality, Pennsylvania",42,52432,19841,1648,0.08306033
592,"Muse CDP, Pennsylvania",42,52440,2504,293,0.11701278
593,"Narberth borough, Pennsylvania",42,52664,4282,1285,0.300093414
594,"Brookville borough, Pennsylvania",42,9224,3783,1217,0.321702353
595,"Myerstown borough, Pennsylvania",42,52488,2944,1147,0.389605978
596,"Nanticoke city, Pennsylvania",42,52584,10338,3993,0.386244922
597,"Nanty-Glo borough, Pennsylvania",42,52616,2734,603,0.220555962
598,"Naomi CDP, Pennsylvania",42,52632,69,28,0.405797101
599,"Nazareth borough, Pennsylvania",42,52808,5677,2471,0.435265105
600,"Needmore CDP, Pennsylvania",42,52872,170,38,0.223529412
601,"Nemacolin CDP, Pennsylvania",42,52968,937,375,0.400213447
602,"Nescopeck borough, Pennsylvania",42,52984,1583,511,0.322804801
603,"Nesquehoning borough, Pennsylvania",42,53088,3185,828,0.259968603
604,"New Beaver borough, Pennsylvania",42,53184,1502,229,0.152463382
605,"New Albany borough, Pennsylvania",42,53152,356,129,0.362359551
606,"New Alexandria borough, Pennsylvania",42,53160,560,98,0.175
607,"New Baltimore borough, Pennsylvania",42,53168,179,31,0.173184358
608,"New Bedford CDP, Pennsylvania",42,53192,925,105,0.113513514
609,"New Berlin borough, Pennsylvania",42,53200,873,188,0.21534937
610,"New Berlinville CDP, Pennsylvania",42,53208,1368,234,0.171052632
611,"New Bethlehem borough, Pennsylvania",42,53248,989,409,0.413549039
612,"New Brighton borough, Pennsylvania",42,53288,5941,2702,0.454805588
613,"New Britain borough, Pennsylvania",42,53296,2295,271,0.118082789
614,"New Buffalo borough, Pennsylvania",42,53320,129,56,0.434108527
615,"New Castle Northwest CDP, Pennsylvania",42,53392,1410,263,0.186524823
616,"Newburg borough (Clearfield County), Pennsylvania",42,53336,92,17,0.184782609
617,"Newburg borough (Cumberland County), Pennsylvania",42,53344,336,54,0.160714286
618,"New Castle city, Pennsylvania",42,53368,22475,8251,0.367119021
619,"New Centerville borough, Pennsylvania",42,53416,133,19,0.142857143
620,"New Columbia CDP, Pennsylvania",42,53432,1013,278,0.274432379
621,"New Columbus borough, Pennsylvania",42,53448,227,71,0.31277533
622,"New Cumberland borough, Pennsylvania",42,53464,7274,1904,0.261754193
623,"New Eagle borough, Pennsylvania",42,53496,2180,515,0.236238532
624,"Newell borough, Pennsylvania",42,53504,541,80,0.147874307
625,"New Galilee borough, Pennsylvania",42,53592,370,100,0.27027027
626,"New Florence borough, Pennsylvania",42,53544,689,200,0.290275762
627,"New Freedom borough, Pennsylvania",42,53568,4446,474,0.106612686
628,"New Freeport CDP, Pennsylvania",42,53576,112,40,0.357142857
629,"New Holland borough, Pennsylvania",42,53696,5372,1737,0.323343261
630,"New Hope borough, Pennsylvania",42,53712,2528,857,0.339003165
631,"New Jerusalem CDP, Pennsylvania",42,53728,649,35,0.053929122
632,"New Kensington city, Pennsylvania",42,53736,13099,4665,0.356134056
633,"New Kingstown CDP, Pennsylvania",42,53752,495,142,0.286868687
634,"New Lebanon borough, Pennsylvania",42,53768,188,8,0.042553191
635,"New Philadelphia borough, Pennsylvania",42,53944,1085,306,0.28202765
636,"Newmanstown CDP, Pennsylvania",42,53856,2478,370,0.149313963
637,"New Market CDP, Pennsylvania",42,53872,816,525,0.643382353
638,"New Milford borough, Pennsylvania",42,53880,868,271,0.312211982
639,"Madisonville town, Louisiana",22,47560,748,198,0.264705882
640,"Mansfield city, Louisiana",22,48365,4805,2307,0.48012487
641,"Mamou town, Louisiana",22,48085,3169,1664,0.525086778
642,"Mandeville city, Louisiana",22,48225,11322,3305,0.291909557
643,"Mangham town, Louisiana",22,48260,672,246,0.366071429
644,"Mansura town, Louisiana",22,48400,1346,663,0.492570579
645,"Many town, Louisiana",22,48470,2495,1181,0.473346693
646,"Maringouin town, Louisiana",22,48610,1098,309,0.281420765
647,"Marion town, Louisiana",22,48645,765,249,0.325490196
648,"Marksville city, Louisiana",22,48750,5164,2096,0.405886909
649,"Marrero CDP, Louisiana",22,48785,32849,10847,0.330207921
650,"Melville town, Louisiana",22,49730,1041,263,0.252641691
651,"Martin village, Louisiana",22,48925,594,84,0.141414141
652,"Mathews CDP, Louisiana",22,49170,2209,349,0.157990041
653,"Maurice village, Louisiana",22,49240,964,173,0.179460581
654,"Meraux CDP, Louisiana",22,49800,5816,1038,0.178473177
655,"Mermentau village, Louisiana",22,49870,661,188,0.284417549
656,"Mer Rouge village, Louisiana",22,49905,546,183,0.335164835
657,"Merrydale CDP, Louisiana",22,49940,9772,3033,0.310376586
658,"Merryville town, Louisiana",22,50010,1065,367,0.344600939
659,"Metairie CDP, Louisiana",22,50115,138079,49888,0.361300415
660,"Minorca CDP, Louisiana",22,50990,2317,695,0.299956841
661,"Midway CDP, Louisiana",22,50395,1291,394,0.305189775
662,"Milton CDP, Louisiana",22,50815,3030,370,0.122112211
663,"Minden city, Louisiana",22,50885,12641,5037,0.398465311
664,"Monroe city, Louisiana",22,51410,45542,24687,0.542071055
665,"Montegut CDP, Louisiana",22,51550,1539,283,0.18388564
666,"Monterey CDP, Louisiana",22,51585,439,70,0.159453303
667,"Montgomery town, Louisiana",22,51620,730,188,0.257534247
668,"Monticello CDP, Louisiana",22,51645,5166,638,0.123499806
669,"Montpelier village, Louisiana",22,51690,266,29,0.109022556
670,"Montz CDP, Louisiana",22,51795,1918,144,0.075078206
671,"Morgan City city, Louisiana",22,52040,12280,4822,0.39267101
672,"Moonshine CDP, Louisiana",22,51800,194,49,0.25257732
673,"Mooringsport town, Louisiana",22,51830,793,251,0.316519546
674,"Moreauville village, Louisiana",22,51970,924,219,0.237012987
675,"Morganza village, Louisiana",22,52075,610,141,0.231147541
676,"Morse village, Louisiana",22,52320,812,180,0.221674877
677,"Moss Bluff CDP, Louisiana",22,52425,11557,2071,0.179198754
678,"Mound village, Louisiana",22,52565,19,5,0.263157895
679,"Mount Lebanon town, Louisiana",22,52740,83,2,0.024096386
680,"Napoleonville village, Louisiana",22,53370,660,268,0.406060606
681,"Newellton town, Louisiana",22,53930,1187,585,0.49283909
682,"Natalbany CDP, Louisiana",22,53475,2802,1467,0.523554604
683,"Natchez village, Louisiana",22,53510,597,216,0.361809045
684,"Natchitoches city, Louisiana",22,53545,16139,8662,0.536712312
685,"New Iberia city, Louisiana",22,54035,30184,12193,0.403955738
686,"New Llano town, Louisiana",22,54175,2504,1378,0.550319489
687,"New Orleans city, Louisiana",22,55000,330664,164859,0.498569545
688,"New Roads city, Louisiana",22,55105,4715,1873,0.397242842
689,"New Sarpy CDP, Louisiana",22,55140,1464,322,0.219945355
690,"Noble village, Louisiana",22,55420,252,23,0.091269841
691,"East Douglas CDP, Massachusetts",25,18875,2557,716,0.280015643
692,"Easthampton Town city, Massachusetts",25,19370,16001,5106,0.319105056
693,"East Dennis CDP, Massachusetts",25,18840,2753,460,0.167090447
694,"East Falmouth CDP, Massachusetts",25,18980,6034,1332,0.220749088
695,"East Harwich CDP, Massachusetts",25,19400,4859,666,0.13706524
696,"Essex CDP, Massachusetts",25,21815,1471,324,0.220258328
697,"East Pepperell CDP, Massachusetts",25,20310,2059,582,0.282661486
698,"East Sandwich CDP, Massachusetts",25,20380,3772,349,0.09252386
699,"Everett city, Massachusetts",25,21990,41476,23674,0.570787926
700,"Fall River city, Massachusetts",25,23000,87122,52452,0.602052294
701,"Falmouth CDP, Massachusetts",25,23070,3565,1499,0.420476858
702,"Fiskdale CDP, Massachusetts",25,23840,2576,666,0.258540373
703,"Fitchburg city, Massachusetts",25,23875,37780,16648,0.440656432
704,"Forestdale CDP, Massachusetts",25,24190,4099,420,0.102464016
705,"Burbank CDP, Washington",53,8780,3291,473,0.143725311
706,"Burien city, Washington",53,8850,33013,14816,0.4487929
707,"Burlington city, Washington",53,8920,8280,4075,0.492149758
708,"Camas city, Washington",53,9480,19277,4088,0.212066193
709,"Canterwood CDP, Washington",53,9810,3079,419,0.136083144
710,"Carnation city, Washington",53,10215,1786,465,0.260358343
711,"Canyon Creek CDP, Washington",53,9820,3200,518,0.161875
712,"Carbonado town, Washington",53,9970,610,85,0.139344262
713,"Carlsborg CDP, Washington",53,10075,995,217,0.218090452
714,"Carson CDP, Washington",53,10320,2279,603,0.264589732
715,"Cascade Valley CDP, Washington",53,10455,2246,615,0.273820125
716,"Cashmere city, Washington",53,10495,2971,1143,0.38471895
717,"Castle Rock city, Washington",53,10565,1982,701,0.353683148
718,"Cathcart CDP, Washington",53,10600,2452,290,0.118270799
719,"Cathlamet town, Washington",53,10635,490,190,0.387755102
720,"Central Park CDP, Washington",53,11195,2677,436,0.162868883
721,"Cavalero CDP, Washington",53,10645,4660,666,0.142918455
722,"Centerville CDP, Washington",53,11090,112,23,0.205357143
723,"Centralia city, Washington",53,11160,16033,7640,0.476517183
724,"Chain Lake CDP, Washington",53,11325,3741,324,0.086607859
725,"Chehalis city, Washington",53,11475,6762,3313,0.489943804
726,"Chelan city, Washington",53,11615,3821,1644,0.43025386
727,"Chelan Falls CDP, Washington",53,11685,329,93,0.282674772
728,"Cheney city, Washington",53,11825,8990,5873,0.653281424
729,"Cherry Grove CDP, Washington",53,12015,541,63,0.116451017
730,"Chewelah city, Washington",53,12140,2551,974,0.381811054
731,"Gleed CDP, Washington",53,26945,2877,484,0.168230796
732,"Gold Bar city, Washington",53,27365,2075,433,0.208674699
733,"Goldendale city, Washington",53,27435,3364,1588,0.472057075
734,"Grand Mound CDP, Washington",53,27890,2981,1066,0.357598121
