GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
1600000US1983910,"West Des Moines city, Iowa",29398,1853,18648,1403,N,N,10750,1838,2.9,1.5,1.6,1.8,N,N,5.3,2.8,1.5,1.4,1.8,2,N,N,1.3,1.6,6.5,2.6,4.8,3.1,N,N,10.7,5.1,9.5,2.9,4.5,2.1,N,N,19.2,6.4,12.9,3.6,8.2,3.3,N,N,20.7,7,17.3,3.9,14.9,4.9,N,N,24.1,6.9,13.2,3.4,15.4,4.3,N,N,5.5,2.5,17.3,3.6,22.4,5.7,N,N,8,3.1,10.9,3.3,15.2,5.1,N,N,2.9,2.2,8,2,11.1,3.2,N,N,2.5,1.8,72917,7938,97483,9616,122316,13948,44701,6149,99376,7648,120901,10737,N,N,59608,7719,33.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X)
1600000US2545000,"New Bedford city, Massachusetts",37910,1603,21190,1242,11638,1211,16720,1897,9.3,2.4,5.8,2.1,4,1.9,15.1,4.7,6.4,1.6,2.9,1.6,0.3,0.5,11.2,3.4,12,2.6,10.3,3.2,3.7,2.4,15.1,3.6,9.6,2.6,11.8,3.2,10.6,5,8,3.1,13.7,3,14.8,4.1,7.9,3.7,13.1,4.3,18.6,3.5,19.6,3.9,21.4,5.8,19,5.5,11,2.8,10.1,3.1,13.7,5,10.7,3.7,13.7,3,16.5,3.6,26.6,5.8,6.1,3,3.7,1.2,5.5,2.2,8.8,3.9,0.7,0.7,2,1.3,2.7,2.1,3,2.3,1.1,1.3,48762,4711,56804,5397,76433,8501,35926,7490,60294,4170,68803,6331,N,N,43890,4650,64.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),66.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),59,(X)
1600000US2622000,"Detroit city, Michigan",266333,4358,137717,3723,49843,3191,128616,5033,19.7,1.3,14,1.7,4.6,1.5,26.9,2.1,7.7,0.9,6.3,1.2,3.2,1.4,9.9,1.2,13.6,1.1,12.7,1.5,7.4,2.2,15.4,1.5,14.4,1.2,14.6,1.4,11,2.3,14.8,1.7,14.9,1.2,16.2,1.8,16.2,2.9,13.2,1.6,14.6,1.1,16.9,1.6,23.9,3.2,10.5,1.3,6.9,0.8,8.5,1.4,13,2.3,4.2,0.9,5.6,0.7,7.5,1.1,13.4,2.7,3,0.9,1.5,0.3,2,0.5,4.2,1.3,0.9,0.3,1.3,0.4,1.3,0.4,3.1,1,1.2,0.6,31283,779,36842,1559,57077,3480,23133,1681,43610,1639,49646,2110,72156,4286,34620,2136,40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X)
1600000US2646000,"Lansing city, Michigan",48631,1942,25656,1458,16041,1569,22975,2419,10.5,2.3,8.8,3.3,1.9,1.8,13,3.4,8.3,2.2,5.5,2,1.3,1.5,12.2,3.8,11.5,2.2,8.2,2.5,3.7,2,16.4,3.8,12.9,2.5,13.5,4.2,9.3,3.7,12.1,3.3,14.8,2.5,11.9,3.1,10.6,3.2,18.1,3.8,20,3,21.8,4.5,29.2,6.2,17.1,3.2,10.6,1.9,12.6,2.6,17.4,3.8,7.7,2.4,8,1.6,12.3,2.6,17.6,3.9,2.8,1.4,2.3,1.1,4.1,2.2,6.6,3.5,0.3,0.4,1.1,0.6,1.5,1.1,2.3,1.7,0.3,0.3,40670,2774,53826,7412,70763,4366,31985,3651,51919,2707,62033,4725,N,N,38186,2664,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),34,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.8,(X)
1600000US4041850,"Lawton city, Oklahoma",33335,2082,21919,1615,N,N,11416,1618,7.3,2.3,5.3,2.5,N,N,12.8,4.9,7.4,2.7,4.4,2.2,N,N,13.1,5.9,10.5,3,8.5,3,N,N,16.9,7.1,9.8,2.5,7.7,3.1,N,N,14,4.6,16.9,3,18.8,4.5,N,N,17,6.2,22.3,3.6,22.4,5,N,N,16.6,5.3,10.6,2.7,13.6,3.4,N,N,4.9,3.1,11.1,2.2,14.4,3.1,N,N,1.5,1.4,2.4,1.5,2.9,2,N,N,1.6,2,1.8,0.9,2,1.2,N,N,1.5,1.5,47360,4637,54894,4091,69226,5258,31087,4402,60275,4501,66382,5327,N,N,43167,8794,34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.7,(X)
1600000US4263624,"Reading city, Pennsylvania",28755,1652,18251,1249,N,N,10504,1674,16.2,3.8,14.2,4.3,N,N,26.2,8.1,8.6,2.9,5.5,2.6,N,N,14.5,6.3,14.9,3.3,12.6,4.1,N,N,15.9,5.9,12.2,3.1,9.6,3.2,N,N,16.3,5.8,13.5,3.6,17,4.6,N,N,12.3,6.3,16.3,3.5,16.7,4.2,N,N,11.8,5.1,8.2,2.8,13,4.5,N,N,2.9,2,7.9,2.5,8.2,2.9,N,N,0,1.2,1.6,1.2,2.7,2,N,N,0,1.2,0.6,0.4,0.3,0.4,N,N,0,1.2,32466,4201,40749,5714,60669,5900,20362,6396,45452,3328,50799,3897,N,N,26426,3378,56.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),61.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.8,(X)
1600000US4474300,"Warwick city, Rhode Island",35628,1463,20697,1428,N,N,14931,1843,4.3,2.2,2.3,1.4,N,N,7.2,4.7,2.9,1.4,0.4,0.6,N,N,6.3,3.2,7.9,2.3,4.5,2.3,N,N,13.1,4.3,8.1,3.1,6.4,3.2,N,N,11.7,5.4,14.2,3.6,8.7,3.3,N,N,21.2,6.3,22.5,4,23.2,5.2,N,N,23.2,6.3,10.3,2.6,14.1,3.7,N,N,4.9,2.7,19.4,3.1,24.7,4.3,N,N,10.4,4.4,5.1,1.7,7.1,2.9,N,N,1.4,1.4,5.5,1.5,8.5,2.4,N,N,0.5,0.6,63834,7002,83557,7373,97415,12798,40351,3015,81114,5896,99991,7376,N,N,50804,5625,32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X)
1600000US4516000,"Columbia city, South Carolina",46888,2525,22184,1522,N,N,24704,2699,14.7,2.6,8,3,N,N,21.8,4.2,4.7,1.5,4.6,2.5,N,N,4.9,1.5,12.5,2.3,10.3,2.9,N,N,14.6,3.4,10.2,2.3,7.8,2.7,N,N,13.5,3.4,11,2.4,10.4,3.2,N,N,11.6,3.6,16.5,2.6,15.9,4.1,N,N,16.5,3.5,10.1,1.9,9.4,2.4,N,N,9,2.9,9.3,1.9,14.5,3.4,N,N,4.6,1.7,4.1,1.1,6.6,1.8,N,N,1.7,1.6,7,1.8,12.5,3.6,N,N,1.7,0.9,46073,3326,67513,9682,104906,9763,30689,3829,75744,8376,107892,16066,N,N,44633,5200,38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
1600000US4837000,"Irving city, Texas",85295,2627,55014,1993,38331,2384,30281,2617,3.4,0.9,2.3,0.9,1.1,0.9,7.2,2.3,2,0.7,0.8,0.6,0.7,0.6,4.2,1.7,6.4,1.5,6.5,1.7,4.3,1.8,6.8,2.8,8.6,1.5,8.7,2.2,5.2,1.6,9.4,2.6,14.4,2,14.4,2.7,13.3,3,15,3.6,21,2.6,18.7,3.2,16.1,3.3,24.7,4.1,16.1,2,17,2.6,17.2,3.4,13.3,3.4,15.4,2.1,17,3,21.8,4.1,12.3,3.2,6.3,1.6,7.6,2.2,10.5,2.9,1.9,1,6.4,1.2,7.1,1.6,9.7,2.1,5.1,2.4,67237,4011,73270,3932,88237,8310,56369,4869,87230,4093,92862,4766,N,N,72574,8531,31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
1600000US4875428,"Victoria city, Texas",23878,1244,15067,1463,N,N,8811,1316,7.7,3.1,5,3.5,N,N,13.8,7,6.9,2.6,3.4,2.3,N,N,14.1,6.2,14.9,3.7,9.7,4.2,N,N,22.9,8.1,11.6,3.7,7.3,3,N,N,18.4,7.3,10.7,2.7,12.8,4.3,N,N,6.8,3.7,14.8,3.9,15.2,5,N,N,13.4,6.2,13.3,3.3,18.8,5.2,N,N,5.7,4.5,13.2,3.8,18.5,6.1,N,N,3.1,2.9,4.2,2,6.3,2.9,N,N,0.7,1.4,2.8,1.3,3.1,1.9,N,N,1.1,1.4,47923,7455,66783,12095,85987,9296,24432,7415,65532,5900,79854,7986,N,N,38404,7537,26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X)
1600000US4957300,"Orem city, Utah",29020,1086,23762,1098,N,N,5258,1041,2.8,1.4,2.1,1.1,N,N,6.8,5.2,1.5,1,1.8,1.2,N,N,1,1.2,7.2,2.2,5.9,2.5,N,N,17.9,8.3,11.5,3,9.1,2.7,N,N,18.1,8.4,14,3.6,14,4.1,N,N,17.3,7.8,21.9,4.2,25.5,4.6,N,N,14.3,6.4,15.3,2.8,14.7,2.8,N,N,11.4,6.5,16.3,2.5,16,2.7,N,N,10.7,8.3,4.7,1.6,5.5,1.9,N,N,0.8,1.4,4.9,1.5,5.3,1.7,N,N,1.7,2,64394,5364,68555,4851,73041,3460,39427,9400,82863,6060,85406,6027,N,N,61714,17741,28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X)
1600000US5157000,"Norfolk city, Virginia",89338,1882,51345,2425,29676,2382,37993,2485,9.1,1.4,5.2,1.6,0.9,0.8,15.5,2.5,5.1,1,3.2,1,1.1,0.8,8.7,2.2,11,1.6,11.1,2.3,5.2,2.1,12.5,2.6,11.1,1.8,8.6,2,4.6,1.5,12.9,2.2,14,1.9,13.3,2.4,11.5,3.1,15.1,2.9,20.8,1.9,22,3,24.6,3.7,18.8,3,11.8,1.5,13.7,2.2,17.7,3,8.5,2,9,1.3,12.4,2.1,18.2,3.3,4,1.4,3.6,0.7,4.9,1.1,7.4,1.8,1.6,0.9,4.4,1,5.6,1.3,8.8,2.2,2.2,1.1,49587,2812,58698,3291,78338,6114,35291,3444,72418,6356,82108,5537,105688,8367,56480,12128,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
1600000US5357745,"Renton city, Washington",39951,2282,24215,1710,N,N,15736,2539,3.8,1.4,1.8,1.1,N,N,6.9,3.4,1.9,1.3,1.9,1.5,N,N,2.6,2.7,5.7,1.9,3.4,1.8,N,N,11.1,4.7,5.4,2.2,5.5,2.7,N,N,5.8,3.7,9.4,2.5,11.2,3.5,N,N,13.9,5.4,21.4,3.3,21.8,4.4,N,N,18.2,5.5,16.9,2.8,14.7,3.1,N,N,15.8,4.5,18.9,3.2,18.6,4.3,N,N,17.6,6.2,7.8,1.9,10.4,2.8,N,N,2.9,1.8,8.8,2.1,10.7,2.9,N,N,5.1,3.3,78023,5072,80150,11613,96470,8761,60823,8137,97651,6911,101959,6368,N,N,80696,14358,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
1600000US0454050,"Peoria city, Arizona",63218,2358,44676,1598,34973,1962,18542,2326,3.7,1.1,2.1,1,2.1,1,8.1,3,4,1.5,2.6,1.4,2.3,1.3,7.4,3.3,7.2,1.8,2.9,0.9,2.1,0.9,18.1,5.7,6.6,1.8,5.1,1.8,4.2,2,11.1,4.1,11.3,2,9.6,2.2,7,2,16.8,4.1,18.7,2.4,19.7,2.8,18.8,3,16.9,4.3,14.1,2.1,17,2.5,15.5,2.7,9.4,3,18.8,2.5,22.2,3,25.5,3.4,6.2,2.4,7.8,1.7,8.7,2.1,10.7,2.6,3.9,2.7,7.8,1.6,10.1,2,11.8,2.4,2.1,1.5,72050,6079,85664,4194,96624,5080,37293,4938,92795,4760,106452,5675,N,N,54543,7179,33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X)
1600000US0610046,"Camarillo city, California",25137,1259,17470,1019,N,N,7667,1273,4.2,1.6,1.6,1.2,N,N,10.8,4.7,3.3,1.8,0.3,0.6,N,N,9.9,5.6,4.4,1.8,2.9,2.2,N,N,7,3.6,4,1.9,5.7,3,N,N,5,3.4,8.3,2.9,6.6,3,N,N,14,7.1,15.5,3.3,12.7,3.4,N,N,18.9,7,14.3,3.6,14.5,4.3,N,N,12.2,6.8,22.8,4.3,27.6,5.3,N,N,12.2,7.3,11.9,2.9,14.6,3.3,N,N,5.6,4.2,11.2,3,13.4,3.8,N,N,4.4,4.9,88991,6405,109270,8034,120147,10194,52409,19012,113212,9124,131162,13625,N,N,66664,10686,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),30,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.2,(X)
1600000US0633434,"Hesperia city, California",27703,1785,22259,1197,N,N,5444,1295,7.6,2.7,5.4,2.3,N,N,17.6,10.2,5.9,2.5,3.9,2.2,N,N,15.3,8.2,13.1,3.9,11.5,4.4,N,N,24.2,9,8.3,2.8,7.5,2.8,N,N,11.1,7.8,9.8,3,10.9,3.2,N,N,7.5,5.1,16,3.2,18.1,3.8,N,N,7,4.3,20.8,4.8,21.7,5.6,N,N,13.6,6.8,13.2,3.3,15,4,N,N,3,2.9,2.9,1.7,3.6,2.1,N,N,0,3.3,2.3,1.6,2.6,1.8,N,N,0.7,1.2,55869,5512,63426,9506,77500,15543,20210,5817,65543,5093,71084,5937,N,N,34262,6822,23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.8,(X)
1600000US0647766,"Milpitas city, California",23161,1255,18843,1291,N,N,4318,996,4.8,3.1,2.8,2.5,N,N,15.5,11.4,2,1,0.3,0.5,N,N,9.7,5.2,5.8,2.5,5.3,2.8,N,N,6.4,5.9,3.1,2,3.7,2,N,N,4.7,6.1,2.4,1.5,3.6,1.9,N,N,0,4.2,9,3.1,8.3,3.6,N,N,8.6,6.3,9.2,3.1,9.1,3.5,N,N,11,5.8,19.4,3.8,19.6,4.8,N,N,17.5,8.8,13.3,3,14,3.3,N,N,9.1,6.3,30.8,5,33.4,6,N,N,17.5,7.8,132754,12269,140279,16943,167444,18718,83689,21442,157547,11897,167999,14659,N,N,102206,19380,36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
1600000US0656000,"Pasadena city, California",53901,2440,31060,1362,22539,1410,22841,2612,9.6,2.3,4.8,1.8,2.5,1.5,16.8,4.2,4.5,1.3,2,1.2,1.2,1,7.9,2.8,7.7,1.9,6.8,2,4.8,2.2,9,3,6.7,1.8,4.3,1.7,2.7,1.6,10.4,3.4,7.9,1.7,7.5,2.3,5.2,2.3,8.4,2.4,12.3,2.4,12.8,3.3,10.9,3.3,12.1,3.2,11.4,2,11.1,2.6,11.7,3,10.4,2.7,15.8,2.5,19.1,3.2,20.2,3.7,11.6,3,8.8,1.5,11.6,2.4,14.6,3.1,4.8,1.7,15.4,1.9,20,2.7,26.2,3.6,8.8,2.6,77549,7405,100716,8023,130368,8408,46535,7095,117268,9649,144113,13831,N,N,78506,11003,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
1600000US0681344,"Upland city, California",26244,1329,18590,940,N,N,7654,1301,5.3,2,3.2,1.6,N,N,10.9,5,3.7,2,3.9,2.5,N,N,3.4,3.1,7.3,2.3,4.9,2.6,N,N,15.7,6,7.2,2.8,6.8,3.8,N,N,11.1,5.3,8.6,2.9,8.9,3.6,N,N,9.7,4,19,3.8,17.7,4.3,N,N,16.3,6.3,13.7,3.4,13.2,3.6,N,N,14.2,6.9,18.6,3.7,20.7,4.6,N,N,14.5,7.3,9.1,2.3,11.8,3.2,N,N,2,2.5,7.6,1.8,9,2.4,N,N,2.3,1.9,72788,6022,81508,6616,105762,9866,49556,7395,93581,7691,104912,9374,N,N,59949,8292,37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),38,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X)
1600000US0682590,"Victorville city, California",31624,2331,24358,1744,N,N,7266,2000,7.9,3.1,5.4,3,N,N,17,8.7,5.7,2.5,4.1,2.9,N,N,11.9,5.8,12.1,3.9,12.2,4.4,N,N,17.2,9,10.9,3.9,11.3,4.8,N,N,11.8,6.4,12.3,4.5,13.2,6.2,N,N,12,6.5,18.7,4.5,19.7,5.9,N,N,12.8,5.5,9.6,4.5,9.5,4.1,N,N,2.5,3.3,12.1,4.7,11.7,4.3,N,N,12.8,14.4,5.5,2.8,7.3,4.1,N,N,2.1,3.4,5.2,3.8,5.4,4.4,N,N,0,2.5,50828,5437,53970,8351,70683,13628,26609,7578,68464,8537,74087,10798,N,N,41158,12180,46.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),50.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.2,(X)
1600000US1232275,"Homestead city, Florida",18811,1285,15802,930,N,N,3009,1028,4.4,2.5,2.8,2.2,N,N,15.9,12.5,3.5,2.4,3.7,2.9,N,N,2.1,2.5,15.9,4.8,17.8,5.5,N,N,21.4,11.4,12.9,4.2,12.4,5.1,N,N,10,7.3,19.1,6.2,19.8,7,N,N,11.2,7.8,15.6,4.8,15.2,5.6,N,N,17.2,10.3,14.7,4.8,15.4,5.4,N,N,5.5,5.4,8,2.7,7.5,2.8,N,N,8.8,7.1,4.4,3.3,4,3.3,N,N,6.9,10.8,1.4,1.1,1.5,1.3,N,N,1.1,1.9,44134,6406,44599,6707,48640,16044,35268,14492,62679,10138,62860,11858,N,N,53211,18265,24.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X)
1600000US1303440,"Athens-Clarke County unified government (balance), Georgia",49119,1467,25705,1699,N,N,23414,1935,12.4,2.4,4.3,2.3,N,N,21.6,4.4,4,1.5,2.2,1.2,N,N,6.2,2.9,13.8,2.5,11.4,3.5,N,N,16.7,3.8,12.3,3,13.1,4.3,N,N,14.1,3.8,15.3,2.6,12.5,3.6,N,N,18.1,3.8,14.9,2.8,16.7,4.1,N,N,10.3,3.2,10.9,2.6,13.3,4.2,N,N,7.7,2.3,9.1,2.1,13.7,3.4,N,N,4.1,1.9,3.7,1.3,6.5,2.5,N,N,0.7,0.6,3.7,1.4,6.5,2.6,N,N,0.7,0.6,42053,2179,58198,10774,79782,6601,29956,4399,60013,3500,80123,5738,N,N,36670,3341,38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X)
1600000US2064500,"Shawnee city, Kansas",23817,1322,16658,1043,N,N,7159,1441,4.8,2.7,1.6,1.7,N,N,12.1,7.7,3.1,2.1,0,0.8,N,N,10.4,6.7,2.9,1.4,1.5,1.1,N,N,6.1,3.7,8.3,3.4,6.6,3.5,N,N,12.5,6.7,6.9,2.9,6.2,2.6,N,N,8.6,6.3,18.3,4.1,14.9,4.5,N,N,26.2,9.2,13.9,3.5,14.6,3.8,N,N,13.3,6.7,18,3.5,22.6,4.7,N,N,6.2,3.3,10.8,2.7,15.4,3.9,N,N,0,1.8,12.9,4.2,16.5,5.4,N,N,4.6,3.7,82874,8077,109917,14846,124919,12977,51005,22574,108850,9915,130799,12487,N,N,57492,10716,23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X)
1600000US2676460,"Sterling Heights city, Michigan",49032,1895,34473,1338,26813,1416,14559,2088,2.8,0.8,1.4,0.7,0.7,0.6,6.3,2.6,3.9,1.2,3.1,1.3,2.2,1.2,5.7,2.5,7.5,1.6,5.9,1.7,3.6,1.3,11.4,3.6,10.7,2.4,10.2,3.1,11.4,3.8,12.1,3.5,15,2.5,14.1,3.6,13.6,4.1,18.6,4.4,20,2.9,19.1,3.4,18,3.8,22.5,5.6,13.9,2.2,14.2,2.9,15.5,3.4,11.6,3.3,16.3,2.6,18.8,3.4,19.6,4,11,4.4,6.1,1.6,7.8,2.2,9.5,2.8,0.7,0.7,3.7,1.3,5.3,1.8,6,2.3,0,0.8,60631,4641,66416,6170,75463,9551,43764,6795,75479,4096,84558,5808,N,N,51854,3825,31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X)
1600000US2684000,"Warren city, Michigan",55156,2088,33557,1514,22595,1514,21599,2361,6.3,1.7,2,1.2,0.7,0.6,13.5,4,5,1.4,3.1,1.4,2.5,1.4,8.1,3.1,12,2.4,8.9,2.7,4.5,2.1,19.7,5,10.4,2,9.3,2.5,7.3,2.6,14.7,4,15.2,2.3,14.6,3,11.1,3.5,15.9,3.4,19.8,2.9,22.2,4.1,22.2,4.5,13.5,3.2,12.6,2.1,16.8,2.8,21.4,4.2,4.3,1.7,12.7,2,15.6,3.2,20.8,4.4,7.6,2.3,4,1.2,5.1,1.4,6.3,2.1,1.7,1.2,1.9,0.6,2.3,0.9,3.3,1.3,1,0.8,51187,3479,65021,4290,76950,5471,29910,4051,64432,3490,74704,4359,N,N,44584,5821,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X)
1600000US3611000,"Buffalo city, New York",109446,3196,56546,2258,27856,2066,52900,3282,13.4,1.7,9.8,2,3.7,1.8,18,2.7,7.8,1.5,6.4,1.8,4.2,2.7,9.9,2,12.7,1.6,10.8,2.5,8.9,3.3,14.8,2.2,13.2,1.5,12.1,2.2,7.6,2.3,14.5,2.4,14,1.7,15.4,2.5,12.8,2.7,12.9,2.3,14.3,1.5,15.6,2.3,17.7,3.5,13.1,2.3,11.3,1.6,13.2,2.2,17.4,3.3,8.7,2.1,8.8,1.3,11.3,2.1,17.3,3.4,5.5,1.6,2.4,0.7,2.9,1,5.5,2.1,1.4,0.9,2.1,0.6,2.6,0.9,4.9,1.6,1.2,0.6,37359,2335,45272,3030,68348,6902,30828,2078,53634,2383,61023,3848,81547,6648,43058,3437,39.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X)
1600000US4055000,"Oklahoma City city, Oklahoma",245772,3560,149351,3646,102209,3206,96421,4300,6.2,0.7,4.7,0.9,1.2,0.5,9.8,1.4,4.9,0.8,3,0.8,1.5,0.5,8.3,1.7,10.3,1.1,7.6,1.2,5,1.2,15.2,1.8,10.2,0.8,8.6,1.1,5.5,1.1,12.9,1.6,14.1,1.2,12.2,1.3,10.7,1.5,16.9,1.9,19.3,1.4,19.9,1.5,20,1.9,18,2.2,11.9,1,14,1.1,16.7,1.6,8.2,1.1,12.5,1,15.4,1.5,19.7,2.1,7.2,1.3,5.4,0.6,7.7,0.9,10.6,1.3,1.4,0.6,5.1,0.6,6.8,0.9,9.2,1.3,2.2,0.5,53973,2131,65588,2386,83841,3583,37965,2755,76561,2341,90994,3887,110154,4701,51423,2437,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X)
1600000US4105800,"Bend city, Oregon",41160,2062,24057,1934,N,N,17103,2470,3.8,2.2,4,2.6,N,N,7.5,5.2,4.4,1.7,1.2,1.1,N,N,9,4,9.9,2.8,5.8,3,N,N,14.7,5.8,8.7,2.5,9.6,4.4,N,N,9.9,4.1,10.8,2.9,8.7,3.5,N,N,13.2,5.1,17.2,3.5,14.6,4.9,N,N,19.3,6.7,12.1,2.9,12.7,3.7,N,N,12.5,5,14.9,3.5,17.4,4.6,N,N,8.3,3.9,7.4,2.4,11.6,3.7,N,N,1.6,1.6,10.8,2.6,14.5,4.6,N,N,3.9,2.7,62664,10991,89269,14786,115391,18725,42334,12665,97175,9120,118766,14523,N,N,58909,7727,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.1,(X)
