GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C02_001E,S1901_C02_001M,S1901_C03_001E,S1901_C03_001M,S1901_C04_001E,S1901_C04_001M,S1901_C01_002E,S1901_C01_002M,S1901_C02_002E,S1901_C02_002M,S1901_C03_002E,S1901_C03_002M,S1901_C04_002E,S1901_C04_002M,S1901_C01_003E,S1901_C01_003M,S1901_C02_003E,S1901_C02_003M,S1901_C03_003E,S1901_C03_003M,S1901_C04_003E,S1901_C04_003M,S1901_C01_004E,S1901_C01_004M,S1901_C02_004E,S1901_C02_004M,S1901_C03_004E,S1901_C03_004M,S1901_C04_004E,S1901_C04_004M,S1901_C01_005E,S1901_C01_005M,S1901_C02_005E,S1901_C02_005M,S1901_C03_005E,S1901_C03_005M,S1901_C04_005E,S1901_C04_005M,S1901_C01_006E,S1901_C01_006M,S1901_C02_006E,S1901_C02_006M,S1901_C03_006E,S1901_C03_006M,S1901_C04_006E,S1901_C04_006M,S1901_C01_007E,S1901_C01_007M,S1901_C02_007E,S1901_C02_007M,S1901_C03_007E,S1901_C03_007M,S1901_C04_007E,S1901_C04_007M,S1901_C01_008E,S1901_C01_008M,S1901_C02_008E,S1901_C02_008M,S1901_C03_008E,S1901_C03_008M,S1901_C04_008E,S1901_C04_008M,S1901_C01_009E,S1901_C01_009M,S1901_C02_009E,S1901_C02_009M,S1901_C03_009E,S1901_C03_009M,S1901_C04_009E,S1901_C04_009M,S1901_C01_010E,S1901_C01_010M,S1901_C02_010E,S1901_C02_010M,S1901_C03_010E,S1901_C03_010M,S1901_C04_010E,S1901_C04_010M,S1901_C01_011E,S1901_C01_011M,S1901_C02_011E,S1901_C02_011M,S1901_C03_011E,S1901_C03_011M,S1901_C04_011E,S1901_C04_011M,S1901_C01_012E,S1901_C01_012M,S1901_C02_012E,S1901_C02_012M,S1901_C03_012E,S1901_C03_012M,S1901_C04_012E,S1901_C04_012M,S1901_C01_013E,S1901_C01_013M,S1901_C02_013E,S1901_C02_013M,S1901_C03_013E,S1901_C03_013M,S1901_C04_013E,S1901_C04_013M,S1901_C01_014E,S1901_C01_014M,S1901_C02_014E,S1901_C02_014M,S1901_C03_014E,S1901_C03_014M,S1901_C04_014E,S1901_C04_014M,S1901_C01_015E,S1901_C01_015M,S1901_C02_015E,S1901_C02_015M,S1901_C03_015E,S1901_C03_015M,S1901_C04_015E,S1901_C04_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_016E,S1901_C02_016M,S1901_C03_016E,S1901_C03_016M,S1901_C04_016E,S1901_C04_016M
1600000US2964550,"St. Joseph city, Missouri",28314,1394,16799,1526,N,N,11515,1523,4.3,1.7,5.2,2.8,N,N,6,3,8,3.2,1.6,1.1,N,N,17.4,7.1,10.5,3,8.5,3.5,N,N,15.4,5.3,13,3,11.2,3.2,N,N,13.6,5.4,12.9,2.5,14.2,3.8,N,N,13.8,4.8,19,3.2,21.6,4.5,N,N,14.3,4.7,15.1,3.1,14.6,4,N,N,11.9,4.7,9.4,2.2,10.9,3.3,N,N,6.3,2.9,5.1,2.1,8.6,3.7,N,N,0,1.3,2.6,1.5,3.4,2.1,N,N,1.4,1.9,51347,5258,60471,6481,73294,8222,32491,5283,64119,4712,74859,7597,N,N,44569,5907,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.9,(X)
1600000US3710740,"Cary town, North Carolina",64171,1932,47742,1468,N,N,16429,1961,2.6,1.1,1.1,0.7,N,N,7.7,3.9,0.9,0.5,0.7,0.5,N,N,1.6,1.5,4.2,1.3,3.4,1.3,N,N,8.8,3.7,4.1,1.1,1.9,0.9,N,N,9.2,3,6.9,1.5,5.2,1.7,N,N,13.5,4.4,17.3,2.5,13.2,2.3,N,N,27.7,5.7,12.8,2.1,13.8,2.7,N,N,10.7,4.1,20,2.4,21.4,2.8,N,N,14.7,4.1,12.9,1.9,16.1,2.4,N,N,4.4,2.3,18.3,2.1,23.2,2.7,N,N,1.7,1.4,102172,7724,127543,7297,138957,7336,60085,7700,132171,6430,152052,7859,N,N,68467,7213,26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
1600000US4419180,"Cranston city, Rhode Island",31993,1885,19060,1354,N,N,12933,2340,6.1,3.1,5.4,4.5,N,N,8.4,4.3,2.9,1.9,1,1,N,N,6.2,4.6,6.8,2.2,4.9,2.8,N,N,9.4,4.3,10.4,3.4,6.9,3.3,N,N,17.2,7,12.3,3.7,9.7,4.2,N,N,15.6,5.9,15.3,3.5,16.8,4.8,N,N,13.6,5.3,15.2,3.4,15,4.1,N,N,14.6,5.7,18.8,3.9,22.4,5.3,N,N,10.6,4,6.5,2.5,8.9,3.3,N,N,3.1,3.3,5.8,2,8.9,3.2,N,N,1.2,1.6,64680,8683,84070,8243,100655,13928,45928,7513,82237,6337,96446,8066,N,N,57915,9048,44.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X)
1600000US4454640,"Pawtucket city, Rhode Island",29051,1751,16052,1203,N,N,12999,2139,7.8,2.7,4.6,2.6,N,N,13.4,4.9,5.7,2.5,4.3,3.5,N,N,8.2,3.9,15.4,3.7,7,3.3,N,N,25.4,6.6,9.6,3.5,11.1,4.5,N,N,9,4.5,14.4,3,13.8,3.7,N,N,18.4,4.7,16.9,2.8,18.7,4.3,N,N,12.1,3.8,14.2,3.2,17.8,5.1,N,N,7.4,3.1,11.4,2.4,15,3.7,N,N,5.6,2.6,1.5,0.9,2.9,1.9,N,N,0.3,0.6,3.1,1.6,4.7,2.5,N,N,0.2,0.3,44569,7034,63567,6497,78393,6750,28884,6880,62383,6553,78404,10721,N,N,38433,3933,34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X)
1600000US4748000,"Memphis city, Tennessee",252517,4720,138958,4859,69344,4046,113559,5183,12.6,1.2,8.7,1.4,2.5,0.9,18.5,2.2,8.2,1,5.6,1.2,1.8,0.9,11.6,1.8,13.8,1.2,11.9,1.7,5.8,1.6,17.1,1.9,12.2,1.2,10.5,1.7,8.7,2,13.9,1.9,14.2,1.3,14.5,1.9,13.4,2.6,12.9,1.9,15.7,1.4,18,2,19.9,2.7,12.6,1.8,8.5,1,9.9,1.3,12.7,2.2,6.9,1.2,8.4,1,11.6,1.5,19.3,2.8,3.9,1,2.6,0.6,3.7,0.9,6.3,1.7,1.1,0.5,3.8,0.4,5.6,0.7,9.7,1.5,1.5,0.5,37199,1451,48627,2923,72591,5308,26638,1713,58145,2299,71593,3527,100603,7099,40250,2444,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
1600000US4810768,"Brownsville city, Texas",51334,2268,42332,2094,25749,2248,9002,1627,12.7,2.3,10.9,2.7,6.2,2.4,24.1,6,8.3,2,6.1,1.9,3.6,2.1,18.5,6.6,14.7,3,15.2,3.4,13.2,3.8,14.3,4.8,11.8,2.4,12.9,2.8,11.8,3.8,6.2,3.7,12,2.3,12.1,2.8,14.1,3.8,12.5,5.2,19.5,3.3,18.6,3.7,20.4,4.5,18.8,7.3,9.7,2.2,11,2.6,14.4,3.8,3.2,2.8,7.4,2.2,8.6,2.6,10.3,3.1,1.5,1.5,2,1.2,2.3,1.5,3.4,2.6,0.5,0.8,1.9,1,2.3,1.2,2.6,1.5,0.3,0.6,36976,3906,40498,6549,51636,6634,20045,5303,50590,3871,54111,4535,N,N,30461,4176,39.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
1600000US4983470,"West Valley City city, Utah",38898,1737,29418,1493,20868,1626,9480,1673,3.5,1.7,2.1,1.5,0.5,0.6,9.1,4.7,2.9,1.5,2,1.3,2.3,1.6,6.7,4.9,6.8,2.2,5.8,2.5,3.1,2.9,9.9,4.1,9,2.7,8.2,3.4,7.8,4.1,13.3,5.4,12.1,2.9,12.8,3.5,11.2,3.8,16.5,6,27.5,3.6,28.5,4.7,27.7,4.9,25.3,8.2,15.2,2.7,16.3,2.9,17.5,3.9,10.8,4.9,16,3,16.1,3.4,19.7,4.6,5.8,4.2,4.8,1.7,6,2.3,8.1,3.3,0.2,0.4,2.2,1,2.2,0.9,2.3,1.1,2.2,2.6,64335,4385,66884,3929,72925,5082,42334,8615,74606,4227,78576,5593,N,N,51591,7290,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X)
1600000US5335275,"Kennewick city, Washington",29292,1875,19289,1568,N,N,10003,1881,4.6,2.2,3.8,2.6,N,N,6.8,4,3,1.6,1.8,1.6,N,N,6.3,3.7,12.2,3.8,6.6,3,N,N,24.2,9.1,11.5,3.8,7.8,3.7,N,N,22.9,8.7,15.3,3.6,14.1,3.8,N,N,18.1,7.4,17.4,3.3,19.5,4.7,N,N,10.6,5.9,15.4,3.7,18.1,5,N,N,8.1,4.3,12.4,3.6,17.4,5.2,N,N,2.9,2.2,4.5,2,5.4,2.7,N,N,0,1.7,3.7,2,5.7,3.1,N,N,0,1.7,55135,8400,71801,6258,81325,7685,29661,4430,71475,7384,87066,10365,N,N,36622,4185,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X)
1600000US5335415,"Kent city, Washington",44303,2468,31791,1688,N,N,12512,2012,4.4,1.6,3,1.6,N,N,11.1,4.8,1.9,0.9,1.5,1.3,N,N,4.6,2.9,10.9,3.3,10.6,3.9,N,N,12.3,5.4,8.6,2.6,7.6,2.9,N,N,9.3,3.8,8.8,2.4,6.8,2.3,N,N,12.1,5.1,20.2,3.4,19.9,4.1,N,N,23.1,7,12.1,2.3,13.4,2.9,N,N,8.4,3.4,19.2,3.5,20,3.8,N,N,14.3,5.2,7,1.6,8.8,2.1,N,N,3.6,2.6,6.8,2.1,8.3,2.8,N,N,1.2,1.4,70278,3970,77219,8990,91925,7499,51055,11048,85376,4602,93120,6141,N,N,58779,6817,25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
1600000US5335940,"Kirkland city, Washington",35325,1414,23198,1145,N,N,12127,1692,1.7,1.1,0.9,0.8,N,N,3.7,2.6,2.7,1.5,1.7,1,N,N,4.5,3.9,2.4,1.1,1.4,0.9,N,N,4.3,2.4,4.1,1.5,3.1,1.7,N,N,5.5,3.1,6,2.2,4.1,2.4,N,N,10.4,4,12.1,3.2,10.3,3.7,N,N,14.7,6,12.6,2.7,10.8,3.1,N,N,17.1,5.8,19.2,3.6,20.4,4.3,N,N,18.1,6.5,14.9,2.2,14.4,2.8,N,N,14.2,5.2,24.3,3.2,32.9,4.6,N,N,7.5,3.1,119844,10721,139606,16417,162864,14283,85824,12341,157711,10633,186195,14851,N,N,99123,10416,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X)
1600000US7263820,"Ponce zona urbana, Puerto Rico",44454,1689,28296,1873,13922,1416,16158,1364,27.3,2.8,21.3,3.7,8.9,3.4,42.5,4.7,14.3,2.6,12.6,3.3,7.6,3.3,18.2,4,21.8,2.8,20.5,3.4,20.2,4.6,22.4,4.7,12.8,2.6,15.4,3.6,16.7,4.7,7,2.6,10.4,2.2,12.1,2.9,17.2,4.8,5.6,2.3,6.1,1.5,8.6,2.3,14.6,4.1,1,0.9,4.2,1.4,5.4,1.9,6.7,3.1,2.5,2.3,1.7,0.9,2.3,1.3,4.7,2.6,0.4,0.6,0.8,0.5,1.2,0.8,2.4,1.5,0,1.3,0.6,0.4,0.6,0.6,1,1,0.5,0.7,18345,1567,22265,2205,31638,4316,12288,1401,29998,2955,34789,4027,N,N,19910,5649,39.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X)
1600000US0602000,"Anaheim city, California",101547,2857,75637,2141,54833,2672,25910,2884,4.1,1,2.9,1.2,1.5,0.8,9.3,3.2,3.5,1,2.4,1.1,1.7,1,6.8,2.2,7.2,1.3,6.3,1.4,4.7,1.5,13.1,3.6,7.9,1.6,7.6,1.9,5.5,1.9,9.6,2.7,10.5,1.9,9.6,1.9,8.5,2,11.2,3,16.1,1.9,15.7,2.2,15.2,2.5,18.1,4.4,14,1.7,14.7,2.3,15.6,2.7,11.7,3.2,18.8,2.2,19.7,3,21.4,3.4,13.6,3.2,10.2,1.7,12.7,2,15.5,2.7,3.1,1.6,7.6,1.3,8.5,1.6,10.6,2.1,3.4,2,76154,5939,83621,6975,94824,6378,49986,8360,94601,4695,102158,5768,114986,7205,64286,6833,50.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),51.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.5,(X)
1600000US0615044,"Compton city, California",24489,1362,19301,975,10751,1074,5188,1143,10.9,2.9,8.4,2.8,2.3,1.9,21.8,8.9,4.4,2.1,2.5,1.6,0.7,0.8,13.4,8.3,12.5,3.1,11.8,3,7.6,3.7,16.3,9.4,9.3,2.8,9.2,3.1,11,4.3,10.1,5.7,11.7,3.3,14.3,3.8,14.7,5.3,8.5,5.9,22.8,3.9,24.4,4.5,28,7.1,12.6,6.5,12.7,2.8,14.3,3.4,16.5,5.6,6.8,4.1,10.9,2.9,10.7,3.3,15,5.1,8.8,6.3,3.8,1.5,3.6,1.7,3.2,1.9,1,1.8,0.9,0.6,0.8,0.7,1.1,1.1,0.8,1.3,50856,2902,52700,4144,63373,6311,23824,6895,58938,4372,59958,3706,N,N,45033,14734,45.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),49,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
1600000US0653322,"Oceanside city, California",60537,2661,40978,1854,29894,2152,19559,2153,3.8,1.2,3.3,1.5,1.7,0.9,5.2,2,3.5,1.1,0.8,0.6,0,0.6,9.8,3.5,7.5,1.9,7.1,2.5,4.9,2.3,11.2,3.6,6.6,1.3,6.5,2.1,6.1,2.6,9.1,2.9,12.2,2.4,11.3,2.8,10.1,3.2,12.3,3.4,16.9,2.9,14.7,3.4,11.2,3.1,22.7,5.4,13.5,1.9,14.1,2.4,13.5,2.5,12.7,3.7,18.3,3,19.7,3.7,23.1,4.2,10.7,3.8,10.4,1.9,13.6,3.1,17.4,3.7,3.7,1.6,7.2,1.7,8.9,2.3,11.9,3,2.6,1.4,74387,6025,85819,5224,104525,7790,51818,4403,93662,7135,105092,9458,N,N,62638,6074,37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X)
1600000US0665000,"San Bernardino city, California",58972,2588,43838,1565,25733,1856,15134,2024,7.3,1.6,7.5,2.2,1.9,1.4,12.8,4,6.7,1.9,4.7,1.9,1.9,1.1,14,4.4,11.9,2.2,9,2,8,2.9,20.8,5.7,11.8,2.4,10.7,2.6,8.1,2.9,13.2,4.6,12.4,2,14.7,2.3,12.3,3.1,7.8,3.6,19.6,2.6,20.3,2.9,24.1,4.2,16.7,4.9,11.6,1.7,12.7,2.3,14.5,3.1,7.2,3.3,11.5,2.3,12.6,2.9,17.1,4.3,5.4,2.6,4.3,1.4,4.5,1.7,7,2.6,0.8,0.8,2.9,1.1,3.3,1.5,5.1,2.4,1.4,1.4,49791,4300,52461,5570,68398,6345,26211,3719,62478,3850,66625,4704,N,N,40199,4525,36.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35,(X)
1600000US0681554,"Vacaville city, California",32503,1538,23773,1317,N,N,8730,1443,4.4,2,3.4,2.3,N,N,8.7,4.5,1.6,0.8,1.4,0.9,N,N,2.7,1.8,4.2,1.5,2.2,1.3,N,N,8.3,3.3,4.5,2.1,6.3,2.9,N,N,3.7,3.1,9,3.2,9.9,4,N,N,10,4.7,17.2,3.2,14.5,3.5,N,N,27.1,7.9,14.4,3,14.1,3.6,N,N,17.3,6.4,22.1,3.6,20.2,3.6,N,N,16.2,5.8,9.3,2.4,11.4,2.9,N,N,3.2,2.2,13.2,2.6,16.7,3.4,N,N,2.9,2.5,90673,7713,96792,6999,113718,8881,66594,7361,109733,7320,120206,9012,N,N,71552,7294,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X)
1600000US1275812,"Wellington village, Florida",20487,1313,15908,909,N,N,4579,1050,3.2,1.6,3,1.9,N,N,4,3.3,2,1.2,1.2,1.2,N,N,4.7,4.2,4.4,2.2,2.1,1.8,N,N,12.1,7.2,4,1.8,3.2,1.7,N,N,8,4.8,5.7,2.5,3.8,2.8,N,N,19,9,18.9,4.5,16.9,4.7,N,N,22.8,10.3,12.4,3.5,14,4.3,N,N,7,6.7,21,4.2,22.3,5.2,N,N,17.2,8,11.3,3.2,13.9,4,N,N,0,4.6,17.1,3.4,19.5,3.7,N,N,5,5.1,98559,11733,108417,15621,121881,9282,53455,11950,125352,9856,138204,11671,N,N,71362,14605,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
1600000US1571550,"Urban Honolulu CDP, Hawaii",125103,2616,74275,2513,54474,2603,50828,3011,6.6,1.1,3.3,1.2,2,1,12,2.3,2.7,0.7,1.2,0.6,0.2,0.2,5.1,1.5,7.9,1.5,4.1,1.1,3.1,1.1,13.7,3.4,7.1,1.2,4.9,1.3,2.9,0.9,10.7,2.2,11.4,1.5,9.7,1.8,9.2,2.2,14.3,2.5,16.9,1.6,16.2,2.2,16.2,2.4,17.4,2.5,12.5,1.3,14.3,1.8,15,2.2,10.5,2.2,16.8,1.7,21.1,2.3,22.1,2.6,10.6,2.1,8.2,1.1,11.6,1.5,13.4,2.1,2.9,1.2,10,1,13.6,1.7,15.9,2,2.8,1.1,71247,1971,92833,4730,102536,4925,42265,3033,98410,4235,120858,6097,N,N,58696,3407,41,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X)
1600000US1779293,"Waukegan city, Illinois",28317,2032,19248,1617,N,N,9069,1895,7.2,2.4,3.7,2.2,N,N,15.5,6.8,3.6,1.5,3,1.8,N,N,4.9,2.8,13.2,3.8,11.8,4,N,N,16.6,7.6,15.8,4.6,16.2,5.2,N,N,15.4,8.6,12.8,3.7,11.9,3.4,N,N,17,8.6,20.9,4.2,24.2,4.2,N,N,15.7,8.6,11.1,3.1,11.8,3.9,N,N,5.8,3.6,10.3,2.8,11.6,3.5,N,N,6.2,4.1,3.8,1.7,3.6,2,N,N,2.9,2.6,1.5,0.8,2.2,1.2,N,N,0,1.6,46220,7831,53966,6768,62245,5403,34284,3446,61368,4932,67680,6379,N,N,43139,5967,44,(X),(X),(X),(X),(X),(X),(X),(X),(X),45.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37.8,(X)
1600000US2938000,"Kansas City city, Missouri",207377,3927,110631,3416,73706,3441,96746,4398,7.3,0.9,4.7,1.2,1.6,0.8,11,1.6,5.1,0.8,2.1,0.7,0.8,0.6,8.5,1.4,10.4,1.1,7,1.3,3.8,1.3,14.5,2.1,9.9,1.3,9.9,1.4,6.2,1.4,11.7,1.9,13.9,1.3,11.1,1.4,9.2,1.7,17.4,2.1,17.5,1.4,17.8,1.9,17,2,16.6,1.8,11.3,1.1,13.7,1.6,15.6,2.1,7.9,1.4,14.4,1.3,18.5,1.8,24.5,2.3,8,1.3,5.7,0.7,8.5,1.1,11.8,1.6,2.5,0.8,4.6,0.6,6.8,0.9,9.6,1.3,1.9,0.5,54372,2269,71542,3148,92200,4676,38935,2536,74575,2611,91020,3144,111411,4114,53247,3620,32,(X),(X),(X),(X),(X),(X),(X),(X),(X),34,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
1600000US3268585,"Spring Valley CDP, Nevada",80913,3775,49750,3344,29389,2458,31163,2906,5.1,1.2,3.3,1.5,1.6,1.5,8.4,2.5,3.8,1.3,2.4,1.4,1.9,1.7,6.6,2.8,6.1,1.1,5.5,1.5,5,1.8,9,2.5,11,1.9,10.2,2.8,7.2,2.6,14.4,3.2,17.2,2.5,17.4,3.2,13.6,3.8,19.9,4.6,23.1,2.7,21.9,3.4,21.9,4.1,22.3,3.8,13.8,2.3,15.7,3,17.1,3.7,8.4,2.9,11.4,1.6,13,2.4,17.6,3.5,6.8,2.1,4.7,1.1,6,1.6,7.7,2.3,2,1.3,3.8,1.1,4.7,1.5,6.5,2.4,2.3,1.3,57398,2629,61993,5520,73932,5488,42416,2592,72075,3185,79043,4309,N,N,55409,4953,33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
1600000US3901000,"Akron city, Ohio",85973,2724,44571,1874,23133,1781,41402,3040,10.2,1.9,6.9,2.6,1.5,1.1,15.1,2.8,6.3,1.7,4.3,2.1,0.3,0.3,9,2.8,15.2,2.2,9.8,2.8,4.6,2.1,21,3.2,11,1.7,12.2,2.9,6.6,2.4,12.4,2.6,15.2,2,13.9,2.5,13.9,3.1,15.7,2.8,18.3,2.3,21.7,3.6,26.9,5.8,14.1,2.9,11.2,1.8,13.1,2.6,16.9,4.2,6.9,2.1,8.5,1.5,11,2.3,17.8,4.3,5.1,2,2.4,0.8,4,1.4,6.3,2.5,0.6,0.5,1.7,0.6,3.2,1.2,5.3,2.2,0.1,0.2,41164,2270,52686,3343,70283,5036,27211,2588,54509,2601,68140,4773,89658,7001,37312,2284,30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
1600000US4817000,"Corpus Christi city, Texas",116456,2582,78367,2982,52752,2824,38089,2739,6.4,1,5.5,1.4,2.5,1.1,10.5,2.5,5.5,1.5,4,1.3,2.7,1.5,9.1,3.2,9.5,1.6,8.5,1.8,4.9,1.6,13.3,3,9.3,1.3,8.4,1.6,5.1,1.5,11.5,2.9,14.8,2,12.8,2.3,10.9,2.6,17.7,3.3,16.7,1.9,15.9,2.5,15.2,2.8,19.3,3.5,14.5,2,15.6,2.4,19.8,3.2,10,3.3,14.2,1.7,17.5,2.4,22.9,3.1,5.5,1.8,4.3,0.9,5.5,1.3,7.4,1.7,1.4,1.1,4.7,1,6.2,1.3,8.6,1.9,1.7,1.2,56602,5935,69004,3915,85846,6141,38641,3876,75656,3956,86452,5346,N,N,49082,4222,29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26,(X)
1600000US4819000,"Dallas city, Texas",521198,6967,292384,5317,190990,4937,228814,7252,7.2,0.6,5.2,0.7,1.7,0.5,10.7,1.1,4.4,0.5,2.7,0.6,1.7,0.5,6.7,0.9,10.1,0.7,9,0.8,5.8,0.9,12.2,1.1,10.8,0.8,10.8,0.9,7.7,1.1,11.5,1.1,14.9,0.9,14.9,1.2,12.8,1.4,15.1,1.5,18.7,0.8,17.3,1.2,17,1.5,20.3,1.5,10.3,0.6,10.9,1,12.8,1.2,8.6,1,11.1,0.8,12.4,1,16.2,1.4,8.1,1,4.4,0.5,5.5,0.7,7.8,1,3,0.6,8,0.5,11.3,0.9,16.5,1.3,3.8,0.6,52210,914,58835,2083,80463,3621,42410,1766,85032,2351,101480,3874,130566,5256,61461,2830,38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X)
1600000US4826232,"Flower Mound town, Texas",25256,1280,21360,1152,N,N,3896,942,1.8,1.3,1,1.2,N,N,6.2,4.9,1,1.2,0,1,N,N,6.2,7.7,2.9,1.5,1.1,1.2,N,N,12.8,7.1,2.3,1.2,1,1.1,N,N,9.5,5.8,6.8,2.3,5.4,2.1,N,N,15.8,9,8.9,2.1,6.9,1.9,N,N,20,9.8,8.6,2.5,10.4,2.9,N,N,4.3,4.8,21.5,3.7,23.4,3.9,N,N,9.7,7.2,16.4,3.4,18,3.6,N,N,4.6,4.6,29.7,3.7,32.9,4.2,N,N,10.8,8.7,137302,11325,151688,12850,160473,13737,49208,15955,166978,11705,181303,12374,N,N,82308,23109,26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.1,(X)
1600000US4841980,"League City city, Texas",37234,1816,26945,2218,N,N,10289,2245,7.2,4.5,6.4,5.3,N,N,9.1,7.6,1.9,1.9,2.4,2.6,N,N,0.4,0.8,2.6,1.4,2,1.5,N,N,5.3,4.2,3.1,2.1,2.1,2.3,N,N,5.4,5.4,5.4,2.4,2.8,1.8,N,N,12.4,6.3,17.7,4.1,13.7,4,N,N,29.6,11.3,13,3.6,13.7,4.7,N,N,9.9,7.3,26,5.2,27.1,5.8,N,N,22.6,10,9.2,2.8,13.5,4.2,N,N,0,2.1,13.9,3.6,16.2,4.3,N,N,5.2,3.7,97980,11703,110770,11384,117296,6164,64219,9308,120417,10736,134596,12533,N,N,79047,13020,24.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13.1,(X)
1600000US4852356,"North Richland Hills city, Texas",26130,1920,18329,1238,N,N,7801,1627,4.7,2.7,2.8,2.9,N,N,9.2,5.9,3.8,2.7,1.7,1.9,N,N,8.8,7.9,5.4,2.8,3.7,3.5,N,N,12.6,6.2,8.3,2.8,6.5,2.8,N,N,15.2,7,10.5,3.2,11.1,5,N,N,12.2,5.3,20.8,3.9,19.3,5,N,N,23.9,7.9,11.9,3.1,12.2,3.7,N,N,7.9,3.9,19.7,4.4,23.4,5.3,N,N,8,5.9,8,2.5,10.2,3.1,N,N,1.6,1.4,6.8,1.9,8.9,2.8,N,N,0.6,1.1,69937,5996,83992,12779,108233,10443,41380,12257,94968,10067,110517,15599,N,N,48731,8046,28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
1600000US4962470,"Provo city, Utah",32912,1634,22415,1454,N,N,10497,1368,6.2,1.9,5.3,2.3,N,N,9.1,3.8,7.3,2.2,6.3,2.3,N,N,9.4,4.5,11.8,2.3,9.9,2.4,N,N,16.6,4.8,11.3,2.7,12.8,3.4,N,N,10.9,5,14.5,2.8,13.1,3,N,N,20.1,6.8,21.3,3.4,24.3,4,N,N,11.6,3.5,12.3,2.8,11.2,3.1,N,N,13.3,5.1,8.2,1.9,9.4,2.5,N,N,3.9,2.3,3.6,1.2,4.6,1.6,N,N,1.9,1.9,3.4,1.4,3.2,1.2,N,N,3.2,3.2,48575,4662,51935,3804,54322,5774,37172,5918,67592,8011,67183,5798,N,N,63905,23584,38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),26,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),57.7,(X)
