,NAME,state,place,H002002,H002001,% Urban
25501,"Barstow city, California",6,4030,9209,9555,0.963788592
25502,"Bass Lake CDP, California",6,4198,0,1059,0
25503,"Bay Point CDP, California",6,4415,6755,6762,0.998964803
25504,"Bayview CDP (Humboldt County), California",6,4478,1074,1074,1
25505,"Beale AFB CDP, California",6,4576,0,843,0
25506,"Bear Creek CDP, California",6,4632,90,90,1
25507,"Bear Valley CDP (Alpine County), California",6,4716,0,531,0
25508,"Bear Valley CDP (Mariposa County), California",6,4730,0,68,0
25509,"Bear Valley Springs CDP, California",6,4734,0,2729,0
25510,"Bell city, California",6,4870,9217,9217,1
25511,"Beaumont city, California",6,4758,12720,12908,0.985435389
25512,"Beckwourth CDP, California",6,4772,0,342,0
25513,"Belden CDP, California",6,4856,0,30,0
25514,"Napa city, California",6,50258,30116,30149,0.998905436
25515,"National City city, California",6,50398,16762,16762,1
25516,"Needles city, California",6,50734,2470,2895,0.853195164
25517,"Nevada City city, California",6,50874,1499,1510,0.992715232
25518,"Newark city, California",6,50916,13414,13414,1
25519,"Newcastle CDP, California",6,51000,446,597,0.747068677
25520,"New Cuyama CDP, California",6,51028,0,215,0
25521,"Newell CDP, California",6,51042,0,209,0
25522,"Nicasio CDP, California",6,51280,0,41,0
25523,"Newman city, California",6,51140,3354,3357,0.999106345
25524,"New Pine Creek CDP, California",6,51168,0,67,0
25525,"Newport Beach city, California",6,51182,44182,44193,0.999751092
25526,"Nice CDP, California",6,51294,1626,1652,0.984261501
25527,"Rural Hall town, North Carolina",37,58360,1433,1433,1
25528,"Ruth town, North Carolina",37,58420,198,203,0.975369458
25529,"St. James town, North Carolina",37,58630,1632,2263,0.721166593
25530,"Rutherford College town, North Carolina",37,58440,508,614,0.827361564
25531,"Rutherfordton town, North Carolina",37,58460,1851,1987,0.931555108
25532,"St. Helena village, North Carolina",37,58620,0,184,0
25533,"St. Pauls town, North Carolina",37,58720,865,865,1
25534,"St. Stephens CDP, North Carolina",37,58730,3633,3633,1
25535,"Salem CDP, North Carolina",37,58740,923,1036,0.890926641
25536,"Salemburg town, North Carolina",37,58840,0,240,0
25537,"Salisbury city, North Carolina",37,58860,14577,14626,0.996649802
25538,"Saluda city, North Carolina",37,58920,0,493,0
25539,"Eastlake city, Ohio",39,23618,8280,8280,1
25540,"East Liberty CDP, Ohio",39,23702,0,157,0
25541,"East Liverpool city, Ohio",39,23730,5307,5316,0.998306998
25542,"Eaton city, Ohio",39,24234,3754,3903,0.961824238
25543,"Salvo CDP, North Carolina",37,58940,0,606,0
25544,"Sandy Creek town, North Carolina",37,59090,0,104,0
25545,"East Palestine city, Ohio",39,23940,2098,2125,0.987294118
25546,"East Rochester CDP, Ohio",39,24024,75,95,0.789473684
25547,"East Sparta village, Ohio",39,24052,0,349,0
25548,"Eaton Estates CDP, Ohio",39,24262,0,466,0
25549,"Edgerton village, Ohio",39,24486,0,865,0
25550,"Edgewood CDP, Ohio",39,24542,2027,2108,0.961574953
25551,"Edison village, Ohio",39,24598,192,192,1
25552,"Edon village, Ohio",39,24640,0,369,0
25553,"Eldorado village, Ohio",39,24766,0,223,0
25554,"Elmore village, Ohio",39,25144,0,592,0
25555,"Elgin village, Ohio",39,24794,0,22,0
25556,"Elida village, Ohio",39,24808,710,741,0.958164642
25557,"Elizabethtown CDP, Ohio",39,24850,84,144,0.583333333
25558,"Elmwood Place village, Ohio",39,25186,1099,1099,1
25559,"Elyria city, Ohio",39,25256,25079,25085,0.999760813
25560,"Etna CDP, Ohio",39,25676,429,429,1
25561,"Empire village, Ohio",39,25368,129,139,0.928057554
25562,"Englewood city, Ohio",39,25396,5865,5898,0.994404883
25563,"Enon village, Ohio",39,25452,1120,1120,1
25564,"Euclid city, Ohio",39,25704,26037,26037,1
25565,"Fairfield city, Ohio",39,25970,18803,18803,1
25566,"Evendale village, Ohio",39,25802,1098,1098,1
25567,"Fairborn city, Ohio",39,25914,15883,15893,0.999370792
25568,"Fairfax village, Ohio",39,25942,778,778,1
25569,"Fairfield Beach CDP, Ohio",39,26110,0,664,0
25570,"Fairlawn city, Ohio",39,26166,3455,3455,1
25571,"Fairport Harbor village, Ohio",39,26306,1677,1677,1
25572,"Fairview village, Ohio",39,26348,0,50,0
25573,"Fairview Park city, Ohio",39,26446,8109,8109,1
25574,"Felicity village, Ohio",39,26880,0,374,0
25575,"Farmersville village, Ohio",39,26656,0,402,0
25576,"Fayette village, Ohio",39,26768,0,591,0
25577,"Fayetteville village, Ohio",39,26796,0,157,0
25578,"Findlay city, Ohio",39,27048,19280,19318,0.998032923
25579,"Finneytown CDP, Ohio",39,27104,5294,5294,1
25580,"Five Points CDP, Ohio",39,27303,523,659,0.793626707
25581,"Flat Rock CDP, Ohio",39,27356,0,87,0
25582,"Fletcher village, Ohio",39,27412,0,197,0
25583,"Florida village, Ohio",39,27538,0,106,0
25584,"Forestville CDP, Ohio",39,27776,4563,4563,1
25585,"Flushing village, Ohio",39,27552,0,426,0
25586,"Forest village, Ohio",39,27636,0,646,0
25587,"Forest Park city, Ohio",39,27706,7854,7854,1
25588,"Fort Jennings village, Ohio",39,27818,0,207,0
25589,"Fort Loramie village, Ohio",39,27832,536,564,0.95035461
25590,"Fort Recovery village, Ohio",39,27902,0,589,0
25591,"Fort Seneca CDP, Ohio",39,27930,0,108,0
25592,"Fort Shawnee village, Ohio",39,27944,1369,1605,0.852959502
25593,"Fostoria city, Ohio",39,28014,6069,6225,0.974939759
25594,"Hebron village, Illinois",17,33851,0,517,0
25595,"Hecker village, Illinois",17,33877,0,203,0
25596,"Henderson village, Illinois",17,34007,0,120,0
25597,"Hennepin village, Illinois",17,34098,0,365,0
25598,"Henning village, Illinois",17,34137,0,105,0
25599,"Herrin city, Illinois",17,34358,5597,5751,0.973222048
25600,"Henry city, Illinois",17,34163,0,1110,0
25601,"Heritage Lake CDP, Illinois",17,34272,518,518,1
25602,"Herrick village, Illinois",17,34332,0,197,0
25603,"Herscher village, Illinois",17,34384,0,646,0
25604,"Hettick village, Illinois",17,34423,0,88,0
25605,"Heyworth village, Illinois",17,34449,1053,1055,0.998104265
25606,"Hickory Hills city, Illinois",17,34514,5487,5487,1
25607,"Hidalgo village, Illinois",17,34553,0,51,0
25608,"Highland city, Illinois",17,34670,4219,4283,0.985057203
25609,"Hillsboro city, Illinois",17,35047,1910,2029,0.941350419
25610,"Highland Park city, Illinois",17,34722,12256,12256,1
25611,"Highwood city, Illinois",17,34865,1943,1943,1
25612,"Hillcrest village, Illinois",17,34982,413,422,0.978672986
25613,"Hillsdale village, Illinois",17,35073,0,238,0
25614,"Hillside village, Illinois",17,35086,3138,3138,1
25615,"Hillview village, Illinois",17,35203,0,99,0
25616,"Hinckley village, Illinois",17,35268,0,829,0
25617,"Hindsboro village, Illinois",17,35281,0,152,0
25618,"Hinsdale village, Illinois",17,35307,5966,5966,1
25619,"Holiday Hills village, Illinois",17,35515,201,250,0.804
25620,"Hodgkins village, Illinois",17,35385,781,781,1
25621,"Hoffman village, Illinois",17,35398,0,205,0
25622,"Hoffman Estates village, Illinois",17,35411,18969,18970,0.999947285
25623,"Holiday Shores CDP, Illinois",17,35541,1102,1130,0.975221239
25624,"Hollowayville village, Illinois",17,35671,0,28,0
25625,"Homer village, Illinois",17,35814,0,511,0
25626,"Homer Glen village, Illinois",17,35835,8017,8389,0.955656216
25627,"Hometown city, Illinois",17,35866,1935,1935,1
25628,"Homewood village, Illinois",17,35879,7970,7970,1
25629,"Hoopeston city, Illinois",17,36061,2406,2529,0.951364176
25630,"Hopkins Park village, Illinois",17,36190,0,290,0
25631,"Hooppole village, Illinois",17,36074,0,83,0
25632,"Hopedale village, Illinois",17,36126,0,424,0
25633,"Hopewell village, Illinois",17,36150,0,162,0
25634,"Hoyleton village, Illinois",17,36347,0,213,0
25635,"Hudson village, Illinois",17,36438,0,644,0
25636,"Huey village, Illinois",17,36477,0,72,0
25637,"Hull village, Illinois",17,36516,0,222,0
25638,"Humboldt village, Illinois",17,36542,0,190,0
25639,"Hutsonville village, Illinois",17,36841,0,258,0
25640,"Huntley village, Illinois",17,36750,10443,10499,0.994666159
25641,"Hume village, Illinois",17,36568,0,193,0
25642,"Hurst city, Illinois",17,36815,0,392,0
25643,"Illiopolis village, Illinois",17,37127,0,384,0
25644,"Ina village, Illinois",17,37179,0,222,0
25645,"Indian Creek village, Illinois",17,37218,172,172,1
25646,"Indian Head Park village, Illinois",17,37257,1928,1928,1
25647,"Indianola village, Illinois",17,37348,0,117,0
25648,"Industry village, Illinois",17,37439,0,226,0
25649,"Center Point town, Indiana",18,11746,0,113,0
25650,"Centerville town, Indiana",18,11836,1033,1147,0.900610288
25651,"Chalmers town, Indiana",18,11944,0,226,0
25652,"Chandler town, Indiana",18,12034,1238,1285,0.963424125
25653,"Churubusco town, Indiana",18,12610,0,749,0
25654,"Ingalls Park CDP, Illinois",17,37465,1352,1352,1
25655,"Charlestown city, Indiana",18,12124,3073,3169,0.969706532
25656,"Chesterfield town, Indiana",18,12376,1275,1275,1
25657,"Chesterton town, Indiana",18,12412,5318,5354,0.993276055
25658,"Chrisney town, Indiana",18,12574,0,234,0
25659,"Dickson city, Tennessee",47,20620,6067,6426,0.944133209
25660,"Dodson Branch CDP, Tennessee",47,20930,0,461,0
25661,"Dowelltown town, Tennessee",47,21420,0,169,0
25662,"Doyle town, Tennessee",47,21500,120,236,0.508474576
25663,"Dresden town, Tennessee",47,21540,0,1377,0
25664,"Ducktown city, Tennessee",47,21740,0,220,0
25665,"Dunlap city, Tennessee",47,22000,1393,2122,0.656456173
25666,"Dyer city, Tennessee",47,22180,979,1035,0.94589372
25667,"Galveston city, Texas",48,28068,26559,32368,0.820532625
25668,"Ganado city, Texas",48,28080,0,765,0
25669,"Garceno CDP, Texas",48,28128,121,121,1
25670,"Garciasville CDP, Texas",48,28152,16,16,1
25671,"Garden City CDP, Texas",48,28176,0,135,0
25672,"Garland city, Texas",48,29000,80830,80834,0.999950516
25673,"Dyersburg city, Tennessee",47,22200,7644,7730,0.988874515
25674,"Eagleton Village CDP, Tennessee",47,22340,2203,2333,0.944277754
25675,"Gardendale CDP, Texas",48,28200,0,657,0
25676,"Garden Ridge city, Texas",48,28248,1065,1279,0.832681783
25677,"Garfield CDP, Texas",48,28320,0,630,0
25678,"Garrett town, Texas",48,29036,186,261,0.712643678
25679,"Garrison city, Texas",48,29060,0,385,0
25680,"Gary City town, Texas",48,29108,0,131,0
25681,"Garza-Salinas II CDP, Texas",48,29114,200,200,1
25682,"Gatesville city, Texas",48,29168,3003,3303,0.909173479
25683,"Georgetown city, Texas",48,29336,19479,20037,0.97215152
25684,"George West city, Texas",48,29348,0,972,0
25685,"Gilmer city, Texas",48,29564,2085,2149,0.970218706
25686,"Geronimo CDP, Texas",48,29384,0,341,0
25687,"Gholson city, Texas",48,29408,0,468,0
25688,"Giddings city, Texas",48,29432,1777,1911,0.929879644
25689,"Girard CDP, Texas",48,29612,0,25,0
25690,"Gladewater city, Texas",48,29660,2326,2726,0.853264857
25691,"Glenn Heights city, Texas",48,29840,3819,3819,1
25692,"Glen Rose city, Texas",48,29876,0,1030,0
25693,"Glidden CDP, Texas",48,29912,207,245,0.844897959
25694,"Godley city, Texas",48,29972,0,376,0
25695,"Goliad city, Texas",48,30080,0,858,0
25696,"Golinda city, Texas",48,30092,0,244,0
25697,"Goldsmith city, Texas",48,30044,0,123,0
25698,"Goldthwaite city, Texas",48,30056,0,897,0
25699,"Gonzales city, Texas",48,30116,2643,2814,0.939232409
25700,"Goodlow city, Texas",48,30188,0,99,0
25701,"Goodrich city, Texas",48,30224,0,123,0
25702,"Gordon city, Texas",48,30272,0,248,0
25703,"Goree city, Texas",48,30296,0,127,0
25704,"Gorman city, Texas",48,30308,0,580,0
25705,"Grand Acres CDP, Texas",48,30422,0,20,0
25706,"Graford city, Texas",48,30380,0,247,0
25707,"Graham city, Texas",48,30392,3880,3890,0.997429306
25708,"Granbury city, Texas",48,30416,4174,4419,0.944557592
25709,"Grandfalls town, Texas",48,30440,0,172,0
25710,"Grand Prairie city, Texas",48,30464,62317,62424,0.998285916
25711,"Grand Saline city, Texas",48,30476,1234,1234,1
25712,"Grandview city, Texas",48,30512,0,582,0
25713,"Granger city, Texas",48,30548,0,578,0
25714,"Granite Shoals city, Texas",48,30584,2430,2467,0.985002027
25715,"Grapevine city, Texas",48,30644,19685,19685,1
25716,"Granjeno city, Texas",48,30608,89,95,0.936842105
25717,"Grape Creek CDP, Texas",48,30629,0,1322,0
25718,"Grapeland city, Texas",48,30632,0,786,0
25719,"Grays Prairie village, Texas",48,30752,0,124,0
25720,"Greatwood CDP, Texas",48,30806,3939,3939,1
25721,"Green Valley Farms CDP, Texas",48,30890,0,330,0
25722,"Greenville city, Texas",48,30920,9752,10838,0.899797011
25723,"Gregory city, Texas",48,31064,637,696,0.915229885
25724,"Serenada CDP, Texas",48,66806,612,638,0.959247649
25725,"Seth Ward CDP, Texas",48,66848,703,778,0.903598972
25726,"Seven Oaks city, Texas",48,66884,0,58,0
25727,"Seven Points city, Texas",48,66908,266,707,0.376237624
25728,"Oxford village, Michigan",26,62020,1468,1468,1
25729,"Palmer CDP, Michigan",26,62180,0,184,0
25730,"Parchment city, Michigan",26,62340,881,881,1
25731,"Parkdale CDP, Michigan",26,62500,175,299,0.585284281
25732,"Parma village, Michigan",26,62740,0,322,0
25733,"Paw Paw village, Michigan",26,62980,1668,1674,0.996415771
25734,"Pellston village, Michigan",26,63300,0,364,0
25735,"Paw Paw Lake CDP, Michigan",26,63020,2082,2401,0.867138692
25736,"Pearl Beach CDP, Michigan",26,63200,1517,1590,0.95408805
25737,"Peck village, Michigan",26,63260,0,283,0
25738,"Pentwater village, Michigan",26,63540,0,997,0
25739,"Perrinton village, Michigan",26,63660,0,175,0
25740,"Perry city, Michigan",26,63700,869,902,0.963414634
25741,"Petersburg city, Michigan",26,63800,0,476,0
25742,"Petoskey city, Michigan",26,63820,2870,3359,0.854420959
25743,"Pewamo village, Michigan",26,63900,0,204,0
25744,"Pinckney village, Michigan",26,64140,881,927,0.950377562
25745,"Pierson village, Michigan",26,64020,0,73,0
25746,"Pigeon village, Michigan",26,64060,0,621,0
25747,"Pilgrim CDP, Michigan",26,64100,0,216,0
25748,"Pinconning city, Michigan",26,64160,0,637,0
25749,"Plainwell city, Michigan",26,64740,1674,1674,1
25750,"Pleasant Ridge city, Michigan",26,64900,1153,1153,1
25751,"Plymouth city, Michigan",26,65060,4652,4652,1
25752,"Ponshewaing CDP, Michigan",26,65420,0,100,0
25753,"Pontiac city, Michigan",26,65440,27084,27084,1
25754,"Port Huron city, Michigan",26,65820,13871,13871,1
25755,"Portage city, Michigan",26,65560,20305,20559,0.987645313
25756,"Port Austin village, Michigan",26,65680,0,724,0
25757,"Port Hope village, Michigan",26,65800,0,201,0
25758,"Portland city, Michigan",26,65860,1777,1797,0.988870339
25759,"Port Sanilac village, Michigan",26,65900,0,441,0
25760,"Posen village, Michigan",26,66000,0,144,0
25761,"Potterville city, Michigan",26,66100,1111,1112,0.999100719
25762,"Powers village, Michigan",26,66140,0,141,0
25763,"Prescott village, Michigan",26,66300,0,131,0
25764,"Quinnesec CDP, Michigan",26,66720,504,504,1
25765,"Presque Isle Harbor CDP, Michigan",26,66343,0,635,0
25766,"Prudenville CDP, Michigan",26,66400,1077,1474,0.730664858
25767,"Quincy village, Michigan",26,66640,740,743,0.995962315
25768,"Rapid City CDP, Michigan",26,67140,0,912,0
25769,"Ravenna village, Michigan",26,67280,0,476,0
25770,"Reading city, Michigan",26,67500,0,435,0
25771,"Reed City city, Michigan",26,67820,0,1136,0
25772,"Reese village, Michigan",26,67900,0,690,0
25773,"Republic CDP, Michigan",26,67980,0,352,0
25774,"Riverview city, Michigan",26,68880,5520,5520,1
25775,"Richland village, Michigan",26,68240,318,376,0.845744681
25776,"Richmond city, Michigan",26,68380,2478,2479,0.999596612
25777,"River Rouge city, Michigan",26,68760,3731,3731,1
25778,"Robin Glen-Indiantown CDP, Michigan",26,68990,0,330,0
25779,"Rochester city, Michigan",26,69020,5994,5994,1
25780,"Rochester Hills city, Michigan",26,69035,29480,29494,0.999525327
25781,"Rockford city, Michigan",26,69080,2302,2302,1
25782,"Rockwood city, Michigan",26,69180,1387,1387,1
25783,"St. Francis city, Minnesota",27,56950,1761,2650,0.664528302
25784,"St. Hilaire city, Minnesota",27,57022,0,131,0
25785,"St. James city, Minnesota",27,57040,2029,2039,0.995095635
25786,"St. Joseph city, Minnesota",27,57130,1889,1912,0.987970711
25787,"St. Marys Point city, Minnesota",27,57292,113,164,0.68902439
25788,"St. Leo city, Minnesota",27,57202,0,58,0
25789,"St. Louis Park city, Minnesota",27,57220,23285,23285,1
25790,"St. Martin city, Minnesota",27,57238,0,126,0
25791,"St. Michael city, Minnesota",27,57346,4616,5482,0.842028457
25792,"St. Paul city, Minnesota",27,58000,120795,120795,1
25793,"St. Paul Park city, Minnesota",27,58018,2072,2079,0.996632997
25794,"Jasper city, Alabama",1,38416,5858,6478,0.904291448
25795,"Kennedy town, Alabama",1,39520,0,238,0
25796,"Kingstowne CDP, Virginia",51,42746,7048,7048,1
25797,"Joppa CDP, Alabama",1,39088,0,198,0
25798,"Kansas town, Alabama",1,39280,0,122,0
25799,"Kellyton town, Alabama",1,39472,0,110,0
25800,"Killen town, Alabama",1,39784,466,499,0.933867735
25801,"Kimberly town, Alabama",1,39856,494,1002,0.493013972
25802,"Kinsey town, Alabama",1,40072,440,899,0.489432703
25803,"Kinston town, Alabama",1,40096,0,271,0
25804,"Ladonia CDP, Alabama",1,40648,1329,1392,0.954741379
25805,"La Fayette city, Alabama",1,40672,0,1299,0
25806,"Glen Gardner borough, New Jersey",34,26550,812,825,0.984242424
25807,"Glen Ridge borough, New Jersey",34,26610,2541,2541,1
25808,"Glen Rock borough, New Jersey",34,26640,4016,4016,1
25809,"Green Knoll CDP, New Jersey",34,27840,2521,2521,1
25810,"Gloucester City city, New Jersey",34,26820,4712,4712,1
25811,"Golden Triangle CDP, New Jersey",34,26902,1826,1826,1
25812,"Great Meadows CDP, New Jersey",34,27360,0,113,0
25813,"Greentree CDP, New Jersey",34,27995,4134,4134,1
25814,"Greenwich CDP, New Jersey",34,28250,818,818,1
25815,"Griggstown CDP, New Jersey",34,28470,289,364,0.793956044
25816,"Groveville CDP, New Jersey",34,28620,1015,1093,0.92863678
25817,"Guttenberg town, New Jersey",34,28650,4839,4839,1
25818,"Hackensack city, New Jersey",34,28680,19375,19375,1
25819,"Hackettstown town, New Jersey",34,28710,3755,3755,1
25820,"Haddonfield borough, New Jersey",34,28770,4634,4634,1
25821,"Haddon Heights borough, New Jersey",34,28800,3159,3159,1
25822,"Hainesburg CDP, New Jersey",34,28920,0,36,0
25823,"Hampton borough, New Jersey",34,29460,535,612,0.874183007
25824,"Andes CDP, New York",36,2121,0,185,0
25825,"Angola on the Lake CDP, New York",36,2220,878,914,0.960612691
25826,"Armonk CDP, New York",36,2649,1461,1482,0.98582996
25827,"Apalachin CDP, New York",36,2308,389,523,0.743785851
25828,"Ardsley village, New York",36,2506,1639,1639,1
25829,"Atlantic Beach village, New York",36,2968,1091,1091,1
25830,"Baxter Estates village, New York",36,4803,411,411,1
25831,"Balmville CDP, New York",36,4286,1275,1275,1
25832,"Bardonia CDP, New York",36,4396,1475,1475,1
25833,"Baywood CDP, New York",36,5039,2272,2272,1
25834,"Beacon city, New York",36,5100,5715,5715,1
25835,"Beaver Dam Lake CDP, New York",36,5193,796,796,1
25836,"Bedford CDP, New York",36,5309,410,680,0.602941176
25837,"Bedford Hills CDP, New York",36,5342,1209,1209,1
25838,"Belfast CDP, New York",36,5562,0,377,0
25839,"Belle Terre village, New York",36,5672,308,308,1
25840,"Bellmore CDP, New York",36,5738,5807,5807,1
25841,"Bellerose village, New York",36,5639,378,378,1
25842,"Bellerose Terrace CDP, New York",36,5661,665,665,1
25843,"Belleville CDP, New York",36,5683,0,87,0
25844,"Bellport village, New York",36,5771,1170,1170,1
25845,"Belmont village, New York",36,5815,0,455,0
25846,"Bemus Point village, New York",36,5848,260,293,0.887372014
25847,"Bergen village, New York",36,6046,462,477,0.968553459
25848,"Bethpage CDP, New York",36,6387,6051,6051,1
25849,"Big Flats CDP, New York",36,6464,1987,2244,0.885472371
25850,"Black River village, New York",36,6794,563,596,0.944630872
25851,"Billington Heights CDP, New York",36,6574,482,719,0.670375522
25852,"Binghamton city, New York",36,6607,23842,23842,1
